Datetime,Serving_Cell_Id, Call_Id, ulDataVolumePerUe,ulDataVolumeLastTtiPerUe,ulDataTransmissionTimePerUe,dlDataVolumePerUe,dlDataVolumeLastTtiPerUe,dlDataTransmissionTimePerUe,eRabCount,eRabThroughputStatList[0].eRabId,eRabThroughputStatList[0].qci,eRabThroughputStatList[0].ulDataVolumePerERab,eRabThroughputStatList[0].ulDataTransmissionTimePerERab,eRabThroughputStatList[0].dlDataVolumePerERab,eRabThroughputStatList[0].dlDataTransmissionTimePerERab,eRabThroughputStatList[1].eRabId,eRabThroughputStatList[1].qci,eRabThroughputStatList[1].ulDataVolumePerERab,eRabThroughputStatList[1].ulDataTransmissionTimePerERab,eRabThroughputStatList[1].dlDataVolumePerERab,eRabThroughputStatList[1].dlDataTransmissionTimePerERab,eRabThroughputStatList[2].eRabId,eRabThroughputStatList[2].qci,eRabThroughputStatList[2].ulDataVolumePerERab,eRabThroughputStatList[2].ulDataTransmissionTimePerERab,eRabThroughputStatList[2].dlDataVolumePerERab,eRabThroughputStatList[2].dlDataTransmissionTimePerERab,eRabThroughputStatList[3].eRabId,eRabThroughputStatList[3].qci,eRabThroughputStatList[3].ulDataVolumePerERab,eRabThroughputStatList[3].ulDataTransmissionTimePerERab,eRabThroughputStatList[3].dlDataVolumePerERab,eRabThroughputStatList[3].dlDataTransmissionTimePerERab,eRabThroughputStatList[4].eRabId,eRabThroughputStatList[4].qci,eRabThroughputStatList[4].ulDataVolumePerERab,eRabThroughputStatList[4].ulDataTransmissionTimePerERab,eRabThroughputStatList[4].dlDataVolumePerERab,eRabThroughputStatList[4].dlDataTransmissionTimePerERab,eRabThroughputStatList[5].eRabId,eRabThroughputStatList[5].qci,eRabThroughputStatList[5].ulDataVolumePerERab,eRabThroughputStatList[5].ulDataTransmissionTimePerERab,eRabThroughputStatList[5].dlDataVolumePerERab,eRabThroughputStatList[5].dlDataTransmissionTimePerERab,eRabThroughputStatList[6].eRabId,eRabThroughputStatList[6].qci,eRabThroughputStatList[6].ulDataVolumePerERab,eRabThroughputStatList[6].ulDataTransmissionTimePerERab,eRabThroughputStatList[6].dlDataVolumePerERab,eRabThroughputStatList[6].dlDataTransmissionTimePerERab,eRabThroughputStatList[7].eRabId,eRabThroughputStatList[7].qci,eRabThroughputStatList[7].ulDataVolumePerERab,eRabThroughputStatList[7].ulDataTransmissionTimePerERab,eRabThroughputStatList[7].dlDataVolumePerERab,eRabThroughputStatList[7].dlDataTransmissionTimePerERab
2025-02-27 05:30:54.956,6436097,16168553,0,87896,15,566924,132939,137,3,5,9,15524,41,0,0,6,5,0,0,0,0,7,8,0,0,566924,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:30:55.011,6436098,15940980,0,0,0,0,0,0,3,5,9,0,0,0,0,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:30:55.054,6436098,16291038,0,0,0,0,0,0,3,5,9,0,0,0,0,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:30:55.190,6436096,15796303,0,131928,97,230306,121457,276,3,5,9,32328,198,230306,276,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:30:55.548,6436097,15940829,0,1360,3,0,230,0,3,5,9,881,6,0,0,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:30:55.548,6436238,15940662,0,9800,7,194768,12652,91,2,5,8,4612,11,194768,91,6,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:30:55.576,6436178,15940999,0,31976,16,0,212,0,3,5,9,5838,29,0,0,6,8,0,0,0,0,7,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:30:55.727,6436238,828964665,0,0,0,0,0,0,2,5,9,0,0,0,0,7,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:30:55.756,6436238,15886551,0,1672,2,0,286,0,2,5,9,350,4,0,0,6,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:30:55.813,6436097,15886458,0,56600,3,332881,756,192,3,5,9,7570,13,0,0,6,8,0,0,332881,192,7,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:30:55.874,6436097,16291030,0,366472,150,317319,484031,369,3,5,9,178837,321,317319,369,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:30:55.937,6436096,15940981,0,768,1,0,149,0,2,5,8,162,3,0,0,6,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:30:56.021,6436098,828963198,0,94280,217,187030,328226,134,4,5,9,80752,295,187030,134,6,5,0,0,0,0,7,8,0,0,0,0,8,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:30:56.170,6436097,15886552,0,28744,4,0,3748,0,2,5,9,4373,27,0,0,6,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:30:56.180,6436098,16291047,0,34664,9,9734,16457,9,3,5,9,5965,42,9734,9,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:30:56.233,6436238,828963725,0,41904,33,200001,114430,126,3,5,9,18848,53,200001,126,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:30:56.464,6436097,828962127,39304,53656,359,0,16165,0,4,5,9,92960,396,0,0,6,5,0,0,0,0,7,8,0,0,0,0,8,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:30:56.472,6436097,16168562,0,592,0,0,105,0,1,5,9,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:30:56.534,6436097,828964446,6940,296,813,0,60,0,3,5,9,7236,835,0,0,6,8,0,0,0,0,7,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:30:56.695,6436178,828964598,0,5240,0,0,1695,0,3,5,9,0,0,0,0,7,5,0,0,0,0,6,1,638,58,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
