Datetime,Serving_Cell_Id, Call_Id, ulRetransErrorNumber,ulCrcInitTransTotalNumber,dlRetransErrorNumber,dlCode0InitTransTotalNumber,dlCode1InitTransTotalNumber,ulRbUsedNumber,dlRbUsedNumber,dlWidebandCqiCode0,dlWidebandCqiCode1,rankIndication
2025-02-27 05:36:32.441,6436098,16169091,0,4,0,2,2,0,4,12,10,1,
2025-02-27 05:36:32.561,6436138,829019832,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,7,6,0,
2025-02-27 05:36:32.868,6436226,16169103,2,76,0,338,0,312,31609,9,255,0,
2025-02-27 05:36:32.871,6436098,15941507,0,9,0,3,0,0,8,12,255,0,
2025-02-27 05:36:32.875,6436098,16169109,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,11,10,1,
2025-02-27 05:36:33.011,6436097,15941527,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,11,12,1,
2025-02-27 05:36:33.036,6436098,16291547,0,16,0,16,0,30,64,7,255,0,
2025-02-27 05:36:33.149,6436098,16169074,0,10,0,40,39,454,2948,12,11,1,
2025-02-27 05:36:33.164,6436226,829019519,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,255,
2025-02-27 05:36:33.157,6436096,829019519,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,6,255,0,
2025-02-27 05:36:33.185,6436098,16168748,0,10,0,8,0,79,38,9,6,0,
2025-02-27 05:36:33.186,6436238,16169104,0,15,0,15,0,17,32,13,255,0,
2025-02-27 05:36:33.196,6436098,829019834,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,0,
2025-02-27 05:36:33.258,6436238,15886921,0,112,0,97,0,443,453,15,13,1,
2025-02-27 05:36:33.397,6436238,15796989,1,109,0,174,46,295,5318,8,255,255,
2025-02-27 05:36:33.510,6436238,829019821,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,8,255,0,
2025-02-27 05:36:33.556,6436098,16291569,0,25,0,14,7,0,52,12,10,1,
2025-02-27 05:36:33.551,6436238,16291569,4294967295,4294967295,0,0,0,4294967295,0,255,255,255,
2025-02-27 05:36:33.607,6436226,829019787,0,30,0,35,0,125,115,11,7,0,
2025-02-27 05:36:33.625,6436097,15887011,0,19,0,4,4,110,6,13,12,1,
2025-02-27 05:36:33.670,6436238,829019823,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,7,7,0,
2025-02-27 05:36:33.677,6436096,829019818,0,452,0,12,2,10,71,5,9,0,
2025-02-27 05:36:33.697,6436226,829019799,0,38,0,39,0,207,140,8,6,1,
2025-02-27 05:36:33.704,6436238,15797247,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,9,255,255,
2025-02-27 05:36:33.713,6436098,828964598,0,1107,0,169,80,496,1032,9,6,1,
2025-02-27 05:36:33.772,6436097,828964380,0,230,0,586,452,3504,11209,13,10,0,
2025-02-27 05:36:33.810,6436098,829019519,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,10,255,0,
2025-02-27 05:36:33.816,6436098,16291570,0,10,0,7,0,55,14,13,255,0,
2025-02-27 05:36:33.829,6436098,16168693,0,14,0,6,1,4,14,11,11,0,
2025-02-27 05:36:33.842,6436096,15797241,0,485,0,6,1,4,15,4,7,1,
2025-02-27 05:36:34.236,6436097,15941519,0,5,0,10,0,403,13,13,255,0,
2025-02-27 05:36:34.387,6436097,828962127,0,68,0,68,0,756,370,6,6,0,
2025-02-27 05:36:34.486,6436096,828959225,0,524,0,113,91,507,6298,8,7,0,
2025-02-27 05:36:34.581,6436238,15940897,0,68,0,150,150,210,2590,15,15,1,
2025-02-27 05:36:34.676,6436137,828964612,0,492,0,9,0,18,17,13,15,0,
2025-02-27 05:36:34.784,6436098,15941414,0,178,0,686,168,7948,35405,3,6,1,
2025-02-27 05:36:34.873,6436238,15885154,1,284,0,367,366,1706,4761,14,14,1,
2025-02-27 05:36:34.890,6436098,15886403,0,182,0,459,151,815,2240,12,9,0,
2025-02-27 05:36:35.001,6436098,15887024,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,10,255,0,
2025-02-27 05:36:35.158,6436096,15941530,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,5,255,0,
2025-02-27 05:36:35.158,6436096,16291578,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,6,4,0,
2025-02-27 05:36:35.177,6436096,16169114,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,8,255,0,
2025-02-27 05:36:35.238,6436096,829019837,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,9,9,1,
2025-02-27 05:36:35.232,6436238,829019837,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,255,
2025-02-27 05:36:35.245,6436226,829019837,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,255,
2025-02-27 05:36:35.421,6436097,829019838,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,6,255,0,
2025-02-27 05:36:35.520,6436238,829019619,3,126,0,158,0,597,1466,5,255,255,
2025-02-27 05:36:35.572,6436098,15887016,0,4,0,4,0,0,12,10,6,0,
2025-02-27 05:36:35.823,6436096,829019519,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,1,1,1,
2025-02-27 05:36:35.831,6436226,829019519,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,255,
2025-02-27 05:36:35.947,6436238,15886998,0,2,0,2,2,5,4,15,15,255,
2025-02-27 05:36:36.034,6436098,15796747,0,33,0,30,27,205,47,9,9,1,
2025-02-27 05:36:36.029,6436238,16102365,0,150,0,162,162,361,411,15,15,255,
2025-02-27 05:36:36.100,6436096,15886992,0,536,0,223,0,497,2122,10,3,0,
2025-02-27 05:36:36.345,6436137,16291559,0,592,0,862,0,4423,16584,9,6,0,
2025-02-27 05:36:36.388,6436238,828963725,0,56,0,68,78,309,1929,15,15,255,
2025-02-27 05:36:36.525,6436098,829019519,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,9,255,0,
2025-02-27 05:36:36.573,6436096,829019813,0,497,0,426,0,565,39213,7,2,0,
2025-02-27 05:36:36.731,6436097,16291244,0,129,0,102,49,5102,1254,10,8,1,
2025-02-27 05:36:36.944,6436097,15887025,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,15,14,1,
2025-02-27 05:36:37.019,6436097,16169058,0,28,0,6,0,8,11,15,11,0,
2025-02-27 05:36:37.481,6436138,829019832,0,281,0,3,0,0,6,7,6,0,
2025-02-27 05:36:37.795,6436098,16169109,0,6,0,5,5,4,13,11,11,1,
2025-02-27 05:36:37.931,6436097,15941527,0,65,0,5,5,11,18,10,11,1,
2025-02-27 05:36:38.042,6436098,15887026,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,11,11,1,
2025-02-27 05:36:38.066,6436097,16291582,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,13,13,1,
2025-02-27 05:36:38.116,6436098,829019834,0,9,0,3,0,0,8,10,255,0,
2025-02-27 05:36:38.156,6436098,16291547,0,7,0,5,0,6,18,7,255,0,
2025-02-27 05:36:38.305,6436098,16168748,0,11,0,9,0,85,27,10,5,0,
2025-02-27 05:36:38.381,6436098,15887027,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,11,255,0,
2025-02-27 05:36:38.379,6436238,15886921,2,176,1,250,0,1258,4824,15,13,1,
2025-02-27 05:36:38.431,6436238,829019821,0,34,0,58,9,315,1081,5,255,255,
2025-02-27 05:36:38.505,6436096,829019519,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,6,255,0,
2025-02-27 05:36:38.500,6436238,829019519,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,255,
2025-02-27 05:36:38.518,6436238,15796989,1,88,0,130,71,272,4597,10,6,0,
2025-02-27 05:36:38.591,6436238,829019823,0,5,0,9,0,11,36,4,255,255,
2025-02-27 05:36:38.611,6436098,15941533,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,8,5,1,
2025-02-27 05:36:38.625,6436238,15797247,0,7,0,10,0,14,36,8,255,255,
2025-02-27 05:36:38.690,6436226,15887028,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,10,255,0,
2025-02-27 05:36:38.728,6436226,829019787,0,6,0,7,0,15,29,9,7,0,
2025-02-27 05:36:38.797,6436096,829019818,0,442,0,23,0,91,143,8,5,1,
2025-02-27 05:36:38.818,6436226,829019799,0,18,0,13,5,72,60,10,7,0,
2025-02-27 05:36:38.833,6436098,828964598,0,746,0,196,11,337,829,12,5,0,
2025-02-27 05:36:38.892,6436097,828964380,0,396,0,650,62,3309,13422,10,7,0,
2025-02-27 05:36:38.936,6436098,16291570,0,9,0,5,0,15,10,15,255,0,
2025-02-27 05:36:38.949,6436098,16168693,0,26,0,10,1,8,23,13,10,0,
2025-02-27 05:36:39.214,6436098,16291584,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,13,255,0,
2025-02-27 05:36:39.315,6436098,829019519,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,12,255,0,
2025-02-27 05:36:39.356,6436097,15941519,0,357,0,400,0,8385,9512,13,255,0,
2025-02-27 05:36:39.440,6436096,15887030,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,10,255,0,
2025-02-27 05:36:39.507,6436097,828962127,0,259,0,58,0,198,225,7,3,0,
2025-02-27 05:36:39.536,6436097,15797255,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,7,6,1,
2025-02-27 05:36:39.606,6436096,828959225,0,518,0,86,70,456,4811,3,5,1,
2025-02-27 05:36:39.702,6436238,15940897,0,33,0,73,72,88,1661,15,15,1,
2025-02-27 05:36:39.796,6436137,828964612,1,521,0,13,0,31,34,14,15,0,
2025-02-27 05:36:39.904,6436098,15941414,0,182,0,618,216,9143,31496,7,7,0,
2025-02-27 05:36:39.921,6436098,15887024,0,15,0,17,0,930,98,11,7,0,
2025-02-27 05:36:39.994,6436238,15885154,4,254,0,328,327,913,5292,14,14,1,
2025-02-27 05:36:40.010,6436098,15886403,0,166,0,370,174,1082,3032,12,8,0,
2025-02-27 05:36:40.037,6436097,15887025,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,14,13,1,
2025-02-27 05:36:40.032,6436238,15887025,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,255,
2025-02-27 05:36:40.078,6436096,15941530,0,444,0,71,0,1300,2479,5,255,0,
2025-02-27 05:36:40.078,6436096,16291578,0,472,0,5,3,0,24,5,4,1,
2025-02-27 05:36:40.097,6436096,16169114,0,458,0,3,0,0,8,9,255,0,
2025-02-27 05:36:40.158,6436096,829019837,0,348,0,11,10,4,49,11,13,1,
2025-02-27 05:36:40.153,6436238,829019837,4294967295,4294967295,0,0,0,4294967295,0,255,255,255,
2025-02-27 05:36:40.166,6436226,829019837,4294967295,4294967295,0,0,0,4294967295,0,255,255,255,
2025-02-27 05:36:40.341,6436097,829019838,0,306,0,30,0,949,226,7,255,0,
2025-02-27 05:36:40.442,6436096,16169119,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,9,6,1,
2025-02-27 05:36:40.641,6436238,829019619,1,79,0,124,0,393,3089,8,255,255,
2025-02-27 05:36:40.692,6436098,15887016,0,9,0,9,0,2,59,9,6,0,
2025-02-27 05:36:41.154,6436098,15796747,0,42,0,35,33,317,74,10,11,1,
2025-02-27 05:36:41.150,6436238,16102365,0,102,0,144,145,231,368,15,15,255,
2025-02-27 05:36:41.220,6436096,15886992,0,539,0,186,0,415,1600,8,3,0,
2025-02-27 05:36:41.254,6436096,829019519,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4,3,1,
2025-02-27 05:36:41.249,6436238,829019519,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,255,
2025-02-27 05:36:41.311,6436238,16169121,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,15,255,255,
2025-02-27 05:36:41.465,6436137,16291559,0,529,0,263,0,1182,5806,9,7,0,
2025-02-27 05:36:41.509,6436238,828963725,0,48,0,72,79,306,2021,15,15,255,
2025-02-27 05:36:41.660,6436238,15797259,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,14,255,255,
2025-02-27 05:36:41.851,6436097,16291244,0,587,0,191,191,11904,2793,9,10,1,
2025-02-27 05:36:42.091,6436098,829019519,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,12,255,0,
2025-02-27 05:36:42.086,6436238,829019519,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,255,
2025-02-27 05:36:42.139,6436097,16169058,0,461,0,63,1,217,4801,14,10,0,
2025-02-27 05:36:42.337,6436098,16291584,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,13,255,0,
2025-02-27 05:36:42.332,6436238,16291584,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,255,
2025-02-27 05:36:42.396,6436226,829019841,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,11,255,0,
2025-02-27 05:36:42.640,6436096,16291587,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,5,255,0,
2025-02-27 05:36:42.716,6436226,829019842,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,9,255,0,
2025-02-27 05:36:42.915,6436098,16169109,0,6,0,2,2,0,4,12,12,1,
2025-02-27 05:36:42.962,6436098,15887026,0,5,0,3,3,128,4,12,11,1,
2025-02-27 05:36:42.986,6436097,16291582,0,474,0,11,11,46,24,13,13,1,
2025-02-27 05:36:43.051,6436097,15941527,0,487,0,3,3,2,10,10,12,1,
2025-02-27 05:36:43.130,6436097,16169124,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,14,11,1,
2025-02-27 05:36:43.276,6436098,16291547,0,6,0,6,0,6,17,7,255,0,
2025-02-27 05:36:43.301,6436098,15887027,0,150,0,237,0,6599,3812,11,255,0,
2025-02-27 05:36:43.333,6436098,829019844,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,11,255,0,
2025-02-27 05:36:43.337,6436098,829019843,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,7,255,0,
2025-02-27 05:36:43.425,6436098,16168748,0,52,0,45,19,658,228,9,7,0,
2025-02-27 05:36:43.484,6436098,829019846,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,6,255,0,
2025-02-27 05:36:43.493,6436098,829019845,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,6,3,1,
2025-02-27 05:36:43.500,6436238,15886921,2,42,0,23,0,144,54,15,13,1,
2025-02-27 05:36:43.531,6436098,15941533,0,59,0,112,89,660,2555,8,8,1,
2025-02-27 05:36:43.552,6436098,829019847,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,7,255,0,
2025-02-27 05:36:43.552,6436238,829019821,0,21,0,20,0,97,107,9,255,255,
2025-02-27 05:36:43.611,6436226,15887028,0,16,0,11,0,8,24,9,255,0,
2025-02-27 05:36:43.639,6436238,15796989,0,72,0,147,16,224,5577,9,9,255,
2025-02-27 05:36:43.849,6436226,829019787,0,14,0,17,0,34,69,11,5,0,
2025-02-27 05:36:43.908,6436096,829019519,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,5,255,0,
2025-02-27 05:36:43.916,6436226,829019519,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,255,
2025-02-27 05:36:43.917,6436096,829019818,0,491,0,128,13,1322,4769,11,8,0,
2025-02-27 05:36:43.939,6436226,829019799,0,8,0,9,0,35,25,10,7,0,
2025-02-27 05:36:43.953,6436098,828964598,0,952,0,159,32,366,725,13,7,0,
2025-02-27 05:36:44.012,6436097,828964380,0,654,0,610,0,2484,12980,5,8,1,
2025-02-27 05:36:44.069,6436098,16168693,0,13,0,6,3,4,17,10,10,0,
2025-02-27 05:36:44.214,6436238,16169126,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,15,255,255,
2025-02-27 05:36:44.360,6436096,15887030,0,482,0,6,2,73,48,11,9,0,
2025-02-27 05:36:44.456,6436097,15797255,0,434,0,7,5,0,24,8,7,1,
2025-02-27 05:36:44.482,6436226,16169121,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,255,
2025-02-27 05:36:44.469,6436238,16169121,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,14,14,1,
2025-02-27 05:36:44.476,6436097,15941519,0,565,0,146,0,6897,3640,14,255,0,
2025-02-27 05:36:44.548,6436096,16169127,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,12,8,0,
2025-02-27 05:36:44.555,6436226,16169127,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,255,
2025-02-27 05:36:44.627,6436097,828962127,0,488,0,84,0,904,297,5,3,0,
2025-02-27 05:36:44.726,6436096,828959225,0,525,0,93,56,187,5437,10,5,0,
2025-02-27 05:36:44.740,6436098,829019519,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,10,255,0,
2025-02-27 05:36:44.823,6436238,15940897,0,100,0,181,180,399,3575,14,14,1,
2025-02-27 05:36:44.891,6436098,15941539,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,8,255,0,
2025-02-27 05:36:44.916,6436137,828964612,0,543,0,72,0,1953,290,13,15,0,
2025-02-27 05:36:45.024,6436098,15941414,0,175,0,541,32,8236,26658,7,5,0,
2025-02-27 05:36:45.041,6436098,15887024,0,8,0,8,0,0,100,11,8,0,
2025-02-27 05:36:45.115,6436238,15885154,3,237,0,307,307,835,4596,15,15,1,
2025-02-27 05:36:45.130,6436098,15886403,0,152,0,349,168,534,1155,7,8,1,
2025-02-27 05:36:45.174,6436097,15797263,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,14,13,1,
2025-02-27 05:36:45.198,6436096,15941530,0,454,0,119,0,1257,5190,6,9,0,
2025-02-27 05:36:45.278,6436096,829019837,0,4,0,4,3,0,12,12,14,1,
2025-02-27 05:36:45.287,6436226,829019837,4294967295,4294967295,0,0,0,4294967295,0,255,255,255,
2025-02-27 05:36:45.274,6436238,829019837,4294967295,4294967295,0,0,0,4294967295,0,255,255,255,
2025-02-27 05:36:45.362,6436096,16169119,0,488,0,6,5,2,45,12,9,0,
2025-02-27 05:36:45.461,6436097,829019838,0,389,0,19,0,40,105,4,255,0,
2025-02-27 05:36:45.520,6436098,16169130,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,12,12,1,
2025-02-27 05:36:45.666,6436097,15797255,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,9,6,0,
2025-02-27 05:36:45.673,6436226,15797255,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,255,
2025-02-27 05:36:45.762,6436238,829019619,1,45,0,69,0,204,1958,8,255,255,
2025-02-27 05:36:46.129,6436136,15941540,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,10,255,0,
2025-02-27 05:36:46.274,6436096,16291591,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,8,255,0,
2025-02-27 05:36:46.274,6436098,15796747,0,43,0,43,33,265,81,11,13,1,
2025-02-27 05:36:46.271,6436238,16102365,0,85,0,121,122,185,319,15,15,255,
2025-02-27 05:36:46.340,6436096,15886992,0,509,0,14,0,45,71,10,3,0,
2025-02-27 05:36:46.419,6436098,16291587,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,10,255,0,
2025-02-27 05:36:46.577,6436096,829019519,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,6,255,0,
2025-02-27 05:36:46.584,6436226,829019519,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,255,
2025-02-27 05:36:46.585,6436137,16291559,0,577,0,316,0,2891,5987,10,6,0,
2025-02-27 05:36:46.581,6436238,15797259,0,5,0,9,2,10,32,12,12,255,
2025-02-27 05:36:46.624,6436098,829019846,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,6,4,0,
2025-02-27 05:36:46.624,6436138,829019846,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,255,
2025-02-27 05:36:46.630,6436238,828963725,0,27,0,52,54,119,2278,15,15,255,
2025-02-27 05:36:46.971,6436097,16291244,0,290,0,21,21,1087,63,10,11,1,
2025-02-27 05:36:47.257,6436098,16291584,0,22,0,76,0,876,3557,10,6,0,
2025-02-27 05:36:47.259,6436097,16169058,0,246,0,3,0,0,16,14,10,0,
2025-02-27 05:36:47.243,6436238,16291584,4294967295,4294967295,0,21,2,4294967295,1308,9,9,1,
2025-02-27 05:36:47.410,6436098,829019519,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,11,255,0,
2025-02-27 05:36:47.493,6436098,15941543,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,12,12,1,
2025-02-27 05:36:47.889,6436098,829019838,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,9,255,0,
2025-02-27 05:36:48.050,6436097,16169124,0,381,0,995,873,9198,39125,12,6,0,
2025-02-27 05:36:48.151,6436097,16169133,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,8,7,1,
2025-02-27 05:36:48.171,6436097,15941527,0,203,0,2,2,0,8,12,13,1,
2025-02-27 05:36:48.253,6436098,829019844,0,5,0,3,0,0,8,15,11,0,
2025-02-27 05:36:48.257,6436098,829019843,0,11,0,13,0,0,44,6,255,0,
2025-02-27 05:36:48.261,6436097,15797263,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,13,14,1,
2025-02-27 05:36:48.246,6436238,15797263,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,255,
2025-02-27 05:36:48.396,6436098,16291547,0,17,0,17,0,30,52,8,5,0,
2025-02-27 05:36:48.413,6436098,829019845,0,22,0,5,0,0,16,6,3,0,
2025-02-27 05:36:48.421,6436098,15887027,0,88,0,140,0,2277,3897,13,255,0,
2025-02-27 05:36:48.521,6436238,16169134,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,14,255,255,
2025-02-27 05:36:48.545,6436098,16168748,0,11,0,7,4,68,30,10,8,0,
2025-02-27 05:36:48.611,6436238,15886921,2,130,0,258,0,353,5557,15,13,1,
2025-02-27 05:36:48.651,6436098,15941533,0,48,0,54,51,975,998,8,8,1,
2025-02-27 05:36:48.663,6436238,829019821,0,16,0,25,5,43,113,6,6,255,
2025-02-27 05:36:48.750,6436238,15796989,2,118,0,174,1,357,4386,10,10,255,
2025-02-27 05:36:48.969,6436226,829019787,0,2,0,3,0,5,8,8,4,0,
2025-02-27 05:36:49.037,6436096,829019818,0,474,0,34,0,242,745,4,4,0,
2025-02-27 05:36:49.059,6436226,829019799,0,45,0,30,0,218,101,12,7,0,
2025-02-27 05:36:49.073,6436098,828964598,0,1023,0,182,75,452,1044,13,9,0,
2025-02-27 05:36:49.132,6436097,828964380,0,428,0,644,261,3419,12659,9,7,0,
2025-02-27 05:36:49.125,6436238,16169126,0,3,0,6,0,9,20,15,255,0,
2025-02-27 05:36:49.189,6436098,16168693,0,16,0,7,1,12,58,12,11,0,
2025-02-27 05:36:49.262,6436096,829019519,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,1,1,1,
2025-02-27 05:36:49.247,6436238,829019519,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,255,
2025-02-27 05:36:49.309,6436238,16169136,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,9,255,255,
2025-02-27 05:36:49.421,6436098,15887045,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,13,15,1,
2025-02-27 05:36:49.444,6436238,16291595,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,15,255,255,
2025-02-27 05:36:49.468,6436096,16169127,0,593,0,215,172,5339,1994,12,12,0,
2025-02-27 05:36:49.475,6436226,16169127,4294967295,4294967295,0,0,0,4294967295,0,255,255,255,
2025-02-27 05:36:49.596,6436097,15941519,0,359,0,499,0,8204,11033,13,255,0,
