Datetime,Serving_Cell_Id, Call_Id, ulMcs,dlMcs
2025-02-27 05:31:20.592,6436098,15886577,23,13,
2025-02-27 05:31:20.590,6436238,15886577,4294967295,4294967295,
2025-02-27 05:31:20.784,6436238,15796776,17,21,
2025-02-27 05:31:21.035,6436238,15886576,19,15,
2025-02-27 05:31:21.122,6436097,15886591,26,12,
2025-02-27 05:31:21.140,6436238,15796789,4294967295,4294967295,
2025-02-27 05:31:21.144,6436097,15796789,24,21,
2025-02-27 05:31:21.149,6436097,15940829,26,15,
2025-02-27 05:31:21.153,6436238,15940662,22,14,
2025-02-27 05:31:21.195,6436098,15941040,26,17,
2025-02-27 05:31:21.256,6436097,15941041,26,13,
2025-02-27 05:31:21.414,6436097,15886458,26,17,
2025-02-27 05:31:21.474,6436097,16291030,15,12,
2025-02-27 05:31:21.537,6436096,15940981,26,15,
2025-02-27 05:31:21.621,6436098,828963198,4,18,
2025-02-27 05:31:21.625,6436178,828964681,25,15,
2025-02-27 05:31:21.838,6436238,828963725,22,18,
2025-02-27 05:31:22.064,6436097,828962127,15,19,
2025-02-27 05:31:22.135,6436097,828964446,5,9,
2025-02-27 05:31:22.295,6436178,828964598,21,4,
2025-02-27 05:31:22.353,6436137,828964612,10,23,
2025-02-27 05:31:22.363,6436238,16102365,22,16,
2025-02-27 05:31:22.387,6436238,16168608,26,21,
2025-02-27 05:31:22.404,6436098,16168583,25,10,
2025-02-27 05:31:22.419,6436097,15886418,5,11,
2025-02-27 05:31:22.454,6436096,16168410,18,20,
2025-02-27 05:31:22.568,6436098,15886403,26,17,
2025-02-27 05:31:22.658,6436097,15886588,7,21,
2025-02-27 05:31:22.788,6436238,16167876,27,26,
2025-02-27 05:31:22.858,6436238,15886452,24,19,
2025-02-27 05:31:22.940,6436178,828964682,14,11,
2025-02-27 05:31:22.949,6436098,828959225,21,12,
2025-02-27 05:31:23.029,6436178,16168485,21,8,
2025-02-27 05:31:23.140,6436096,15941045,25,13,
2025-02-27 05:31:23.136,6436238,15941045,4294967295,4294967295,
2025-02-27 05:31:23.403,6436098,15885154,25,17,
2025-02-27 05:31:23.436,6436096,15885868,22,6,
2025-02-27 05:31:23.491,6436098,15886161,22,17,
2025-02-27 05:31:23.514,6436098,15940897,26,12,
2025-02-27 05:31:23.572,6436238,828964674,25,7,
2025-02-27 05:31:23.586,6436178,828964684,8,5,
2025-02-27 05:31:23.634,6436178,15796489,26,12,
2025-02-27 05:31:23.709,6436178,16291102,25,15,
2025-02-27 05:31:23.710,6436098,15796747,22,13,
2025-02-27 05:31:23.844,6436238,15796748,11,10,
2025-02-27 05:31:23.952,6436238,828964380,12,10,
2025-02-27 05:31:23.968,6436098,15940943,26,9,
2025-02-27 05:31:24.121,6436097,16291093,27,11,
2025-02-27 05:31:24.191,6436238,15796795,26,18,
2025-02-27 05:31:24.260,6436097,16290888,9,24,
2025-02-27 05:31:24.404,6436098,16168528,20,21,
2025-02-27 05:31:24.430,6436238,16168618,15,4,
2025-02-27 05:31:24.442,6436136,828964659,20,9,
2025-02-27 05:31:24.445,6436178,828962359,4294967295,8,
2025-02-27 05:31:24.452,6436098,828962359,22,8,
2025-02-27 05:31:24.745,6436178,15796774,22,10,
2025-02-27 05:31:24.756,6436098,15940985,3,9,
2025-02-27 05:31:24.902,6436097,15941021,25,17,
2025-02-27 05:31:24.902,6436137,15941021,4294967295,4294967295,
2025-02-27 05:31:24.947,6436238,828963169,25,20,
2025-02-27 05:31:25.289,6436097,16291088,26,18,
2025-02-27 05:31:25.387,6436097,16166899,19,16,
2025-02-27 05:31:25.444,6436097,15941039,23,17,
2025-02-27 05:31:25.527,6436097,15796609,26,21,
2025-02-27 05:31:25.712,6436098,15886577,21,15,
2025-02-27 05:31:25.710,6436238,15886577,4294967295,4294967295,
2025-02-27 05:31:25.721,6436097,16291103,12,9,
2025-02-27 05:31:25.904,6436238,15796776,17,15,
2025-02-27 05:31:26.155,6436238,15886576,19,9,
2025-02-27 05:31:26.197,6436098,16168621,22,17,
2025-02-27 05:31:26.242,6436097,15886591,26,20,
2025-02-27 05:31:26.264,6436097,15796789,25,21,
2025-02-27 05:31:26.260,6436238,15796789,4294967295,4294967295,
2025-02-27 05:31:26.269,6436097,15940829,26,20,
2025-02-27 05:31:26.273,6436238,15940662,21,14,
2025-02-27 05:31:26.315,6436098,15941040,26,16,
2025-02-27 05:31:26.376,6436097,15941041,26,19,
2025-02-27 05:31:26.534,6436097,15886458,26,11,
2025-02-27 05:31:26.594,6436097,16291030,17,15,
2025-02-27 05:31:26.657,6436096,15940981,26,9,
2025-02-27 05:31:26.741,6436098,828963198,4,19,
2025-02-27 05:31:26.745,6436178,828964681,26,19,
2025-02-27 05:31:26.958,6436238,828963725,22,19,
2025-02-27 05:31:27.184,6436097,828962127,12,18,
2025-02-27 05:31:27.255,6436097,828964446,5,7,
2025-02-27 05:31:27.302,6436098,15941048,24,19,
2025-02-27 05:31:27.415,6436178,828964598,22,6,
2025-02-27 05:31:27.468,6436096,15796303,25,5,
2025-02-27 05:31:27.473,6436137,828964612,7,23,
2025-02-27 05:31:27.471,6436238,15941049,20,24,
2025-02-27 05:31:27.484,6436238,16102365,22,16,
2025-02-27 05:31:27.524,6436098,16168583,26,11,
2025-02-27 05:31:27.539,6436097,15886418,5,12,
2025-02-27 05:31:27.574,6436096,16168410,19,15,
2025-02-27 05:31:27.688,6436098,15886403,26,16,
2025-02-27 05:31:27.778,6436097,15886588,15,21,
2025-02-27 05:31:27.909,6436238,16167876,27,27,
2025-02-27 05:31:27.978,6436238,15886452,25,12,
2025-02-27 05:31:28.060,6436178,828964682,11,8,
2025-02-27 05:31:28.069,6436098,828959225,22,11,
2025-02-27 05:31:28.149,6436178,16168485,21,8,
2025-02-27 05:31:28.260,6436096,15941045,26,21,
2025-02-27 05:31:28.256,6436238,15941045,4294967295,4294967295,
2025-02-27 05:31:28.334,6436178,828964691,24,6,
2025-02-27 05:31:28.523,6436098,15885154,26,18,
2025-02-27 05:31:28.556,6436096,15885868,21,8,
2025-02-27 05:31:28.611,6436098,15886161,22,17,
2025-02-27 05:31:28.634,6436098,15940897,26,13,
2025-02-27 05:31:28.692,6436238,828964674,26,13,
2025-02-27 05:31:28.706,6436178,828964684,10,6,
2025-02-27 05:31:28.754,6436178,15796489,26,15,
2025-02-27 05:31:28.830,6436098,15796747,22,14,
2025-02-27 05:31:29.072,6436238,828964380,13,10,
2025-02-27 05:31:29.088,6436098,15940943,26,10,
2025-02-27 05:31:29.143,6436178,828964693,23,24,
2025-02-27 05:31:29.380,6436097,16290888,11,23,
2025-02-27 05:31:29.524,6436098,16168528,20,19,
2025-02-27 05:31:29.562,6436136,828964659,20,12,
2025-02-27 05:31:29.565,6436178,828962359,4294967295,9,
2025-02-27 05:31:29.572,6436098,828962359,22,10,
2025-02-27 05:31:29.681,6436097,15941053,9,18,
2025-02-27 05:31:29.828,6436238,16168626,26,16,
2025-02-27 05:31:29.865,6436178,15796774,22,9,
2025-02-27 05:31:29.876,6436098,15940985,5,6,
2025-02-27 05:31:30.022,6436137,15941021,25,13,
2025-02-27 05:31:30.022,6436097,15941021,25,21,
2025-02-27 05:31:30.068,6436238,828963169,24,23,
2025-02-27 05:31:30.409,6436097,16291088,26,18,
2025-02-27 05:31:30.507,6436097,16166899,15,16,
