Datetime,Serving_Cell_Id, Call_Id, ulDataVolumePerUe,ulDataVolumeLastTtiPerUe,ulDataTransmissionTimePerUe,dlDataVolumePerUe,dlDataVolumeLastTtiPerUe,dlDataTransmissionTimePerUe,eRabCount,eRabThroughputStatList[0].eRabId,eRabThroughputStatList[0].qci,eRabThroughputStatList[0].ulDataVolumePerERab,eRabThroughputStatList[0].ulDataTransmissionTimePerERab,eRabThroughputStatList[0].dlDataVolumePerERab,eRabThroughputStatList[0].dlDataTransmissionTimePerERab,eRabThroughputStatList[1].eRabId,eRabThroughputStatList[1].qci,eRabThroughputStatList[1].ulDataVolumePerERab,eRabThroughputStatList[1].ulDataTransmissionTimePerERab,eRabThroughputStatList[1].dlDataVolumePerERab,eRabThroughputStatList[1].dlDataTransmissionTimePerERab,eRabThroughputStatList[2].eRabId,eRabThroughputStatList[2].qci,eRabThroughputStatList[2].ulDataVolumePerERab,eRabThroughputStatList[2].ulDataTransmissionTimePerERab,eRabThroughputStatList[2].dlDataVolumePerERab,eRabThroughputStatList[2].dlDataTransmissionTimePerERab,eRabThroughputStatList[3].eRabId,eRabThroughputStatList[3].qci,eRabThroughputStatList[3].ulDataVolumePerERab,eRabThroughputStatList[3].ulDataTransmissionTimePerERab,eRabThroughputStatList[3].dlDataVolumePerERab,eRabThroughputStatList[3].dlDataTransmissionTimePerERab,eRabThroughputStatList[4].eRabId,eRabThroughputStatList[4].qci,eRabThroughputStatList[4].ulDataVolumePerERab,eRabThroughputStatList[4].ulDataTransmissionTimePerERab,eRabThroughputStatList[4].dlDataVolumePerERab,eRabThroughputStatList[4].dlDataTransmissionTimePerERab,eRabThroughputStatList[5].eRabId,eRabThroughputStatList[5].qci,eRabThroughputStatList[5].ulDataVolumePerERab,eRabThroughputStatList[5].ulDataTransmissionTimePerERab,eRabThroughputStatList[5].dlDataVolumePerERab,eRabThroughputStatList[5].dlDataTransmissionTimePerERab,eRabThroughputStatList[6].eRabId,eRabThroughputStatList[6].qci,eRabThroughputStatList[6].ulDataVolumePerERab,eRabThroughputStatList[6].ulDataTransmissionTimePerERab,eRabThroughputStatList[6].dlDataVolumePerERab,eRabThroughputStatList[6].dlDataTransmissionTimePerERab,eRabThroughputStatList[7].eRabId,eRabThroughputStatList[7].qci,eRabThroughputStatList[7].ulDataVolumePerERab,eRabThroughputStatList[7].ulDataTransmissionTimePerERab,eRabThroughputStatList[7].dlDataVolumePerERab,eRabThroughputStatList[7].dlDataTransmissionTimePerERab
2025-02-27 05:47:33.975,6436096,15942383,0,0,0,0,478,0,2,5,9,0,0,0,0,6,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:34.214,6436138,829020600,0,0,0,0,0,0,2,5,9,0,0,0,0,6,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:34.335,6436098,16102365,0,38016,3,209962,23220,62,3,5,9,5068,37,199,2,6,5,0,0,0,0,7,8,0,0,209763,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:34.393,6436238,829020507,0,12840,22,112169,102385,91,3,5,9,4786,35,0,0,6,5,0,0,0,0,7,8,0,0,112169,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:34.440,6436098,829020464,0,98024,10,842555,4205,828,2,5,8,14540,53,842555,828,6,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:34.736,6436098,15887902,0,24544,1,0,2570,0,3,5,9,3081,7,0,0,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:34.748,6436238,15887902,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:34.828,6436238,15798067,0,2104,0,12710,486,1,1,5,8,173,3,12710,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:34.882,6436097,828962127,0,10376,3,18,4524,3,3,5,9,1399,49,18,3,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:34.902,6436098,15798075,0,0,0,0,0,0,2,5,8,0,0,0,0,6,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:34.984,6436096,828959225,0,76776,7,90063,10666,56,2,5,9,10447,22,90063,56,6,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:35.178,6436238,15941773,0,185064,149,134355,581634,609,2,5,9,50795,288,134355,609,6,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:35.280,6436098,16292426,0,1072,0,0,130,0,3,5,9,134,2,0,0,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:35.352,6436098,16292370,0,161336,17,287618,37427,138,3,5,9,45922,55,287618,138,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:35.375,6436238,15797715,0,35376,7,30,5575,8,4,5,9,0,0,0,0,7,5,0,0,0,0,6,8,0,0,0,0,8,1,4955,134,30,8,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:35.549,6436098,15942401,0,760,2,847,241,26,3,5,9,248,3,847,26,6,8,0,0,0,0,7,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:35.561,6436238,15942401,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:35.574,6436098,15887886,0,28016,9,6533,15790,2,3,6,5,0,0,0,0,8,9,8952,30,6533,2,5,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:35.735,6436098,829020504,0,15248,5,0,768,0,2,5,9,3146,8,0,0,7,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:35.908,6436138,829020070,314635,56232,1200,274716,27304,759,3,5,9,370867,1248,274716,759,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:36.064,6436096,15942031,0,3912,2,0,0,0,3,5,9,689,4,0,0,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:36.102,6436097,16169952,0,1488,0,0,239,0,1,5,9,186,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:36.246,6436098,15942362,0,2672,0,0,202,0,3,5,9,334,4,0,0,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:36.247,6436096,16292209,0,25688,37,135883,31856,88,3,5,9,17996,53,135883,88,6,8,0,0,0,0,7,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:36.290,6436096,15942377,0,246232,208,440502,33870,907,3,5,9,140585,335,435722,901,6,5,0,0,0,0,7,8,0,0,4780,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:36.517,6436097,15942342,0,204264,162,245412,427376,1395,3,5,9,47302,450,245412,1395,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:36.538,6436238,15942342,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:36.763,6436097,15887774,0,73920,11,63075,165072,185,2,5,9,11273,36,63075,185,6,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:36.991,6436096,829020453,0,46344,71,178911,35405,203,3,5,9,12857,116,178911,203,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:36.991,6436098,15886403,0,61800,13,204,30788,6,3,5,9,9234,106,0,0,6,8,0,0,166,4,7,7,0,0,38,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:37.107,6436136,829020432,0,106032,23,327006,9563,657,3,5,9,32324,60,327006,657,8,5,0,0,0,0,6,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:37.261,6436238,15797458,0,8072,7,0,4904,0,3,5,9,2591,12,0,0,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:37.299,6436098,15887906,0,3200,3,0,148,0,2,5,9,660,5,0,0,6,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:37.326,6436098,16292437,0,0,0,0,111,0,2,5,8,0,0,0,0,6,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:37.399,6436098,16169896,0,34408,8,0,60,0,3,5,9,6152,24,0,0,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:37.476,6436238,15942399,0,91136,15,37751,59491,8,3,5,9,13905,24,0,0,6,5,0,0,0,0,7,8,0,0,37751,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:37.855,6436098,15887860,0,269192,94,471556,249203,661,2,5,9,65371,192,471556,661,6,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:37.871,6436238,15886921,0,70496,30,60,275709,2,3,5,9,12577,62,60,2,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:37.876,6436238,16292438,0,43336,24,9129,19657,16,3,5,9,21270,44,9129,16,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:37.890,6436097,15887221,0,33624,14,82640,45682,23,3,5,9,8972,27,82640,23,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:38.069,6436238,15887689,0,134480,235,94197,620909,231,3,5,9,58368,329,87326,228,6,5,0,0,0,0,7,8,0,0,6871,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:38.436,6436097,16292423,0,592,0,0,105,0,3,5,9,74,1,0,0,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:38.462,6436098,829020611,0,624,0,0,72,0,2,5,8,74,2,0,0,6,5,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:38.560,6436097,16292307,27819,2688,1361,766269,84289,2126,3,5,9,30507,1412,766269,2126,7,5,0,0,0,0,6,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:38.596,6436098,829020598,0,314416,11,464079,247983,1576,2,5,9,44102,172,464079,1576,7,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:38.720,6436098,16292286,0,28096,1,77306,21510,27,3,5,9,3746,11,77306,27,6,8,0,0,0,0,7,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:38.754,6436097,16292439,0,44608,25,5735,12601,3,2,5,8,13660,40,5735,3,6,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:38.849,6436098,829020591,0,0,0,0,0,0,3,5,8,0,0,0,0,6,5,0,0,0,0,7,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:39.095,6436096,15942383,0,0,0,0,737,0,2,5,9,0,0,0,0,6,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:39.334,6436138,829020600,0,1968,0,0,234,0,2,5,9,246,3,0,0,6,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:39.455,6436098,16102365,0,54008,1,288975,20738,63,3,5,9,6913,27,36,1,6,5,0,0,0,0,7,8,0,0,288939,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:47:39.514,6436238,829020507,0,2120,3,0,1039,0,3,5,9,509,9,0,0,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
