Datetime,Serving_Cell_Id, Call_Id, ulRetransErrorNumber,ulCrcInitTransTotalNumber,dlRetransErrorNumber,dlCode0InitTransTotalNumber,dlCode1InitTransTotalNumber,ulRbUsedNumber,dlRbUsedNumber,dlWidebandCqiCode0,dlWidebandCqiCode1,rankIndication
2025-02-27 05:42:01.230,6436137,15797707,0,468,0,5,5,0,8,9,7,0,
2025-02-27 05:42:01.230,6436097,15797707,4294967295,4294967295,0,0,0,4294967295,0,255,255,255,
2025-02-27 05:42:01.448,6436098,15797712,0,96,0,342,206,4382,16329,10,8,1,
2025-02-27 05:42:01.527,6436098,16169431,0,18,0,15,0,774,25,12,10,0,
2025-02-27 05:42:01.842,6436098,15941955,0,15,0,19,0,105,166,11,7,0,
2025-02-27 05:42:01.885,6436097,15887473,0,259,0,8,8,55,18,10,10,1,
2025-02-27 05:42:02.083,6436097,828962127,0,322,0,74,0,221,204,6,2,0,
2025-02-27 05:42:02.089,6436097,16169566,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,7,255,0,
2025-02-27 05:42:02.134,6436098,15941938,0,6,0,7,0,160,19,12,9,0,
2025-02-27 05:42:02.131,6436238,15941938,4294967295,4294967295,0,0,0,4294967295,0,12,255,0,
2025-02-27 05:42:02.182,6436096,828959225,0,517,0,92,71,401,6115,6,6,1,
2025-02-27 05:42:02.349,6436096,15797719,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,9,10,0,
2025-02-27 05:42:02.431,6436097,15941976,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,13,10,1,
2025-02-27 05:42:02.434,6436096,16169549,0,539,0,271,0,5627,2410,7,8,1,
2025-02-27 05:42:02.487,6436098,15797698,0,22,0,4,2,0,16,8,9,1,
2025-02-27 05:42:02.585,6436098,15886403,0,150,0,302,295,454,1354,9,7,1,
2025-02-27 05:42:02.590,6436096,829020168,0,464,0,21,5,57,208,9,5,0,
2025-02-27 05:42:02.961,6436097,16169567,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,13,11,1,
2025-02-27 05:42:03.002,6436098,16169557,0,4,0,3,0,0,8,11,10,0,
2025-02-27 05:42:03.108,6436138,829020070,4,1102,0,835,0,14994,17751,6,5,0,
2025-02-27 05:42:03.133,6436137,16291849,0,614,0,541,0,3545,10041,11,7,0,
2025-02-27 05:42:03.249,6436098,829020230,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,9,255,0,
2025-02-27 05:42:03.430,6436226,829020168,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,11,255,0,
2025-02-27 05:42:03.440,6436096,15887476,0,409,0,14,9,152,299,5,3,0,
2025-02-27 05:42:03.530,6436098,16291987,0,35,0,30,6,782,215,10,5,0,
2025-02-27 05:42:03.628,6436137,15941977,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,8,7,1,
2025-02-27 05:42:03.637,6436238,15941978,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,15,255,255,
2025-02-27 05:42:03.780,6436238,16102365,0,81,0,134,116,419,2530,15,15,255,
2025-02-27 05:42:03.894,6436097,16291914,0,450,0,60,0,120,4747,15,8,0,
2025-02-27 05:42:03.951,6436098,16291742,0,12,0,69,0,444,3160,6,3,0,
2025-02-27 05:42:03.972,6436097,15887480,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,13,14,1,
2025-02-27 05:42:03.965,6436238,15887480,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,255,
2025-02-27 05:42:04.026,6436238,829019968,3,212,0,482,493,748,16888,13,13,255,
2025-02-27 05:42:04.060,6436098,15887469,0,8,0,3,0,60,11,14,255,0,
2025-02-27 05:42:04.124,6436098,829020036,0,36,0,37,38,496,130,6,8,1,
2025-02-27 05:42:04.180,6436097,16169539,0,485,0,6,6,6,14,13,9,0,
2025-02-27 05:42:04.382,6436238,15797458,1,155,0,433,13,632,14977,8,8,0,
2025-02-27 05:42:04.570,6436098,15797579,0,33,0,33,0,700,619,8,255,0,
2025-02-27 05:42:04.865,6436098,15941773,0,256,0,575,572,814,10534,11,9,1,
2025-02-27 05:42:04.870,6436098,15885154,0,192,0,468,50,1516,13913,7,9,1,
2025-02-27 05:42:04.909,6436137,15941977,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,8,6,1,
2025-02-27 05:42:04.909,6436097,15941977,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,255,
2025-02-27 05:42:04.918,6436096,15941872,0,499,0,29,13,164,116,9,8,1,
2025-02-27 05:42:04.939,6436226,15941872,4294967295,4294967295,0,0,0,4294967295,0,5,7,1,
2025-02-27 05:42:05.088,6436097,15887221,0,586,0,204,191,1846,6346,9,10,1,
2025-02-27 05:42:05.204,6436096,16169421,1,696,0,223,0,9787,3909,9,7,0,
2025-02-27 05:42:05.226,6436097,829020207,0,655,0,686,0,1686,36984,7,255,0,
2025-02-27 05:42:05.293,6436098,15797722,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,12,255,0,
2025-02-27 05:42:05.569,6436096,16169494,0,487,0,54,39,449,591,4,5,1,
2025-02-27 05:42:05.822,6436238,15941974,1,30,0,28,0,40,390,12,255,255,
2025-02-27 05:42:05.840,6436097,15941981,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,7,10,1,
2025-02-27 05:42:05.922,6436098,16292000,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,10,255,0,
2025-02-27 05:42:06.035,6436098,15797715,0,207,0,353,18,4782,6071,12,8,0,
2025-02-27 05:42:06.106,6436098,15941533,0,1171,0,189,0,526,1998,6,5,0,
2025-02-27 05:42:06.130,6436238,15886921,1,150,0,328,0,487,6060,15,15,1,
2025-02-27 05:42:06.233,6436098,15887449,0,61,0,272,2,2090,16584,7,4,0,
2025-02-27 05:42:06.568,6436098,15797712,0,56,0,182,108,1846,7901,12,9,1,
2025-02-27 05:42:06.647,6436098,16169431,0,33,0,29,4,1690,44,8,10,1,
2025-02-27 05:42:06.962,6436098,15941955,0,7,0,3,1,0,8,10,11,0,
2025-02-27 05:42:07.005,6436097,15887473,1,510,0,8,8,19,17,10,10,1,
2025-02-27 05:42:07.009,6436097,16169566,0,112,0,62,0,1007,1342,8,255,0,
2025-02-27 05:42:07.203,6436097,828962127,0,535,0,92,2,308,319,8,12,0,
2025-02-27 05:42:07.254,6436098,15941938,0,6,0,6,0,0,36,10,9,0,
2025-02-27 05:42:07.252,6436238,15941938,4294967295,4294967295,0,0,0,4294967295,0,12,255,0,
2025-02-27 05:42:07.269,6436096,15797719,0,485,0,5,3,2,24,11,11,1,
2025-02-27 05:42:07.302,6436096,828959225,0,502,0,108,46,565,5679,6,7,1,
2025-02-27 05:42:07.351,6436097,15941976,0,501,0,5,5,9,7,12,13,1,
2025-02-27 05:42:07.554,6436096,16169549,0,498,0,72,23,2411,805,7,6,1,
2025-02-27 05:42:07.705,6436098,15886403,0,142,0,313,314,356,1154,10,8,1,
2025-02-27 05:42:07.881,6436097,16169567,0,487,0,2,2,0,4,13,10,1,
2025-02-27 05:42:08.169,6436098,829020230,0,18,0,19,8,482,170,6,7,0,
2025-02-27 05:42:08.228,6436138,829020070,15,1489,0,815,0,25314,17245,7,3,0,
2025-02-27 05:42:08.253,6436137,16291849,0,527,0,3,0,0,4,11,7,0,
2025-02-27 05:42:08.351,6436226,829020168,0,12,0,27,15,274,53,10,8,0,
2025-02-27 05:42:08.497,6436097,15797727,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,13,255,0,
2025-02-27 05:42:08.560,6436096,15887476,0,465,0,7,1,2,89,4,6,1,
2025-02-27 05:42:08.558,6436238,15941978,0,9,0,12,0,17,33,15,255,0,
2025-02-27 05:42:08.650,6436098,16291987,0,9,0,12,0,130,26,11,6,0,
2025-02-27 05:42:08.892,6436097,15887480,0,525,0,27,27,60,87,13,14,1,
2025-02-27 05:42:08.886,6436238,15887480,4294967295,4294967295,0,0,0,4294967295,0,255,255,255,
2025-02-27 05:42:08.901,6436238,16102365,0,95,0,165,165,324,4659,15,15,255,
2025-02-27 05:42:09.014,6436097,16291914,0,544,0,3,0,0,16,14,7,0,
2025-02-27 05:42:09.071,6436098,16291742,0,27,0,82,0,648,4188,6,3,0,
2025-02-27 05:42:09.147,6436238,829019968,0,308,0,712,489,1233,34515,6,6,255,
2025-02-27 05:42:09.180,6436098,15887469,0,4,0,2,0,0,4,15,255,0,
2025-02-27 05:42:09.244,6436098,829020036,0,62,0,150,148,954,7076,10,7,0,
2025-02-27 05:42:09.300,6436097,16169539,0,554,0,30,23,50,63,9,9,1,
2025-02-27 05:42:09.503,6436238,15797458,0,14,0,15,0,38,82,8,255,255,
2025-02-27 05:42:09.690,6436098,15797579,0,72,0,100,0,3990,1674,8,255,0,
2025-02-27 05:42:09.829,6436137,15941977,0,504,0,7,7,0,12,8,6,1,
2025-02-27 05:42:09.829,6436097,15941977,4294967295,4294967295,0,0,0,4294967295,0,255,255,255,
2025-02-27 05:42:09.943,6436098,16292006,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,11,12,1,
2025-02-27 05:42:09.985,6436098,15941773,0,295,0,563,549,835,9806,13,12,1,
2025-02-27 05:42:09.990,6436098,15885154,0,194,0,475,311,1695,11421,13,10,0,
2025-02-27 05:42:10.038,6436096,15941872,0,558,0,62,58,939,980,9,9,1,
2025-02-27 05:42:10.060,6436226,15941872,4294967295,4294967295,0,0,0,4294967295,0,5,7,1,
2025-02-27 05:42:10.191,6436238,15797728,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,14,255,255,
2025-02-27 05:42:10.208,6436097,15887221,0,536,0,164,166,1513,5056,10,10,1,
2025-02-27 05:42:10.213,6436098,15797722,0,11,0,16,0,46,167,12,255,0,
2025-02-27 05:42:10.320,6436097,15941984,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,11,14,1,
2025-02-27 05:42:10.324,6436096,16169421,0,803,0,221,0,10369,3734,4,6,1,
2025-02-27 05:42:10.346,6436097,829020207,0,654,0,641,0,2032,30248,8,255,0,
2025-02-27 05:42:10.474,6436097,829020235,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,3,255,0,
2025-02-27 05:42:10.689,6436096,16169494,0,537,0,12,3,50,33,11,7,0,
2025-02-27 05:42:10.760,6436097,15941981,0,433,0,40,8,2200,153,8,11,1,
2025-02-27 05:42:10.808,6436098,15797729,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,12,13,1,
2025-02-27 05:42:10.842,6436098,16292000,0,22,0,18,0,632,68,13,255,0,
2025-02-27 05:42:11.155,6436098,15797715,0,174,0,278,0,3863,4042,14,8,0,
2025-02-27 05:42:11.251,6436238,15886921,0,177,0,308,0,414,5061,15,15,1,
2025-02-27 05:42:11.353,6436098,15887449,0,8,0,7,1,14,31,8,5,0,
2025-02-27 05:42:11.688,6436098,15797712,0,16,0,23,12,438,100,12,9,1,
2025-02-27 05:42:11.767,6436098,16169431,1,37,0,26,7,1662,39,12,10,0,
2025-02-27 05:42:12.071,6436238,15797731,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,15,255,255,
2025-02-27 05:42:12.125,6436097,15887473,0,298,0,5,5,12,9,10,10,1,
2025-02-27 05:42:12.129,6436097,16169566,0,9,0,4,0,0,12,8,255,0,
2025-02-27 05:42:12.291,6436098,15887493,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,10,255,0,
2025-02-27 05:42:12.323,6436097,828962127,0,309,0,65,0,203,182,9,12,0,
2025-02-27 05:42:12.422,6436096,828959225,0,628,0,74,45,319,4640,6,6,1,
2025-02-27 05:42:12.684,6436096,16169549,0,613,0,3,2,0,8,10,6,0,
2025-02-27 05:42:12.835,6436098,15886403,0,132,0,370,317,295,1246,12,9,1,
2025-02-27 05:42:13.270,6436226,16169421,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,10,255,0,
2025-02-27 05:42:13.322,6436098,829020236,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,13,255,0,
2025-02-27 05:42:13.358,6436138,829020070,7,1774,0,1016,0,32429,22327,6,3,0,
2025-02-27 05:42:13.383,6436137,16291849,0,708,0,345,0,1965,6727,10,7,0,
2025-02-27 05:42:13.427,6436097,15797727,0,138,0,25,11,99,68,9,9,1,
2025-02-27 05:42:13.472,6436226,829020168,0,8,0,7,0,127,20,11,8,0,
2025-02-27 05:42:13.690,6436096,15887476,0,627,0,3,2,0,8,4,4,1,
2025-02-27 05:42:13.679,6436238,15941978,0,8,0,11,0,16,17,15,255,0,
2025-02-27 05:42:13.780,6436098,16291987,0,6,0,6,0,66,12,12,7,0,
2025-02-27 05:42:13.813,6436096,829020236,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,13,255,0,
2025-02-27 05:42:14.022,6436097,15887480,0,81,0,6,6,4,15,13,14,1,
2025-02-27 05:42:14.007,6436238,15887480,4294967295,4294967295,0,0,0,4294967295,0,255,255,255,
2025-02-27 05:42:14.022,6436238,16102365,0,88,0,146,146,218,1107,15,15,255,
2025-02-27 05:42:14.144,6436097,16291914,0,82,0,52,0,219,5467,13,8,0,
2025-02-27 05:42:14.201,6436098,16291742,0,30,0,85,0,1439,4457,7,3,0,
2025-02-27 05:42:14.223,6436098,16169576,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,13,255,0,
2025-02-27 05:42:14.268,6436238,829019968,2,319,5,551,196,1081,27686,13,13,255,
2025-02-27 05:42:14.374,6436098,829020036,0,31,0,85,84,415,3582,6,8,1,
2025-02-27 05:42:14.430,6436097,16169539,0,51,0,41,29,202,87,9,9,1,
2025-02-27 05:42:14.507,6436098,15941991,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,13,255,0,
2025-02-27 05:42:14.624,6436238,15797458,0,11,0,10,1,35,187,7,7,255,
2025-02-27 05:42:14.820,6436098,15797579,0,69,0,94,0,2467,2265,8,255,0,
2025-02-27 05:42:14.873,6436098,16292006,0,6,0,4,4,90,13,12,13,1,
2025-02-27 05:42:15.115,6436098,15941773,0,308,0,567,565,865,8576,13,12,1,
2025-02-27 05:42:15.120,6436098,15885154,0,227,0,506,30,2573,10428,13,5,0,
2025-02-27 05:42:15.112,6436238,15797728,1,12,0,19,2,22,64,14,14,255,
2025-02-27 05:42:15.168,6436096,15941872,0,635,0,80,73,353,5635,13,6,0,
2025-02-27 05:42:15.181,6436226,15941872,4294967295,4294967295,0,27,19,4294967295,3116,12,8,0,
2025-02-27 05:42:15.200,6436097,15797735,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,9,9,1,
2025-02-27 05:42:15.250,6436097,15941984,0,13,0,11,11,641,46,12,15,1,
2025-02-27 05:42:15.338,6436097,15887221,0,59,0,145,138,2292,4500,9,9,1,
2025-02-27 05:42:15.476,6436097,829020207,0,255,0,620,0,2271,28521,8,255,0,
2025-02-27 05:42:15.738,6436098,15797729,0,9,0,8,8,20,39,11,11,1,
2025-02-27 05:42:15.819,6436096,16169494,0,615,0,9,1,24,26,0,6,0,
2025-02-27 05:42:15.882,6436098,15797736,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,11,255,0,
2025-02-27 05:42:15.890,6436097,15941981,0,15,0,20,0,586,53,7,10,1,
2025-02-27 05:42:15.972,6436098,16292000,0,4,0,3,0,0,8,11,255,0,
2025-02-27 05:42:16.285,6436098,15797715,0,127,1,171,0,3172,1247,14,8,0,
2025-02-27 05:42:16.311,6436098,16292015,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,10,255,0,
2025-02-27 05:42:16.357,6436226,16292016,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,6,255,0,
2025-02-27 05:42:16.372,6436238,15886921,0,227,1,441,0,1028,9678,15,15,1,
2025-02-27 05:42:16.483,6436098,15887449,1,111,0,409,48,6804,25182,10,11,0,
2025-02-27 05:42:16.818,6436098,15797712,0,8,0,7,7,193,23,13,10,1,
2025-02-27 05:42:16.897,6436098,16169431,0,20,0,21,3,1338,35,12,8,0,
2025-02-27 05:42:16.992,6436238,15797731,0,3,0,6,0,5,20,14,14,1,
2025-02-27 05:42:17.221,6436098,15887493,0,9,0,8,0,374,43,10,255,0,
2025-02-27 05:42:17.376,6436096,16292019,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,9,7,0,
2025-02-27 05:42:17.453,6436097,828962127,0,50,0,56,0,188,236,8,10,0,
2025-02-27 05:42:17.552,6436096,828959225,0,640,0,82,21,542,4976,7,7,1,
2025-02-27 05:42:17.676,6436096,16169580,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,15,255,0,
2025-02-27 05:42:17.781,6436098,15941997,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,14,255,0,
2025-02-27 05:42:17.955,6436098,15886403,0,135,0,402,285,725,1420,15,8,0,
2025-02-27 05:42:18.191,6436226,16169421,3,234,0,175,0,9777,1510,9,255,0,
2025-02-27 05:42:18.375,6436097,16292020,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,12,13,1,
2025-02-27 05:42:18.414,6436097,16169581,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,13,11,1,
2025-02-27 05:42:18.478,6436138,829020070,5,1497,0,570,0,22538,10976,6,3,0,
2025-02-27 05:42:18.503,6436137,16291849,0,706,0,386,0,2497,8039,11,7,0,
2025-02-27 05:42:18.547,6436097,15797727,0,3,0,3,1,0,4,15,9,0,
2025-02-27 05:42:18.593,6436226,829020168,0,12,0,14,0,174,29,12,8,0,
2025-02-27 05:42:18.733,6436096,829020236,0,583,0,3,0,0,20,10,11,0,
2025-02-27 05:42:18.800,6436238,15941978,0,5,0,6,0,13,12,15,255,0,
2025-02-27 05:42:18.900,6436098,16291987,0,7,0,8,0,75,17,9,4,0,
2025-02-27 05:42:19.139,6436098,15797742,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,12,9,0,
2025-02-27 05:42:19.143,6436098,16169576,0,11,0,8,0,14,18,12,255,0,
2025-02-27 05:42:19.143,6436238,16102365,0,161,0,282,255,1739,5851,15,15,255,
2025-02-27 05:42:19.214,6436097,829020242,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,8,255,0,
2025-02-27 05:42:19.264,6436097,16291914,0,22,0,26,0,502,72,15,7,0,
2025-02-27 05:42:19.321,6436098,16291742,0,52,0,173,0,1273,9044,6,4,0,
2025-02-27 05:42:19.390,6436097,16169582,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,13,11,1,
2025-02-27 05:42:19.389,6436238,829019968,4,316,2,559,485,1067,22222,13,12,255,
2025-02-27 05:42:19.427,6436098,15941991,0,3,0,2,0,0,12,15,255,0,
2025-02-27 05:42:19.494,6436098,829020036,0,29,0,57,46,536,3332,6,8,1,
2025-02-27 05:42:19.550,6436097,16169539,0,27,0,24,22,340,51,8,10,1,
2025-02-27 05:42:19.569,6436226,829020244,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,9,255,0,
2025-02-27 05:42:19.556,6436238,829020244,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,255,
2025-02-27 05:42:19.745,6436238,15797458,1,33,0,104,104,169,5610,7,7,255,
2025-02-27 05:42:19.940,6436098,15797579,0,59,0,80,0,1165,1919,8,255,0,
2025-02-27 05:42:20.120,6436097,15797735,0,3,0,2,1,0,4,12,9,0,
2025-02-27 05:42:20.235,6436098,15941773,0,289,0,592,587,987,9251,13,12,1,
2025-02-27 05:42:20.240,6436098,15885154,0,119,0,281,94,260,5407,14,10,0,
2025-02-27 05:42:20.288,6436096,15941872,0,640,0,220,106,3725,7127,12,8,0,
2025-02-27 05:42:20.302,6436226,15941872,4294967295,4294967295,0,37,34,4294967295,3016,6,5,1,
2025-02-27 05:42:20.458,6436097,15887221,0,63,0,143,145,1718,5581,10,9,1,
2025-02-27 05:42:20.504,6436098,829020246,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,12,255,0,
2025-02-27 05:42:20.596,6436097,829020207,0,119,0,296,0,1265,14500,7,255,0,
2025-02-27 05:42:20.648,6436098,15887504,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,10,255,0,
2025-02-27 05:42:20.802,6436098,15797736,0,21,0,20,9,176,195,9,7,1,
2025-02-27 05:42:20.858,6436098,15797729,0,5,0,2,2,0,4,12,11,1,
2025-02-27 05:42:20.862,6436098,16292024,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,10,255,0,
2025-02-27 05:42:20.939,6436096,16169494,0,523,0,14,4,59,31,6,5,1,
2025-02-27 05:42:21.010,6436097,15941981,0,205,0,245,68,11026,7692,13,10,0,
2025-02-27 05:42:21.167,6436096,15887505,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,7,255,0,
2025-02-27 05:42:21.405,6436098,15797715,0,158,0,203,8,6997,3503,8,7,1,
2025-02-27 05:42:21.493,6436238,15886921,1,247,1,415,0,589,7251,15,15,1,
2025-02-27 05:42:21.603,6436098,15887449,0,11,0,7,0,0,32,8,11,0,
2025-02-27 05:42:22.016,6436098,16169431,0,24,0,24,3,1449,47,15,9,0,
2025-02-27 05:42:22.113,6436238,15797731,0,8,0,7,6,16,9,13,13,1,
2025-02-27 05:42:22.296,6436096,16292019,0,485,0,3,2,2,12,9,7,0,
2025-02-27 05:42:22.553,6436097,828962127,0,114,0,50,0,695,134,6,10,0,
2025-02-27 05:42:22.576,6436096,16169580,0,452,1,9,7,17,72,9,10,1,
2025-02-27 05:42:22.652,6436096,828959225,0,535,0,88,78,503,4451,6,5,1,
2025-02-27 05:42:22.681,6436098,15941997,0,8,0,8,0,12,28,13,255,0,
2025-02-27 05:42:22.683,6436098,16169586,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,13,11,1,
2025-02-27 05:42:22.820,6436096,15797744,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,8,9,1,
2025-02-27 05:42:23.045,6436098,829020247,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,8,255,0,
2025-02-27 05:42:23.055,6436098,15886403,0,140,0,340,120,528,1048,15,9,0,
2025-02-27 05:42:23.275,6436097,16292020,0,107,0,33,33,427,101,13,14,1,
2025-02-27 05:42:23.312,6436226,16169421,2,266,0,183,0,9904,1293,11,255,0,
2025-02-27 05:42:23.314,6436097,16169581,0,90,0,4,4,12,9,13,10,1,
2025-02-27 05:42:23.371,6436098,829020248,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,5,255,0,
2025-02-27 05:42:23.459,6436097,16169582,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,12,11,1,
2025-02-27 05:42:23.462,6436238,16169582,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,255,
2025-02-27 05:42:23.523,6436097,15887510,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,12,255,0,
2025-02-27 05:42:23.578,6436138,829020070,7,1724,0,843,0,32498,19185,6,6,0,
2025-02-27 05:42:23.603,6436137,16291849,0,527,0,34,0,264,423,10,7,0,
2025-02-27 05:42:23.714,6436226,829020168,0,47,0,50,0,913,187,13,8,0,
2025-02-27 05:42:23.863,6436096,829020248,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,5,6,1,
2025-02-27 05:42:23.921,6436238,15941978,0,13,0,14,0,27,29,15,255,0,
2025-02-27 05:42:24.000,6436098,16291987,0,6,0,4,2,57,10,11,9,0,
2025-02-27 05:42:24.039,6436098,15797742,0,7,0,6,0,238,25,13,9,0,
2025-02-27 05:42:24.114,6436097,829020242,0,88,0,6,0,0,24,5,255,0,
2025-02-27 05:42:24.264,6436238,16102365,0,134,0,235,228,584,5089,15,15,255,
2025-02-27 05:42:24.296,6436097,16169582,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,13,11,1,
2025-02-27 05:42:24.312,6436226,16169582,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,255,
2025-02-27 05:42:24.299,6436238,16169582,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,255,
2025-02-27 05:42:24.343,6436098,829020253,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,5,255,0,
2025-02-27 05:42:24.364,6436097,16291914,0,149,0,103,0,2516,588,11,8,1,
