Datetime,Serving_Cell_Id, Call_Id, uePhr
2025-02-27 05:41:58.610,6436096,15887468,31,
2025-02-27 05:41:58.660,6436238,16102365,34,
2025-02-27 05:41:58.774,6436097,16291914,31,
2025-02-27 05:41:58.831,6436098,16291742,15,
2025-02-27 05:41:58.876,6436098,15941970,6,
2025-02-27 05:41:58.906,6436238,829019968,31,
2025-02-27 05:41:58.940,6436098,15887469,13,
2025-02-27 05:41:58.942,6436098,829020212,10,
2025-02-27 05:41:59.004,6436098,829020036,26,
2025-02-27 05:41:59.060,6436097,16169539,31,
2025-02-27 05:41:59.151,6436097,16291988,29,
2025-02-27 05:41:59.262,6436238,15797458,34,
2025-02-27 05:41:59.450,6436098,15797579,15,
2025-02-27 05:41:59.745,6436098,15941773,34,
2025-02-27 05:41:59.750,6436098,15885154,38,
2025-02-27 05:41:59.798,6436096,15941872,31,
2025-02-27 05:41:59.818,6436226,15941872,255,
2025-02-27 05:41:59.887,6436098,15797711,13,
2025-02-27 05:41:59.968,6436097,15887221,31,
2025-02-27 05:42:00.084,6436096,16169421,46,
2025-02-27 05:42:00.106,6436097,829020207,31,
2025-02-27 05:42:00.449,6436096,16169494,34,
2025-02-27 05:42:00.862,6436097,15887480,38,
2025-02-27 05:42:00.901,6436238,15941974,27,
2025-02-27 05:42:00.986,6436098,15941533,50,
2025-02-27 05:42:01.009,6436238,15886921,30,
2025-02-27 05:42:01.113,6436098,15887449,15,
2025-02-27 05:42:01.115,6436098,15797715,30,
2025-02-27 05:42:01.230,6436137,15797707,24,
2025-02-27 05:42:01.230,6436097,15797707,255,
2025-02-27 05:42:01.448,6436098,15797712,31,
2025-02-27 05:42:01.527,6436098,16169431,17,
2025-02-27 05:42:01.842,6436098,15941955,48,
2025-02-27 05:42:01.885,6436097,15887473,29,
2025-02-27 05:42:02.083,6436097,828962127,28,
2025-02-27 05:42:02.089,6436097,16169566,26,
2025-02-27 05:42:02.134,6436098,15941938,16,
2025-02-27 05:42:02.131,6436238,15941938,255,
2025-02-27 05:42:02.182,6436096,828959225,39,
2025-02-27 05:42:02.349,6436096,15797719,32,
2025-02-27 05:42:02.431,6436097,15941976,31,
2025-02-27 05:42:02.434,6436096,16169549,34,
2025-02-27 05:42:02.487,6436098,15797698,17,
2025-02-27 05:42:02.585,6436098,15886403,38,
2025-02-27 05:42:02.590,6436096,829020168,29,
2025-02-27 05:42:02.961,6436097,16169567,32,
2025-02-27 05:42:03.002,6436098,16169557,28,
2025-02-27 05:42:03.108,6436138,829020070,16,
2025-02-27 05:42:03.133,6436137,16291849,23,
2025-02-27 05:42:03.249,6436098,829020230,9,
2025-02-27 05:42:03.430,6436226,829020168,13,
2025-02-27 05:42:03.440,6436096,15887476,18,
2025-02-27 05:42:03.530,6436098,16291987,9,
2025-02-27 05:42:03.628,6436137,15941977,25,
2025-02-27 05:42:03.637,6436238,15941978,35,
2025-02-27 05:42:03.780,6436238,16102365,34,
2025-02-27 05:42:03.894,6436097,16291914,34,
2025-02-27 05:42:03.951,6436098,16291742,18,
2025-02-27 05:42:03.972,6436097,15887480,40,
2025-02-27 05:42:03.965,6436238,15887480,255,
2025-02-27 05:42:04.026,6436238,829019968,37,
2025-02-27 05:42:04.060,6436098,15887469,12,
2025-02-27 05:42:04.124,6436098,829020036,27,
2025-02-27 05:42:04.180,6436097,16169539,30,
2025-02-27 05:42:04.382,6436238,15797458,29,
2025-02-27 05:42:04.570,6436098,15797579,17,
2025-02-27 05:42:04.865,6436098,15941773,43,
2025-02-27 05:42:04.870,6436098,15885154,39,
2025-02-27 05:42:04.909,6436137,15941977,25,
2025-02-27 05:42:04.909,6436097,15941977,255,
2025-02-27 05:42:04.918,6436096,15941872,26,
2025-02-27 05:42:04.939,6436226,15941872,255,
2025-02-27 05:42:05.088,6436097,15887221,31,
2025-02-27 05:42:05.204,6436096,16169421,44,
2025-02-27 05:42:05.226,6436097,829020207,30,
2025-02-27 05:42:05.293,6436098,15797722,31,
2025-02-27 05:42:05.569,6436096,16169494,38,
2025-02-27 05:42:05.822,6436238,15941974,29,
2025-02-27 05:42:05.840,6436097,15941981,25,
2025-02-27 05:42:05.922,6436098,16292000,29,
2025-02-27 05:42:06.035,6436098,15797715,22,
2025-02-27 05:42:06.106,6436098,15941533,36,
2025-02-27 05:42:06.130,6436238,15886921,29,
2025-02-27 05:42:06.233,6436098,15887449,29,
2025-02-27 05:42:06.568,6436098,15797712,28,
2025-02-27 05:42:06.647,6436098,16169431,16,
2025-02-27 05:42:06.962,6436098,15941955,39,
2025-02-27 05:42:07.005,6436097,15887473,28,
2025-02-27 05:42:07.009,6436097,16169566,31,
2025-02-27 05:42:07.203,6436097,828962127,31,
2025-02-27 05:42:07.254,6436098,15941938,18,
2025-02-27 05:42:07.252,6436238,15941938,255,
2025-02-27 05:42:07.269,6436096,15797719,33,
2025-02-27 05:42:07.302,6436096,828959225,37,
2025-02-27 05:42:07.351,6436097,15941976,31,
2025-02-27 05:42:07.554,6436096,16169549,32,
2025-02-27 05:42:07.705,6436098,15886403,38,
2025-02-27 05:42:07.881,6436097,16169567,29,
2025-02-27 05:42:08.169,6436098,829020230,13,
2025-02-27 05:42:08.228,6436138,829020070,21,
2025-02-27 05:42:08.253,6436137,16291849,23,
2025-02-27 05:42:08.351,6436226,829020168,14,
2025-02-27 05:42:08.497,6436097,15797727,28,
2025-02-27 05:42:08.560,6436096,15887476,36,
2025-02-27 05:42:08.558,6436238,15941978,34,
2025-02-27 05:42:08.650,6436098,16291987,6,
2025-02-27 05:42:08.892,6436097,15887480,39,
2025-02-27 05:42:08.886,6436238,15887480,255,
2025-02-27 05:42:08.901,6436238,16102365,32,
2025-02-27 05:42:09.014,6436097,16291914,31,
2025-02-27 05:42:09.071,6436098,16291742,26,
2025-02-27 05:42:09.147,6436238,829019968,35,
2025-02-27 05:42:09.180,6436098,15887469,12,
2025-02-27 05:42:09.244,6436098,829020036,32,
2025-02-27 05:42:09.300,6436097,16169539,31,
2025-02-27 05:42:09.503,6436238,15797458,28,
2025-02-27 05:42:09.690,6436098,15797579,25,
2025-02-27 05:42:09.829,6436137,15941977,24,
2025-02-27 05:42:09.829,6436097,15941977,255,
2025-02-27 05:42:09.943,6436098,16292006,10,
2025-02-27 05:42:09.985,6436098,15941773,34,
2025-02-27 05:42:09.990,6436098,15885154,36,
2025-02-27 05:42:10.038,6436096,15941872,31,
2025-02-27 05:42:10.060,6436226,15941872,255,
2025-02-27 05:42:10.191,6436238,15797728,28,
2025-02-27 05:42:10.208,6436097,15887221,31,
2025-02-27 05:42:10.213,6436098,15797722,17,
2025-02-27 05:42:10.320,6436097,15941984,10,
2025-02-27 05:42:10.324,6436096,16169421,53,
2025-02-27 05:42:10.346,6436097,829020207,34,
2025-02-27 05:42:10.474,6436097,829020235,7,
2025-02-27 05:42:10.689,6436096,16169494,39,
2025-02-27 05:42:10.760,6436097,15941981,27,
2025-02-27 05:42:10.808,6436098,15797729,30,
2025-02-27 05:42:10.842,6436098,16292000,14,
2025-02-27 05:42:11.155,6436098,15797715,31,
2025-02-27 05:42:11.251,6436238,15886921,34,
2025-02-27 05:42:11.353,6436098,15887449,27,
2025-02-27 05:42:11.688,6436098,15797712,16,
2025-02-27 05:42:11.767,6436098,16169431,13,
2025-02-27 05:42:12.071,6436238,15797731,29,
2025-02-27 05:42:12.125,6436097,15887473,27,
2025-02-27 05:42:12.129,6436097,16169566,31,
2025-02-27 05:42:12.291,6436098,15887493,27,
2025-02-27 05:42:12.323,6436097,828962127,28,
2025-02-27 05:42:12.422,6436096,828959225,38,
2025-02-27 05:42:12.684,6436096,16169549,35,
2025-02-27 05:42:12.835,6436098,15886403,34,
2025-02-27 05:42:13.270,6436226,16169421,25,
2025-02-27 05:42:13.322,6436098,829020236,27,
2025-02-27 05:42:13.358,6436138,829020070,21,
2025-02-27 05:42:13.383,6436137,16291849,22,
2025-02-27 05:42:13.427,6436097,15797727,25,
2025-02-27 05:42:13.472,6436226,829020168,16,
2025-02-27 05:42:13.690,6436096,15887476,38,
2025-02-27 05:42:13.679,6436238,15941978,29,
2025-02-27 05:42:13.780,6436098,16291987,8,
2025-02-27 05:42:13.813,6436096,829020236,29,
2025-02-27 05:42:14.022,6436097,15887480,29,
2025-02-27 05:42:14.007,6436238,15887480,255,
2025-02-27 05:42:14.022,6436238,16102365,32,
2025-02-27 05:42:14.144,6436097,16291914,32,
2025-02-27 05:42:14.201,6436098,16291742,27,
2025-02-27 05:42:14.223,6436098,16169576,36,
2025-02-27 05:42:14.268,6436238,829019968,36,
2025-02-27 05:42:14.374,6436098,829020036,27,
2025-02-27 05:42:14.430,6436097,16169539,32,
2025-02-27 05:42:14.507,6436098,15941991,27,
2025-02-27 05:42:14.624,6436238,15797458,33,
2025-02-27 05:42:14.820,6436098,15797579,27,
2025-02-27 05:42:14.873,6436098,16292006,14,
2025-02-27 05:42:15.115,6436098,15941773,40,
2025-02-27 05:42:15.120,6436098,15885154,32,
2025-02-27 05:42:15.112,6436238,15797728,30,
2025-02-27 05:42:15.168,6436096,15941872,31,
2025-02-27 05:42:15.181,6436226,15941872,255,
2025-02-27 05:42:15.200,6436097,15797735,25,
2025-02-27 05:42:15.250,6436097,15941984,20,
2025-02-27 05:42:15.338,6436097,15887221,26,
2025-02-27 05:42:15.476,6436097,829020207,30,
2025-02-27 05:42:15.738,6436098,15797729,30,
2025-02-27 05:42:15.819,6436096,16169494,42,
2025-02-27 05:42:15.882,6436098,15797736,28,
2025-02-27 05:42:15.890,6436097,15941981,19,
2025-02-27 05:42:15.972,6436098,16292000,16,
2025-02-27 05:42:16.285,6436098,15797715,39,
2025-02-27 05:42:16.311,6436098,16292015,30,
2025-02-27 05:42:16.357,6436226,16292016,14,
2025-02-27 05:42:16.372,6436238,15886921,25,
2025-02-27 05:42:16.483,6436098,15887449,27,
2025-02-27 05:42:16.818,6436098,15797712,14,
2025-02-27 05:42:16.897,6436098,16169431,14,
2025-02-27 05:42:16.992,6436238,15797731,29,
2025-02-27 05:42:17.221,6436098,15887493,15,
2025-02-27 05:42:17.376,6436096,16292019,32,
2025-02-27 05:42:17.453,6436097,828962127,30,
2025-02-27 05:42:17.552,6436096,828959225,37,
2025-02-27 05:42:17.676,6436096,16169580,37,
2025-02-27 05:42:17.781,6436098,15941997,31,
2025-02-27 05:42:17.955,6436098,15886403,30,
2025-02-27 05:42:18.191,6436226,16169421,28,
2025-02-27 05:42:18.375,6436097,16292020,32,
2025-02-27 05:42:18.414,6436097,16169581,20,
2025-02-27 05:42:18.478,6436138,829020070,22,
2025-02-27 05:42:18.503,6436137,16291849,18,
2025-02-27 05:42:18.547,6436097,15797727,31,
2025-02-27 05:42:18.593,6436226,829020168,25,
2025-02-27 05:42:18.733,6436096,829020236,29,
2025-02-27 05:42:18.800,6436238,15941978,30,
2025-02-27 05:42:18.900,6436098,16291987,9,
2025-02-27 05:42:19.139,6436098,15797742,3,
2025-02-27 05:42:19.143,6436098,16169576,33,
2025-02-27 05:42:19.143,6436238,16102365,34,
2025-02-27 05:42:19.214,6436097,829020242,14,
2025-02-27 05:42:19.264,6436097,16291914,31,
2025-02-27 05:42:19.321,6436098,16291742,24,
2025-02-27 05:42:19.390,6436097,16169582,26,
