Datetime,Serving_Cell_Id, Call_Id, ulDataVolumePerUe,ulDataVolumeLastTtiPerUe,ulDataTransmissionTimePerUe,dlDataVolumePerUe,dlDataVolumeLastTtiPerUe,dlDataTransmissionTimePerUe,eRabCount,eRabThroughputStatList[0].eRabId,eRabThroughputStatList[0].qci,eRabThroughputStatList[0].ulDataVolumePerERab,eRabThroughputStatList[0].ulDataTransmissionTimePerERab,eRabThroughputStatList[0].dlDataVolumePerERab,eRabThroughputStatList[0].dlDataTransmissionTimePerERab,eRabThroughputStatList[1].eRabId,eRabThroughputStatList[1].qci,eRabThroughputStatList[1].ulDataVolumePerERab,eRabThroughputStatList[1].ulDataTransmissionTimePerERab,eRabThroughputStatList[1].dlDataVolumePerERab,eRabThroughputStatList[1].dlDataTransmissionTimePerERab,eRabThroughputStatList[2].eRabId,eRabThroughputStatList[2].qci,eRabThroughputStatList[2].ulDataVolumePerERab,eRabThroughputStatList[2].ulDataTransmissionTimePerERab,eRabThroughputStatList[2].dlDataVolumePerERab,eRabThroughputStatList[2].dlDataTransmissionTimePerERab,eRabThroughputStatList[3].eRabId,eRabThroughputStatList[3].qci,eRabThroughputStatList[3].ulDataVolumePerERab,eRabThroughputStatList[3].ulDataTransmissionTimePerERab,eRabThroughputStatList[3].dlDataVolumePerERab,eRabThroughputStatList[3].dlDataTransmissionTimePerERab,eRabThroughputStatList[4].eRabId,eRabThroughputStatList[4].qci,eRabThroughputStatList[4].ulDataVolumePerERab,eRabThroughputStatList[4].ulDataTransmissionTimePerERab,eRabThroughputStatList[4].dlDataVolumePerERab,eRabThroughputStatList[4].dlDataTransmissionTimePerERab,eRabThroughputStatList[5].eRabId,eRabThroughputStatList[5].qci,eRabThroughputStatList[5].ulDataVolumePerERab,eRabThroughputStatList[5].ulDataTransmissionTimePerERab,eRabThroughputStatList[5].dlDataVolumePerERab,eRabThroughputStatList[5].dlDataTransmissionTimePerERab,eRabThroughputStatList[6].eRabId,eRabThroughputStatList[6].qci,eRabThroughputStatList[6].ulDataVolumePerERab,eRabThroughputStatList[6].ulDataTransmissionTimePerERab,eRabThroughputStatList[6].dlDataVolumePerERab,eRabThroughputStatList[6].dlDataTransmissionTimePerERab,eRabThroughputStatList[7].eRabId,eRabThroughputStatList[7].qci,eRabThroughputStatList[7].ulDataVolumePerERab,eRabThroughputStatList[7].ulDataTransmissionTimePerERab,eRabThroughputStatList[7].dlDataVolumePerERab,eRabThroughputStatList[7].dlDataTransmissionTimePerERab
2025-02-27 05:58:29.918,6436098,16170416,0,50704,12,56,20366,17,3,5,9,8496,100,56,17,6,8,0,0,0,0,7,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:29.972,6436098,15888597,0,382488,47,491960,84274,3336,3,5,9,83316,154,491960,3336,6,8,0,0,0,0,7,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:30.170,6436098,16293255,0,0,0,0,125,0,1,5,9,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:30.295,6436238,829021275,0,584,0,0,0,0,2,5,8,73,1,0,0,6,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:30.362,6436238,829021276,0,10800,2,0,624,0,3,5,9,1586,9,0,0,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:30.442,6436098,15888642,0,1416,0,0,183,0,3,5,9,177,1,0,0,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:30.493,6436097,16293248,0,21424,7,176520,68227,54,3,5,9,4634,18,0,0,6,8,0,0,176520,54,7,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:30.684,6436097,15798808,0,84184,39,9314,305269,5,2,5,9,19372,74,9314,5,6,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:30.833,6436097,16170593,0,54048,27,164523,100754,57,3,5,9,12264,42,164523,57,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:30.887,6436098,16170713,0,31168,9,0,14009,0,3,5,9,5255,35,0,0,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:30.983,6436098,15943140,0,42592,13,728180,163666,148,3,5,9,9101,41,0,0,6,5,0,0,0,0,7,8,0,0,728180,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:31.130,6436098,15943097,0,167784,101,210250,503644,1368,3,5,9,38665,208,210250,1368,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:31.217,6436098,829021264,0,146912,10,46482,18353,316,3,5,9,22306,42,46482,316,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:31.361,6436096,829021122,0,272392,157,312796,96141,398,2,5,9,80365,275,312796,398,7,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:31.404,6436178,829021280,0,23448,16,124865,42407,43,2,5,9,6244,29,124865,43,7,5,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:31.511,6436098,15888692,172,0,2,0,216,0,3,5,9,172,2,0,0,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:31.550,6436097,16293208,0,13552,33,135327,54119,97,2,5,9,9690,48,135327,97,6,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:31.759,6436098,15888685,0,0,0,0,0,0,3,5,9,0,0,0,0,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:31.869,6436096,16293243,0,0,0,0,0,0,2,5,8,0,0,0,0,6,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:32.121,6436137,16293089,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:32.121,6436097,16293089,0,284104,143,20610,696050,169,4,5,9,56790,455,20610,169,6,5,0,0,0,0,7,8,0,0,0,0,8,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:32.269,6436098,829021179,0,378584,4,4271986,39537,4776,3,5,8,49489,195,4271986,4776,6,5,0,0,0,0,7,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:32.282,6436098,15798725,0,0,0,0,0,0,3,5,9,0,0,0,0,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:32.419,6436097,16293053,0,15920,30,0,3617,0,3,5,9,4352,81,0,0,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:32.440,6436098,16102365,0,68600,25,185,16651,1,3,5,9,11267,97,185,1,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:32.531,6436238,829021281,0,1056,0,0,104,0,3,5,9,126,3,0,0,6,5,0,1,0,0,7,8,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:33.105,6436098,15943132,0,356584,67,266888,34221,3500,3,5,9,77646,148,266888,3500,6,8,0,0,0,0,7,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:33.362,6436097,829021228,11904,70936,502,179262,302812,204,3,5,9,82840,605,179262,204,6,8,0,0,0,0,7,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:34.064,6436228,829021282,0,31784,13,207054,21257,216,3,5,9,18649,42,24904,16,6,5,0,0,0,0,7,8,0,0,182150,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:34.221,6436228,829021283,0,48,0,0,0,0,3,5,9,0,1,0,0,6,8,0,1,0,0,7,5,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:34.375,6436228,829021284,0,48,0,0,0,0,3,5,9,0,1,0,0,6,5,0,1,0,0,7,8,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:34.421,6436098,15798498,0,85112,12,188831,2364,4733,2,5,9,20926,39,188831,4733,6,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:34.446,6436096,828959225,0,47400,13,90552,7676,108,3,5,9,8702,28,90552,108,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:34.545,6436098,16170712,0,4200,1,0,0,0,3,5,9,669,5,0,0,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:34.623,6436096,15943131,0,4600,2,13,723,1,2,5,9,2735,5,13,1,6,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:34.623,6436136,15943131,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:34.763,6436098,829021096,0,58904,4,10034,288,949,3,5,9,9806,31,10034,949,7,5,0,0,0,0,6,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:34.984,6436097,15943144,0,9744,4,0,553,0,2,5,9,2828,10,0,0,6,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:35.038,6436098,16170416,0,51728,7,481,21774,14,3,5,9,7426,87,0,0,6,8,0,0,30,12,7,7,0,0,451,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:35.092,6436098,15888597,0,126512,26,591737,31061,3881,3,5,9,26896,104,591737,3881,6,8,0,0,0,0,7,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:35.416,6436238,829021275,0,365480,87,1615769,43260,1647,2,5,8,114869,152,1615769,1647,6,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:35.483,6436238,829021276,0,8912,2,55,665,13,3,5,9,1324,11,55,13,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:35.562,6436098,15888642,0,2816,0,0,0,0,3,5,9,352,2,0,0,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:35.613,6436097,16293248,0,38856,38,256550,95962,73,3,5,9,15761,53,0,0,6,8,0,0,256550,73,7,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:35.677,6436098,16293259,0,22264,2,1853,4250,41,2,5,9,4855,9,1853,41,6,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:35.790,6436178,16293257,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:35.790,6436098,16293257,0,432,0,0,0,0,2,5,9,54,1,0,0,6,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:35.778,6436228,16293257,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:35.804,6436097,15798808,0,62016,18,18913,225870,33,2,5,9,10654,48,18913,33,6,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:35.953,6436097,16170593,0,83896,47,123696,202767,46,3,5,9,19398,81,123696,46,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:36.007,6436098,16170713,0,20432,2,0,827,0,3,5,9,2838,10,0,0,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:36.103,6436098,15943140,0,0,0,0,0,0,3,5,9,0,0,0,0,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:36.250,6436098,15943097,0,122272,51,306458,335342,2898,3,5,9,26703,139,306458,2898,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:36.337,6436098,829021264,0,188608,24,177174,112990,1172,3,5,9,29838,83,177174,1172,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:36.481,6436096,829021122,0,202200,169,238356,170114,245,2,5,9,49418,317,238356,245,7,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:36.493,6436097,15943149,0,18872,27,0,1940,0,3,5,9,6072,60,0,0,6,8,0,0,0,0,7,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:36.524,6436178,829021280,0,29368,8,119911,32979,32,2,5,9,5112,21,119911,32,7,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:36.670,6436097,16293208,0,1536,0,0,1278,0,2,5,9,192,5,0,0,6,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:36.879,6436098,15888685,0,37192,2,0,1334,0,3,5,9,5037,8,0,0,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:36.989,6436096,16293243,0,4080,0,0,416,0,2,5,8,510,6,0,0,6,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:37.126,6436098,15798837,0,78032,5,64,3445,4,3,5,9,12375,27,64,4,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:37.177,6436097,15943151,0,520,1,0,247,0,2,5,9,160,2,0,0,7,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:37.241,6436097,16293089,0,227920,174,89203,620866,769,4,5,9,54531,432,89203,769,6,5,0,0,0,0,7,8,0,0,0,0,8,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:37.241,6436137,16293089,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:37.389,6436098,829021179,0,359544,3,3733362,19562,4933,3,5,8,46061,205,3733362,4933,6,5,0,0,0,0,7,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:37.402,6436098,15798725,0,4144,10,483,322,874,3,5,9,975,30,483,874,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:37.539,6436097,16293053,0,27808,47,0,7004,0,3,5,9,5741,122,0,0,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:37.560,6436098,16102365,0,101760,33,100,14265,1,3,5,9,17718,112,100,1,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:37.652,6436238,829021281,0,58304,37,232948,16986,410,3,5,9,19336,59,232948,410,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:37.713,6436097,15888696,0,0,0,0,0,0,4,5,9,0,0,0,0,6,5,0,0,0,0,7,8,0,0,0,0,8,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:37.701,6436238,15888696,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:37.902,6436098,829021291,0,32,0,0,0,0,2,5,8,0,1,0,0,6,5,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:38.105,6436238,15943143,0,25368,32,78404,58535,158,3,5,9,8768,51,78404,158,6,8,0,1,0,0,7,5,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:38.225,6436098,15943132,0,426304,94,403650,88897,2876,3,5,9,119929,209,403650,2876,6,8,0,0,0,0,7,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:38.245,6436238,16292742,0,218672,129,49074,614955,29,3,5,9,51708,235,0,0,6,5,0,1,0,0,7,8,0,1,49074,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:38.368,6436098,829021292,0,1376,0,0,60,0,2,5,8,172,1,0,0,6,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:38.375,6436238,16170722,0,32,0,0,0,0,2,5,9,0,1,0,0,6,8,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:38.482,6436097,829021228,0,27608,135,279675,17389,835,3,5,9,26058,177,279675,835,6,8,0,0,0,0,7,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:39.161,6436097,15798840,0,13600,6,0,852,0,3,5,9,2260,15,0,0,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:39.185,6436228,829021282,0,83008,15,418231,14617,354,3,5,9,13571,41,1965,1,6,5,0,0,0,0,7,8,0,0,416266,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:39.496,6436228,829021284,0,109240,6,0,598,0,3,5,9,15391,20,0,0,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:39.541,6436098,15798498,0,24040,7,150049,11287,1634,2,5,9,14166,19,150049,1634,6,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:39.566,6436096,828959225,0,68800,12,87780,12296,91,3,5,9,13526,32,87780,91,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:39.665,6436098,16170712,0,3592,1,0,0,0,3,5,9,591,3,0,0,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:39.743,6436096,15943131,0,7744,2,0,896,0,2,5,9,2642,6,0,0,6,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:39.743,6436136,15943131,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:39.816,6436098,16170726,0,688,1,0,100,0,3,5,9,204,3,0,0,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:39.883,6436098,829021096,0,38912,4,138713,2931,1060,3,5,9,7556,41,138713,1060,7,5,0,0,0,0,6,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:40.104,6436097,15943144,0,0,0,0,0,0,2,5,9,0,0,0,0,6,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:40.158,6436098,16170416,0,54016,10,300,29605,86,3,5,9,8646,92,224,84,6,8,0,0,33,1,7,7,0,0,43,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:40.212,6436098,15888597,0,335440,42,670889,92035,2711,3,5,9,60472,131,670889,2711,6,8,0,0,0,0,7,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:40.417,6436238,15798839,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:40.417,6436228,15798839,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:40.429,6436098,15798839,0,0,0,0,0,0,3,5,9,0,0,0,0,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:40.537,6436238,829021275,0,41424,24,663379,37226,426,2,5,8,23531,44,663379,426,6,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:40.604,6436238,829021276,0,6496,1,0,432,0,3,5,9,918,7,0,0,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:40.682,6436098,15888642,0,0,0,0,0,0,3,5,9,0,0,0,0,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:40.733,6436097,16293248,0,273568,100,2503957,54140,685,3,5,9,58590,198,0,0,6,8,0,0,2503957,685,7,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
