Datetime,Serving_Cell_Id, Call_Id, uePhr,dlWidebandCqiCode0,dlWidebandCqiCode1,ulDmrsSinr,taValue,preambleTaValue,ulSrsSinr
2025-02-27 05:36:29.956,6436098,15884458,54,8,6,2406,16,36,2147483647,
2025-02-27 05:36:29.966,6436098,15797205,30,5,255,778,96,120,2147483647,
2025-02-27 05:36:29.971,6436098,15872833,36,7,10,2038,2048,84,2147483647,
2025-02-27 05:36:29.976,6436096,16222942,38,7,7,2369,0,24,2147483647,
2025-02-27 05:36:29.977,6436136,16222942,255,9,8,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:29.984,6436097,15886887,17,7,4,778,16,60,2147483647,
2025-02-27 05:36:29.985,6436137,15886887,30,6,9,817,4294967295,2147483647,2147483647,
2025-02-27 05:36:29.988,6436238,15797027,29,14,14,1681,16,36,1509,
2025-02-27 05:36:30.018,6436097,16291558,29,12,255,2428,0,0,2147483647,
2025-02-27 05:36:30.039,6436238,16222942,255,12,9,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:30.073,6436097,15886799,31,10,6,2180,16,36,2147483647,
2025-02-27 05:36:30.073,6436137,15886799,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:30.069,6436238,15886417,35,13,13,2453,16,60,2151,
2025-02-27 05:36:30.112,6436238,828964258,29,12,12,1073,48,96,1132,
2025-02-27 05:36:30.168,6436238,16228853,33,12,12,3028,32,36,2282,
2025-02-27 05:36:30.180,6436137,15941452,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:30.180,6436097,15941452,15,7,5,986,64,96,2147483647,
2025-02-27 05:36:30.179,6436238,15074519,36,15,15,2230,16,36,1569,
2025-02-27 05:36:30.244,6436097,16289530,14,5,5,2283,0,24,2147483647,
2025-02-27 05:36:30.244,6436137,16289530,255,9,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:30.307,6436238,16168879,30,15,15,1742,0,12,1775,
2025-02-27 05:36:30.325,6436096,15941511,30,8,255,2078,48,72,2147483647,
2025-02-27 05:36:30.319,6436238,15887015,25,13,255,2964,0,12,1840,
2025-02-27 05:36:30.350,6436096,16291459,20,9,8,1490,16,48,2147483647,
2025-02-27 05:36:30.360,6436226,16291459,255,10,8,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:30.347,6436238,16291459,255,9,6,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:30.361,6436097,16169096,37,12,3,2107,0,0,2147483647,
2025-02-27 05:36:30.416,6436098,15941095,40,9,9,2270,0,24,2147483647,
2025-02-27 05:36:30.428,6436226,15941095,255,14,7,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:30.415,6436238,15941095,255,14,14,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:30.469,6436098,16169107,28,11,10,2903,0,0,2147483647,
2025-02-27 05:36:30.476,6436226,16169107,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:30.463,6436238,16169107,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:30.512,6436238,828962054,38,12,12,2391,32,60,1375,
2025-02-27 05:36:30.549,6436098,16291565,42,10,255,2206,48,60,2147483647,
2025-02-27 05:36:30.712,6436096,15886677,31,7,5,2151,32,48,2147483647,
2025-02-27 05:36:30.726,6436097,15941522,9,6,255,815,80,96,2147483647,
2025-02-27 05:36:30.754,6436238,16289896,31,15,15,1940,0,24,1857,
2025-02-27 05:36:30.764,6436097,15941475,30,11,13,675,32,36,2147483647,
2025-02-27 05:36:30.758,6436238,15941475,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:30.786,6436097,15797236,35,9,255,2345,0,0,2147483647,
2025-02-27 05:36:30.793,6436097,16291573,7,7,6,627,16,36,2147483647,
2025-02-27 05:36:30.862,6436098,15941489,32,10,9,2036,32,60,2147483647,
2025-02-27 05:36:30.872,6436226,15941489,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:30.859,6436238,15941489,255,15,12,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:30.950,6436097,15940648,33,9,9,1988,0,36,2147483647,
2025-02-27 05:36:30.957,6436097,15797243,15,14,13,1610,48,60,2147483647,
2025-02-27 05:36:30.968,6436097,15887006,28,13,11,1827,16,24,2147483647,
2025-02-27 05:36:30.975,6436097,16169057,16,13,11,1614,0,36,2147483647,
2025-02-27 05:36:30.969,6436238,15940648,255,7,5,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:31.110,6436096,15941481,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:31.121,6436226,15941481,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:31.108,6436238,15941481,34,13,14,2293,48,60,1840,
2025-02-27 05:36:31.143,6436097,15797014,33,12,11,1952,16,24,2147483647,
2025-02-27 05:36:31.144,6436137,15797014,255,13,9,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:31.140,6436238,15941523,35,15,255,2643,48,60,3500,
2025-02-27 05:36:31.160,6436097,16169108,32,12,14,2685,0,12,2147483647,
2025-02-27 05:36:31.162,6436098,829019822,13,9,255,422,32,48,2147483647,
2025-02-27 05:36:31.157,6436238,829019822,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:31.199,6436096,16169087,51,13,13,2364,16,36,2147483647,
2025-02-27 05:36:31.213,6436098,15729487,34,9,9,2391,48,72,2147483647,
2025-02-27 05:36:31.228,6436096,16169097,33,14,255,2152,0,24,2147483647,
2025-02-27 05:36:31.308,6436098,15887017,28,14,14,2187,48,60,2147483647,
2025-02-27 05:36:31.306,6436238,829019643,31,12,12,1831,16,36,1261,
2025-02-27 05:36:31.420,6436096,15941513,34,9,9,1897,0,24,2147483647,
2025-02-27 05:36:31.458,6436098,829019824,28,12,7,2996,32,48,2147483647,
2025-02-27 05:36:31.465,6436226,829019824,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:31.452,6436238,829019824,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:31.528,6436238,15886646,33,15,15,2046,48,60,1292,
2025-02-27 05:36:31.602,6436096,15887018,37,10,9,2664,16,36,2147483647,
2025-02-27 05:36:31.609,6436226,15887018,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:31.624,6436098,15797237,31,8,7,2357,48,60,2147483647,
2025-02-27 05:36:31.686,6436098,15886479,4,7,5,173,64,84,2147483647,
2025-02-27 05:36:31.690,6436238,15887019,24,15,255,2753,16,36,3101,
2025-02-27 05:36:31.695,6436238,16169099,26,15,15,2300,32,72,1914,
2025-02-27 05:36:31.705,6436238,15794397,37,14,14,2728,64,48,1887,
2025-02-27 05:36:31.733,6436238,15941465,27,12,12,1903,16,36,1706,
2025-02-27 05:36:31.755,6436097,15941505,22,14,255,1001,0,12,2147483647,
2025-02-27 05:36:31.763,6436098,15941508,33,13,8,2420,32,60,2147483647,
2025-02-27 05:36:31.763,6436138,15941508,255,13,13,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:31.827,6436096,15940019,32,12,12,2088,0,24,2147483647,
2025-02-27 05:36:31.898,6436096,829019830,31,5,255,1827,48,60,2147483647,
2025-02-27 05:36:31.911,6436096,15818787,33,13,10,2225,16,48,2147483647,
2025-02-27 05:36:31.928,6436098,16169100,14,11,255,930,32,72,2147483647,
2025-02-27 05:36:31.950,6436136,15941419,255,8,6,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:31.951,6436096,15941419,33,10,8,2400,48,72,2147483647,
2025-02-27 05:36:31.956,6436238,15941419,255,12,12,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:31.964,6436097,16168453,27,14,14,1420,0,24,2147483647,
2025-02-27 05:36:31.970,6436238,15887008,32,13,13,3157,16,36,2425,
2025-02-27 05:36:32.037,6436097,829019605,34,6,15,2237,0,36,2147483647,
2025-02-27 05:36:32.038,6436098,16291554,7,12,255,611,48,72,2147483647,
2025-02-27 05:36:32.038,6436238,828955565,32,12,12,1537,64,96,1851,
2025-02-27 05:36:32.134,6436097,15941524,30,12,12,2051,16,24,2147483647,
2025-02-27 05:36:32.143,6436097,828964548,12,4,6,-287,32,60,2147483647,
2025-02-27 05:36:32.168,6436238,15941525,28,10,255,1080,16,36,2242,
2025-02-27 05:36:32.199,6436097,16169101,14,9,255,1220,144,156,2147483647,
2025-02-27 05:36:32.199,6436096,828964299,29,7,5,1801,32,72,2147483647,
2025-02-27 05:36:32.229,6436098,16291574,29,13,255,3174,64,72,2147483647,
2025-02-27 05:36:32.235,6436098,16288084,35,13,12,2066,16,12,2147483647,
2025-02-27 05:36:32.244,6436098,16289962,38,8,8,2407,32,72,2147483647,
2025-02-27 05:36:32.272,6436136,16166533,255,13,6,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:32.274,6436096,16166533,19,9,9,728,32,96,2147483647,
2025-02-27 05:36:32.276,6436096,828963922,14,6,255,975,48,108,2147483647,
2025-02-27 05:36:32.273,6436238,16169090,26,11,11,2550,16,60,1592,
2025-02-27 05:36:32.281,6436238,828964299,255,6,6,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:32.301,6436096,15887020,34,6,255,1103,48,60,2147483647,
2025-02-27 05:36:32.343,6436097,828964624,27,4,5,977,0,24,2147483647,
2025-02-27 05:36:32.348,6436098,829019583,28,9,6,1467,32,84,2147483647,
2025-02-27 05:36:32.348,6436096,15941514,31,10,6,2149,0,12,2147483647,
2025-02-27 05:36:32.353,6436097,828964411,13,7,5,409,64,84,2147483647,
2025-02-27 05:36:32.360,6436098,16291567,43,15,10,2415,48,60,2147483647,
2025-02-27 05:36:32.355,6436238,15887021,30,15,255,3359,16,24,2876,
2025-02-27 05:36:32.373,6436138,15941349,255,8,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:32.373,6436098,15941349,29,11,7,1548,48,96,2147483647,
2025-02-27 05:36:32.369,6436238,15941349,255,3,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:32.390,6436096,829019831,31,6,255,2265,32,48,2147483647,
2025-02-27 05:36:32.384,6436238,829019831,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:32.397,6436226,829019831,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:32.407,6436098,15797244,8,13,11,115,48,60,2147483647,
2025-02-27 05:36:32.402,6436238,15797244,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:32.436,6436098,829019597,21,11,3,1732,64,84,2147483647,
2025-02-27 05:36:32.479,6436098,15941517,14,7,5,758,16,36,2147483647,
2025-02-27 05:36:32.486,6436226,15941517,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:32.473,6436238,15941517,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:32.495,6436097,15941526,14,5,255,839,16,24,2147483647,
2025-02-27 05:36:32.531,6436098,15887009,57,7,255,2938,16,24,2147483647,
2025-02-27 05:36:32.532,6436097,15797238,13,13,11,1401,16,36,2147483647,
2025-02-27 05:36:32.538,6436097,15797156,37,15,7,2266,0,24,2147483647,
2025-02-27 05:36:32.571,6436238,15886966,56,15,15,2748,32,48,1465,
2025-02-27 05:36:32.712,6436137,16169016,255,10,5,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:32.712,6436097,16169016,17,10,10,668,112,132,2147483647,
2025-02-27 05:36:32.717,6436098,16291568,29,12,255,2470,64,84,2147483647,
2025-02-27 05:36:32.736,6436096,15797245,31,11,255,2298,16,36,2147483647,
2025-02-27 05:36:32.774,6436097,15887010,40,12,255,2051,0,12,2147483647,
2025-02-27 05:36:32.809,6436097,16291575,26,12,255,2209,16,36,2147483647,
2025-02-27 05:36:32.827,6436097,828964611,24,7,11,852,48,72,2147483647,
2025-02-27 05:36:32.827,6436137,828964611,255,13,9,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:32.838,6436096,16169079,11,5,255,433,0,48,2147483647,
2025-02-27 05:36:32.848,6436226,16169079,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:32.859,6436097,16291173,39,10,14,2495,0,24,2147483647,
2025-02-27 05:36:32.894,6436097,15887022,32,15,255,1526,0,12,2147483647,
2025-02-27 05:36:32.910,6436096,828964574,26,4,11,484,64,96,2147483647,
2025-02-27 05:36:32.950,6436096,15797239,46,12,255,1823,0,0,2147483647,
2025-02-27 05:36:32.969,6436098,829019725,28,9,5,1384,64,72,2147483647,
2025-02-27 05:36:32.984,6436238,15797071,31,14,14,1210,0,12,1645,
2025-02-27 05:36:32.994,6436137,16290933,255,7,8,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:32.994,6436098,16290933,23,9,7,2399,0,48,2147483647,
2025-02-27 05:36:32.988,6436238,15796595,21,4,255,1946,48,72,218,
2025-02-27 05:36:32.994,6436238,16290933,255,14,14,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:32.997,6436238,16291206,33,15,15,2527,0,12,2270,
2025-02-27 05:36:33.010,6436096,829019833,33,5,255,2065,32,48,2147483647,
2025-02-27 05:36:33.014,6436097,829019783,16,11,14,900,16,36,2147483647,
2025-02-27 05:36:33.054,6436098,15884461,28,13,13,2218,16,36,2147483647,
2025-02-27 05:36:33.101,6436096,15797246,28,10,10,2267,32,48,2147483647,
2025-02-27 05:36:33.108,6436226,15797246,255,9,11,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:33.095,6436238,15797246,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:33.198,6436098,15941484,48,8,7,1888,48,72,2147483647,
2025-02-27 05:36:33.196,6436238,15941484,255,13,9,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:33.218,6436096,15886967,31,7,5,1972,32,60,2147483647,
2025-02-27 05:36:33.221,6436098,15941516,52,15,255,2788,64,72,2147483647,
2025-02-27 05:36:33.231,6436226,15886967,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:33.218,6436238,15886967,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:33.236,6436097,16169110,6,10,255,176,96,108,2147483647,
2025-02-27 05:36:33.246,6436096,828963969,31,5,7,2324,64,96,2147483647,
2025-02-27 05:36:33.254,6436226,828963969,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:33.241,6436238,828963969,255,6,4,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:33.249,6436098,15797005,18,13,10,1082,0,60,2147483647,
2025-02-27 05:36:33.262,6436238,15797005,255,7,7,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:33.274,6436098,829019789,14,12,255,2838,16,24,2147483647,
2025-02-27 05:36:33.283,6436096,16169097,31,13,255,1575,32,48,2147483647,
2025-02-27 05:36:33.284,6436098,15941502,32,12,11,2405,32,48,2147483647,
2025-02-27 05:36:33.287,6436097,16169111,7,6,255,312,0,12,2147483647,
2025-02-27 05:36:33.330,6436097,829019646,29,5,255,1383,48,84,2147483647,
2025-02-27 05:36:33.325,6436238,16169112,36,15,255,3500,32,48,3500,
2025-02-27 05:36:33.350,6436226,16291576,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:33.343,6436096,16291576,32,11,11,2723,16,36,2147483647,
2025-02-27 05:36:33.337,6436238,16291576,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:33.383,6436238,15884461,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:33.400,6436096,16169105,44,6,14,1898,16,36,2147483647,
2025-02-27 05:36:33.406,6436098,15797240,5,6,255,1215,0,36,2147483647,
2025-02-27 05:36:33.426,6436097,15887013,27,8,255,592,32,48,2147483647,
2025-02-27 05:36:33.420,6436238,15887013,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:33.460,6436098,829019835,7,4,6,1397,64,84,2147483647,
2025-02-27 05:36:33.571,6436136,15887020,36,11,255,3225,112,132,2147483647,
2025-02-27 05:36:33.585,6436098,15940963,30,13,9,2137,32,48,2147483647,
2025-02-27 05:36:33.615,6436098,16290361,31,6,10,2170,0,36,2147483647,
2025-02-27 05:36:33.624,6436097,16169102,28,9,255,1508,48,60,2147483647,
2025-02-27 05:36:33.619,6436238,16169102,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:33.627,6436238,16290361,255,12,12,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:33.653,6436098,829019810,31,11,255,2194,48,84,2147483647,
2025-02-27 05:36:33.650,6436238,829019810,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:33.651,6436238,829019825,27,15,15,1318,16,36,872,
2025-02-27 05:36:33.686,6436096,15887003,29,9,8,1546,0,12,2147483647,
2025-02-27 05:36:33.700,6436098,15941515,35,12,13,2180,16,24,2147483647,
2025-02-27 05:36:33.701,6436098,15886738,12,10,8,1164,32,72,2147483647,
2025-02-27 05:36:33.708,6436226,15941515,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:33.695,6436238,15941515,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:33.703,6436138,15886738,255,12,8,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:33.710,6436226,829019811,31,8,7,929,32,60,618,
2025-02-27 05:36:33.723,6436138,829019706,255,12,7,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:33.723,6436098,829019706,19,9,6,1866,48,96,2147483647,
2025-02-27 05:36:33.729,6436238,829019706,255,9,6,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:33.736,6436138,15886005,255,10,9,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:33.736,6436096,15886005,29,12,10,2455,32,60,2147483647,
2025-02-27 05:36:33.755,6436238,15886005,255,12,12,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:33.841,6436097,16291561,25,12,9,1978,16,36,2147483647,
2025-02-27 05:36:33.841,6436137,16291561,255,10,4,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:33.849,6436226,16291561,255,6,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:33.841,6436238,15887023,30,15,255,2657,64,72,1692,
2025-02-27 05:36:33.853,6436098,16291563,29,7,10,1790,32,48,2147483647,
2025-02-27 05:36:33.857,6436097,15796882,27,7,7,1135,64,96,2147483647,
2025-02-27 05:36:33.857,6436137,15796882,255,15,12,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:33.864,6436098,829019819,5,5,5,399,64,96,2147483647,
2025-02-27 05:36:33.870,6436238,829019830,0,8,5,2298,48,60,1183,
2025-02-27 05:36:33.927,6436226,829019715,25,6,10,134,64,72,111,
2025-02-27 05:36:33.940,6436098,15797191,27,11,10,1716,48,72,2147483647,
2025-02-27 05:36:33.940,6436138,15797191,255,8,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:33.947,6436238,16291562,17,10,10,1040,0,48,517,
2025-02-27 05:36:33.979,6436098,16166663,40,11,11,2274,0,60,2147483647,
2025-02-27 05:36:33.991,6436226,16166663,255,11,11,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:33.984,6436098,16169106,7,9,5,260,48,72,2147483647,
2025-02-27 05:36:33.978,6436238,16166663,255,15,15,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:33.994,6436238,829019827,27,9,9,1922,64,108,1096,
2025-02-27 05:36:34.011,6436097,15737616,52,15,9,2144,0,24,2147483647,
2025-02-27 05:36:34.007,6436238,15887004,31,15,15,2303,16,48,2134,
2025-02-27 05:36:34.017,6436098,16290850,31,9,9,1808,0,60,2147483647,
2025-02-27 05:36:34.045,6436096,15794626,39,12,14,2213,32,60,2147483647,
2025-02-27 05:36:34.045,6436136,15794626,255,5,11,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:34.045,6436238,15794626,255,13,13,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:34.119,6436226,828964829,29,6,3,1959,48,60,660,
2025-02-27 05:36:34.112,6436238,15941509,27,11,11,652,64,84,352,
2025-02-27 05:36:34.124,6436097,15887012,11,6,255,1770,0,24,2147483647,
2025-02-27 05:36:34.126,6436238,16291476,28,15,15,1043,16,48,1029,
2025-02-27 05:36:34.151,6436238,16291577,18,12,255,1765,0,12,1280,
2025-02-27 05:36:34.162,6436238,829019815,29,4,255,3165,16,48,3412,
2025-02-27 05:36:34.165,6436238,828963441,29,7,255,1585,0,60,1665,
2025-02-27 05:36:34.171,6436097,829019828,15,10,255,667,64,84,2147483647,
2025-02-27 05:36:34.187,6436226,828964597,41,15,255,2605,16,24,1551,
2025-02-27 05:36:34.215,6436238,15941528,24,7,255,2310,64,84,1421,
2025-02-27 05:36:34.222,6436098,829019740,43,7,9,2444,48,96,2147483647,
2025-02-27 05:36:34.240,6436238,15797245,12,6,6,2879,48,60,1964,
2025-02-27 05:36:34.282,6436096,15941503,33,11,8,2248,0,24,2147483647,
2025-02-27 05:36:34.285,6436098,15941523,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:34.292,6436226,15941523,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:34.279,6436238,15941523,33,15,255,3500,32,60,3500,
2025-02-27 05:36:34.298,6436097,16169108,28,8,8,2028,0,12,2147483647,
2025-02-27 05:36:34.305,6436226,16169108,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:34.356,6436097,16291571,36,13,12,2148,32,48,2147483647,
2025-02-27 05:36:34.372,6436098,828964815,31,7,8,2305,0,60,2147483647,
2025-02-27 05:36:34.373,6436098,829019790,42,9,6,2419,48,84,2147483647,
2025-02-27 05:36:34.381,6436097,15886505,53,13,10,2084,16,24,2147483647,
2025-02-27 05:36:34.381,6436137,15886505,255,13,15,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:34.397,6436098,15887017,31,12,15,2495,16,60,2147483647,
2025-02-27 05:36:34.391,6436238,15887017,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:34.416,6436098,16291058,30,13,7,1809,48,60,2147483647,
2025-02-27 05:36:34.410,6436238,15941513,17,13,255,2045,32,48,530,
2025-02-27 05:36:34.466,6436096,16291557,33,6,4,1559,16,36,2147483647,
2025-02-27 05:36:34.476,6436226,16291557,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:34.463,6436238,16291557,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:34.490,6436096,829019802,27,7,255,1141,48,72,2147483647,
2025-02-27 05:36:34.492,6436096,829019836,31,6,8,1644,64,72,2147483647,
2025-02-27 05:36:34.499,6436226,829019836,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:34.486,6436238,829019836,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:34.501,6436238,15941520,29,13,8,1433,32,60,1535,
2025-02-27 05:36:34.520,6436098,15797242,36,8,9,2897,16,36,2147483647,
2025-02-27 05:36:34.579,6436098,15941521,29,9,8,2064,48,60,2147483647,
2025-02-27 05:36:34.579,6436097,16291572,11,11,255,1176,112,108,2147483647,
2025-02-27 05:36:34.582,6436098,829019770,28,14,13,2048,64,72,2147483647,
2025-02-27 05:36:34.598,6436096,15797248,33,5,255,2805,48,60,2147483647,
2025-02-27 05:36:34.599,6436097,16169095,31,10,6,1683,0,12,2147483647,
2025-02-27 05:36:34.612,6436098,828960199,32,14,7,2315,0,24,2147483647,
2025-02-27 05:36:34.612,6436138,828960199,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:34.616,6436096,15886899,31,5,255,1951,32,48,2147483647,
2025-02-27 05:36:34.618,6436238,828960199,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:34.643,6436226,829019829,27,8,255,2234,64,72,621,
2025-02-27 05:36:34.640,6436238,829019658,27,14,14,1778,16,36,1360,
2025-02-27 05:36:34.660,6436098,16167169,41,12,8,1924,0,24,2147483647,
2025-02-27 05:36:34.671,6436226,16167169,255,8,6,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:34.658,6436238,16167169,255,14,8,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:34.724,6436226,15797229,255,11,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:36:34.711,6436238,15797229,30,15,15,1821,16,24,1471,
2025-02-27 05:36:34.745,6436097,15940562,19,8,6,1284,0,0,2147483647,
