Datetime,Serving_Cell_Id, Call_Id, ulMcs,dlMcs
2025-02-27 05:47:27.159,6436098,16169896,26,9,
2025-02-27 05:47:27.615,6436098,15887860,22,10,
2025-02-27 05:47:27.629,6436238,15886921,27,26,
2025-02-27 05:47:27.650,6436097,15887221,24,15,
2025-02-27 05:47:27.827,6436238,15887689,22,10,
2025-02-27 05:47:28.196,6436097,16292423,25,10,
2025-02-27 05:47:28.320,6436097,16292307,4,7,
2025-02-27 05:47:28.356,6436098,829020598,9,8,
2025-02-27 05:47:28.480,6436098,16292286,15,18,
2025-02-27 05:47:28.609,6436098,829020591,18,4,
2025-02-27 05:47:28.719,6436096,16169950,21,10,
2025-02-27 05:47:28.855,6436096,15942383,21,9,
2025-02-27 05:47:29.094,6436138,829020600,17,4,
2025-02-27 05:47:29.215,6436098,16102365,21,13,
2025-02-27 05:47:29.272,6436238,829020507,15,15,
2025-02-27 05:47:29.320,6436098,829020464,7,4,
2025-02-27 05:47:29.417,6436098,16169944,24,21,
2025-02-27 05:47:29.699,6436238,15798100,27,15,
2025-02-27 05:47:29.707,6436238,15798067,26,20,
2025-02-27 05:47:29.762,6436097,828962127,19,15,
2025-02-27 05:47:29.782,6436098,15798075,26,13,
2025-02-27 05:47:29.800,6436096,15798093,26,4,
2025-02-27 05:47:29.864,6436096,828959225,21,5,
2025-02-27 05:47:30.057,6436238,15941773,26,25,
2025-02-27 05:47:30.160,6436098,16292426,18,5,
2025-02-27 05:47:30.232,6436098,16292370,26,14,
2025-02-27 05:47:30.254,6436238,15797715,22,5,
2025-02-27 05:47:30.345,6436098,15798094,25,12,
2025-02-27 05:47:30.454,6436098,15887886,10,25,
2025-02-27 05:47:30.615,6436098,829020504,26,22,
2025-02-27 05:47:30.788,6436138,829020070,8,9,
2025-02-27 05:47:30.807,6436098,829020604,8,16,
2025-02-27 05:47:30.944,6436096,15942031,20,16,
2025-02-27 05:47:30.982,6436097,16169952,13,23,
2025-02-27 05:47:31.126,6436098,15942362,26,18,
2025-02-27 05:47:31.127,6436096,16292209,12,5,
2025-02-27 05:47:31.170,6436096,15942377,15,3,
2025-02-27 05:47:31.395,6436098,15942396,6,4,
2025-02-27 05:47:31.397,6436097,15942342,26,18,
2025-02-27 05:47:31.417,6436238,15942342,4294967295,8,
2025-02-27 05:47:31.643,6436097,15887774,26,16,
2025-02-27 05:47:31.871,6436096,829020453,22,12,
2025-02-27 05:47:31.871,6436098,15886403,26,11,
2025-02-27 05:47:31.987,6436136,829020432,17,13,
2025-02-27 05:47:32.140,6436238,15797458,22,7,
2025-02-27 05:47:32.138,6436097,15942391,23,24,
2025-02-27 05:47:32.279,6436098,16169896,26,10,
2025-02-27 05:47:32.355,6436238,15942399,25,23,
2025-02-27 05:47:32.735,6436098,15887860,22,12,
2025-02-27 05:47:32.750,6436238,15886921,27,26,
2025-02-27 05:47:32.770,6436097,15887221,20,13,
2025-02-27 05:47:32.948,6436238,15887689,22,10,
2025-02-27 05:47:33.316,6436097,16292423,25,13,
2025-02-27 05:47:33.440,6436097,16292307,3,7,
2025-02-27 05:47:33.476,6436098,829020598,7,7,
2025-02-27 05:47:33.600,6436098,16292286,12,18,
2025-02-27 05:47:33.729,6436098,829020591,20,4,
2025-02-27 05:47:33.839,6436096,16169950,22,12,
2025-02-27 05:47:33.975,6436096,15942383,21,16,
2025-02-27 05:47:34.214,6436138,829020600,7,6,
2025-02-27 05:47:34.335,6436098,16102365,20,14,
2025-02-27 05:47:34.393,6436238,829020507,16,14,
2025-02-27 05:47:34.440,6436098,829020464,8,8,
2025-02-27 05:47:34.736,6436098,15887902,25,13,
2025-02-27 05:47:34.748,6436238,15887902,4294967295,4294967295,
2025-02-27 05:47:34.828,6436238,15798067,26,19,
2025-02-27 05:47:34.882,6436097,828962127,20,14,
2025-02-27 05:47:34.902,6436098,15798075,26,12,
2025-02-27 05:47:34.984,6436096,828959225,21,5,
2025-02-27 05:47:35.178,6436238,15941773,27,24,
2025-02-27 05:47:35.280,6436098,16292426,19,8,
2025-02-27 05:47:35.352,6436098,16292370,26,16,
2025-02-27 05:47:35.375,6436238,15797715,20,4,
2025-02-27 05:47:35.549,6436098,15942401,26,12,
2025-02-27 05:47:35.561,6436238,15942401,4294967295,4294967295,
2025-02-27 05:47:35.574,6436098,15887886,10,23,
2025-02-27 05:47:35.735,6436098,829020504,26,21,
2025-02-27 05:47:35.908,6436138,829020070,9,9,
2025-02-27 05:47:36.064,6436096,15942031,18,16,
2025-02-27 05:47:36.102,6436097,16169952,14,23,
2025-02-27 05:47:36.246,6436098,15942362,26,12,
2025-02-27 05:47:36.247,6436096,16292209,12,12,
2025-02-27 05:47:36.290,6436096,15942377,16,4,
2025-02-27 05:47:36.517,6436097,15942342,26,18,
2025-02-27 05:47:36.538,6436238,15942342,4294967295,8,
2025-02-27 05:47:36.763,6436097,15887774,26,18,
2025-02-27 05:47:36.991,6436096,829020453,22,9,
2025-02-27 05:47:36.991,6436098,15886403,26,8,
2025-02-27 05:47:37.107,6436136,829020432,18,14,
2025-02-27 05:47:37.261,6436238,15797458,24,8,
2025-02-27 05:47:37.299,6436098,15887906,19,18,
2025-02-27 05:47:37.326,6436098,16292437,25,6,
2025-02-27 05:47:37.399,6436098,16169896,26,10,
2025-02-27 05:47:37.476,6436238,15942399,26,21,
2025-02-27 05:47:37.855,6436098,15887860,22,12,
2025-02-27 05:47:37.871,6436238,15886921,27,26,
2025-02-27 05:47:37.876,6436238,16292438,22,23,
2025-02-27 05:47:37.890,6436097,15887221,19,14,
2025-02-27 05:47:38.069,6436238,15887689,22,10,
2025-02-27 05:47:38.436,6436097,16292423,25,14,
2025-02-27 05:47:38.462,6436098,829020611,21,2,
2025-02-27 05:47:38.560,6436097,16292307,4,5,
2025-02-27 05:47:38.596,6436098,829020598,8,8,
2025-02-27 05:47:38.720,6436098,16292286,16,17,
2025-02-27 05:47:38.754,6436097,16292439,22,6,
2025-02-27 05:47:38.849,6436098,829020591,20,2,
2025-02-27 05:47:39.095,6436096,15942383,21,18,
2025-02-27 05:47:39.334,6436138,829020600,12,5,
2025-02-27 05:47:39.455,6436098,16102365,21,14,
2025-02-27 05:47:39.514,6436238,829020507,14,8,
2025-02-27 05:47:39.558,6436098,15942402,4,7,
2025-02-27 05:47:39.560,6436098,829020464,5,8,
2025-02-27 05:47:39.949,6436238,15798067,26,22,
2025-02-27 05:47:40.001,6436097,828962127,19,14,
2025-02-27 05:47:40.104,6436096,828959225,21,6,
2025-02-27 05:47:40.299,6436238,15941773,27,25,
2025-02-27 05:47:40.358,6436096,829020616,21,2,
2025-02-27 05:47:40.373,6436096,829020617,25,3,
2025-02-27 05:47:40.471,6436098,16292370,26,14,
2025-02-27 05:47:40.496,6436238,15797715,21,4,
2025-02-27 05:47:40.491,6436098,15887911,23,10,
2025-02-27 05:47:40.694,6436098,15887886,7,21,
2025-02-27 05:47:40.854,6436098,829020504,26,22,
2025-02-27 05:47:41.027,6436138,829020070,8,8,
2025-02-27 05:47:41.064,6436138,16169953,4294967295,4294967295,
2025-02-27 05:47:41.065,6436098,16169953,26,18,
2025-02-27 05:47:41.183,6436096,15942031,17,16,
2025-02-27 05:47:41.222,6436097,16169952,13,22,
2025-02-27 05:47:41.365,6436098,15942362,26,11,
2025-02-27 05:47:41.366,6436096,16292209,15,2,
2025-02-27 05:47:41.409,6436096,15942377,17,4,
2025-02-27 05:47:41.636,6436097,15942342,26,17,
2025-02-27 05:47:41.659,6436238,15942342,4294967295,8,
2025-02-27 05:47:41.648,6436097,15887912,18,2,
2025-02-27 05:47:41.882,6436097,15887774,26,14,
2025-02-27 05:47:42.110,6436096,829020453,22,7,
2025-02-27 05:47:42.110,6436098,15886403,26,13,
2025-02-27 05:47:42.226,6436136,829020432,18,15,
2025-02-27 05:47:42.382,6436238,15797458,22,13,
2025-02-27 05:47:42.518,6436098,16169896,26,12,
2025-02-27 05:47:42.597,6436238,15942399,27,20,
2025-02-27 05:47:42.873,6436098,16292443,13,10,
2025-02-27 05:47:42.974,6436098,15887860,22,12,
2025-02-27 05:47:42.992,6436238,15886921,28,24,
2025-02-27 05:47:42.997,6436238,16292438,22,23,
2025-02-27 05:47:43.009,6436097,15887221,19,13,
2025-02-27 05:47:43.034,6436098,15798113,25,14,
2025-02-27 05:47:43.047,6436238,15798113,4294967295,4294967295,
2025-02-27 05:47:43.190,6436238,15887689,22,10,
2025-02-27 05:47:43.679,6436097,16292307,4,6,
2025-02-27 05:47:43.704,6436096,16169970,21,7,
2025-02-27 05:47:43.715,6436098,829020598,11,7,
2025-02-27 05:47:43.784,6436097,16292444,16,6,
2025-02-27 05:47:43.839,6436098,16292286,14,20,
2025-02-27 05:47:43.873,6436097,16292439,20,9,
2025-02-27 05:47:44.105,6436098,15887913,23,7,
2025-02-27 05:47:44.214,6436096,15942383,21,18,
2025-02-27 05:47:44.453,6436138,829020600,16,5,
2025-02-27 05:47:44.635,6436238,829020507,18,9,
2025-02-27 05:47:44.677,6436098,15942402,4,17,
2025-02-27 05:47:44.679,6436098,829020464,5,8,
2025-02-27 05:47:45.070,6436238,15798067,25,23,
2025-02-27 05:47:45.121,6436097,828962127,18,15,
2025-02-27 05:47:45.223,6436096,828959225,21,9,
2025-02-27 05:47:45.420,6436238,15941773,27,23,
2025-02-27 05:47:45.493,6436096,829020617,25,3,
2025-02-27 05:47:45.617,6436238,15797715,21,1,
2025-02-27 05:47:45.610,6436098,15887911,26,19,
2025-02-27 05:47:45.974,6436098,829020504,26,17,
2025-02-27 05:47:46.147,6436138,829020070,6,12,
2025-02-27 05:47:46.205,6436097,16292446,24,17,
2025-02-27 05:47:46.341,6436097,16169952,12,23,
2025-02-27 05:47:46.485,6436098,15942362,26,14,
2025-02-27 05:47:46.486,6436096,16292209,10,2,
2025-02-27 05:47:46.529,6436096,15942377,11,5,
2025-02-27 05:47:46.582,6436096,15942407,25,18,
2025-02-27 05:47:46.595,6436238,15942407,4294967295,4294967295,
2025-02-27 05:47:46.703,6436098,15887914,26,11,
2025-02-27 05:47:46.756,6436097,15942342,26,18,
2025-02-27 05:47:46.767,6436097,15887912,17,3,
2025-02-27 05:47:46.780,6436238,15942342,4294967295,8,
2025-02-27 05:47:47.230,6436096,829020453,21,11,
2025-02-27 05:47:47.230,6436098,15886403,26,18,
2025-02-27 05:47:47.240,6436096,829020622,20,2,
2025-02-27 05:47:47.295,6436096,16292447,17,10,
2025-02-27 05:47:47.346,6436136,829020432,17,14,
2025-02-27 05:47:47.492,6436238,15797458,22,13,
2025-02-27 05:47:47.638,6436098,16169896,26,9,
2025-02-27 05:47:47.707,6436238,15942399,27,20,
2025-02-27 05:47:48.094,6436098,15887860,22,13,
2025-02-27 05:47:48.102,6436238,15886921,27,26,
2025-02-27 05:47:48.129,6436097,15887221,21,14,
2025-02-27 05:47:48.154,6436098,15798113,26,8,
2025-02-27 05:47:48.157,6436238,15798113,4294967295,4294967295,
2025-02-27 05:47:48.286,6436238,16102365,21,17,
2025-02-27 05:47:48.300,6436238,15887689,22,10,
2025-02-27 05:47:48.472,6436097,15887916,25,16,
2025-02-27 05:47:48.799,6436097,16292307,5,6,
2025-02-27 05:47:48.824,6436096,16169970,21,15,
2025-02-27 05:47:48.835,6436098,829020598,13,6,
2025-02-27 05:47:48.959,6436098,16292286,17,15,
2025-02-27 05:47:49.225,6436098,15887913,25,12,
2025-02-27 05:47:49.334,6436096,15942383,21,14,
2025-02-27 05:47:49.656,6436098,16169977,7,10,
2025-02-27 05:47:49.745,6436238,829020507,20,5,
2025-02-27 05:47:49.797,6436098,15942402,5,15,
2025-02-27 05:47:49.799,6436098,829020464,6,10,
2025-02-27 05:47:50.180,6436238,15798067,26,20,
2025-02-27 05:47:50.241,6436097,828962127,20,16,
2025-02-27 05:47:50.343,6436096,828959225,21,8,
2025-02-27 05:47:50.530,6436238,15941773,26,23,
2025-02-27 05:47:50.727,6436238,15797715,21,4,
2025-02-27 05:47:51.094,6436098,829020504,26,13,
2025-02-27 05:47:51.267,6436138,829020070,8,8,
2025-02-27 05:47:51.325,6436097,16292446,24,23,
2025-02-27 05:47:51.373,6436098,16169980,22,11,
2025-02-27 05:47:51.461,6436097,16169952,13,24,
2025-02-27 05:47:51.606,6436096,16292209,13,4,
2025-02-27 05:47:51.606,6436098,15942362,26,15,
2025-02-27 05:47:51.650,6436096,15942377,14,6,
2025-02-27 05:47:51.703,6436096,15942407,25,12,
2025-02-27 05:47:51.705,6436238,15942407,4294967295,4294967295,
2025-02-27 05:47:51.877,6436097,15942342,26,17,
2025-02-27 05:47:51.888,6436097,15887912,18,6,
2025-02-27 05:47:51.890,6436238,15942342,4294967295,4294967295,
2025-02-27 05:47:52.342,6436098,15798124,26,14,
2025-02-27 05:47:52.351,6436098,15886403,26,18,
2025-02-27 05:47:52.351,6436096,829020453,22,9,
2025-02-27 05:47:52.416,6436096,16292447,19,15,
2025-02-27 05:47:52.467,6436136,829020432,17,15,
2025-02-27 05:47:52.613,6436238,15797458,19,10,
2025-02-27 05:47:52.759,6436098,16169896,26,9,
2025-02-27 05:47:52.778,6436098,15887920,11,9,
2025-02-27 05:47:52.828,6436238,15942399,27,20,
2025-02-27 05:47:53.215,6436098,15887860,22,13,
2025-02-27 05:47:53.223,6436238,15886921,28,25,
2025-02-27 05:47:53.250,6436097,15887221,22,16,
2025-02-27 05:47:53.275,6436098,15798113,26,13,
2025-02-27 05:47:53.278,6436238,15798113,4294967295,4294967295,
2025-02-27 05:47:53.407,6436238,16102365,22,25,
2025-02-27 05:47:53.421,6436238,15887689,22,9,
2025-02-27 05:47:53.593,6436097,15887916,25,15,
2025-02-27 05:47:53.945,6436096,16169970,21,13,
2025-02-27 05:47:53.956,6436098,829020598,10,4,
2025-02-27 05:47:54.080,6436098,16292286,13,15,
