Datetime,Serving_Cell_Id, Call_Id, uePhr,dlWidebandCqiCode0,dlWidebandCqiCode1,ulDmrsSinr,taValue,preambleTaValue,ulSrsSinr
2025-02-27 05:42:00.106,6436097,16291983,31,8,11,2637,32,48,2147483647,
2025-02-27 05:42:00.106,6436137,16291983,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:00.159,6436096,15887479,27,4,5,2116,64,72,2147483647,
2025-02-27 05:42:00.162,6436098,15797703,29,14,7,2321,32,60,2147483647,
2025-02-27 05:42:00.168,6436096,829020224,39,4,5,2394,32,60,2147483647,
2025-02-27 05:42:00.207,6436096,829020193,29,8,7,2018,48,96,2147483647,
2025-02-27 05:42:00.218,6436226,829020193,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:00.205,6436238,829020193,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:00.236,6436098,829020156,34,6,255,2102,16,24,2147483647,
2025-02-27 05:42:00.247,6436096,829019948,5,2,4,9,48,72,2147483647,
2025-02-27 05:42:00.324,6436098,16169560,33,13,10,2211,16,36,2147483647,
2025-02-27 05:42:00.318,6436238,16169560,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:00.438,6436096,829019789,35,10,8,2034,0,36,2147483647,
2025-02-27 05:42:00.504,6436097,15941953,15,11,12,1460,16,24,2147483647,
2025-02-27 05:42:00.527,6436097,16169552,32,9,10,2084,0,0,2147483647,
2025-02-27 05:42:00.535,6436098,15941973,9,12,9,1762,48,60,2147483647,
2025-02-27 05:42:00.602,6436097,15797689,25,4,5,707,32,60,2147483647,
2025-02-27 05:42:00.599,6436238,828955565,28,10,10,1720,64,84,1723,
2025-02-27 05:42:00.705,6436097,16291982,27,6,8,2004,0,24,2147483647,
2025-02-27 05:42:00.699,6436238,16291982,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:00.703,6436238,829019941,31,13,13,2589,64,84,1296,
2025-02-27 05:42:00.704,6436238,15074519,34,15,15,2417,16,36,1462,
2025-02-27 05:42:00.709,6436238,829019725,29,12,12,896,80,108,910,
2025-02-27 05:42:00.724,6436097,16291903,35,12,7,2337,32,48,2147483647,
2025-02-27 05:42:00.748,6436098,15884461,43,12,12,2477,16,36,2147483647,
2025-02-27 05:42:00.825,6436096,829020131,42,4,5,2414,32,84,2147483647,
2025-02-27 05:42:00.917,6436098,15797683,19,11,6,750,0,24,2147483647,
2025-02-27 05:42:00.920,6436238,15797682,30,14,8,1023,16,60,753,
2025-02-27 05:42:00.933,6436238,829019802,34,5,4,821,48,84,800,
2025-02-27 05:42:00.958,6436138,16291766,255,11,5,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:00.958,6436098,16291766,28,10,6,2270,0,0,2147483647,
2025-02-27 05:42:00.978,6436097,16169446,41,9,9,2328,0,12,2147483647,
2025-02-27 05:42:01.025,6436097,829019646,30,6,7,1374,48,84,2147483647,
2025-02-27 05:42:01.049,6436098,829020227,37,9,255,1832,48,72,2147483647,
2025-02-27 05:42:01.056,6436226,829020227,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:01.070,6436137,16169230,255,8,8,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:01.071,6436097,16169230,28,8,7,674,64,72,2147483647,
2025-02-27 05:42:01.079,6436097,15887472,32,9,255,2398,0,12,2147483647,
2025-02-27 05:42:01.094,6436238,15941914,31,15,15,1433,16,36,1498,
2025-02-27 05:42:01.107,6436226,15941914,255,10,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:01.112,6436097,16169531,32,7,8,2566,16,36,2147483647,
2025-02-27 05:42:01.112,6436137,16169531,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:01.114,6436096,16169546,31,10,5,2252,0,24,2147483647,
2025-02-27 05:42:01.116,6436098,16290933,29,9,10,2496,0,48,2147483647,
2025-02-27 05:42:01.133,6436226,16290933,255,9,6,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:01.120,6436238,16290933,255,15,9,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:01.134,6436097,16169480,27,15,10,1095,16,36,2147483647,
2025-02-27 05:42:01.134,6436238,15884461,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:01.196,6436098,16169163,35,10,8,2528,0,12,2147483647,
2025-02-27 05:42:01.196,6436138,16169163,255,11,6,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:01.199,6436238,16291991,29,9,9,1750,48,84,1135,
2025-02-27 05:42:01.205,6436238,15941954,29,11,11,2042,48,60,1199,
2025-02-27 05:42:01.280,6436098,15940963,31,11,12,1806,32,48,2147483647,
2025-02-27 05:42:01.347,6436137,16169558,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:01.347,6436097,16169558,31,12,9,1395,0,24,2147483647,
2025-02-27 05:42:01.349,6436096,829020130,10,7,255,507,48,96,2147483647,
2025-02-27 05:42:01.362,6436096,828963969,28,6,8,2397,64,96,2147483647,
2025-02-27 05:42:01.367,6436226,829020130,255,0,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:01.378,6436226,828963969,255,5,4,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:01.365,6436238,828963969,255,5,5,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:01.372,6436238,15797716,14,8,255,1951,16,36,887,
2025-02-27 05:42:01.397,6436098,15886738,12,8,8,907,32,72,2147483647,
2025-02-27 05:42:01.398,6436138,15886738,255,13,8,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:01.402,6436238,829019825,30,15,15,999,16,36,1096,
2025-02-27 05:42:01.458,6436098,16169561,30,10,255,1599,48,60,2147483647,
2025-02-27 05:42:01.460,6436096,15797717,34,12,7,2233,32,48,2147483647,
2025-02-27 05:42:01.489,6436238,15941964,28,11,11,1242,32,72,809,
2025-02-27 05:42:01.533,6436238,15941784,29,12,12,2136,16,72,1178,
2025-02-27 05:42:01.552,6436098,16166663,52,13,10,2257,16,60,2147483647,
2025-02-27 05:42:01.568,6436226,16166663,255,11,10,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:01.555,6436238,16166663,255,15,15,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:01.569,6436096,15887368,28,4,5,1282,32,60,2147483647,
2025-02-27 05:42:01.590,6436226,15887368,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:01.577,6436238,15887368,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:01.622,6436096,16291992,57,8,8,2206,16,36,2147483647,
2025-02-27 05:42:01.635,6436098,16291996,11,8,5,1061,64,84,2147483647,
2025-02-27 05:42:01.676,6436096,829020217,34,8,3,2578,48,96,2147483647,
2025-02-27 05:42:01.684,6436226,829020217,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:01.671,6436238,829020217,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:01.680,6436098,16169106,11,10,6,531,0,72,2147483647,
2025-02-27 05:42:01.714,6436098,16290850,32,7,7,2066,0,60,2147483647,
2025-02-27 05:42:01.725,6436138,15794397,255,6,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:01.725,6436098,15794397,35,6,8,2269,32,48,2147483647,
2025-02-27 05:42:01.740,6436096,15794626,45,8,8,2346,32,60,2147483647,
2025-02-27 05:42:01.741,6436136,15794626,255,13,12,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:01.796,6436238,15794626,255,15,15,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:01.809,6436226,15887474,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:01.796,6436238,15887474,30,13,13,1688,0,12,2039,
2025-02-27 05:42:01.822,6436097,16169563,29,8,8,1624,0,0,2147483647,
2025-02-27 05:42:01.815,6436238,16169563,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:01.839,6436098,15941975,8,9,255,1158,48,60,2147483647,
2025-02-27 05:42:01.855,6436097,16291758,45,12,15,2392,0,24,2147483647,
2025-02-27 05:42:01.855,6436097,15887406,31,2,1,1603,0,12,2147483647,
2025-02-27 05:42:01.916,6436238,828963441,30,8,255,1535,0,60,1720,
2025-02-27 05:42:01.935,6436098,16169553,25,7,12,2367,32,48,2147483647,
2025-02-27 05:42:01.930,6436238,16169553,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:02.094,6436098,15797718,28,14,255,2489,48,60,2147483647,
2025-02-27 05:42:02.100,6436238,16169475,33,12,12,2283,32,48,1607,
2025-02-27 05:42:02.116,6436238,829020167,34,6,6,2341,48,48,1618,
2025-02-27 05:42:02.129,6436096,15941936,31,8,6,2105,16,48,2147483647,
2025-02-27 05:42:02.146,6436097,15941966,28,6,8,884,80,96,2147483647,
2025-02-27 05:42:02.171,6436097,829020049,23,3,4,1324,16,48,2147483647,
2025-02-27 05:42:02.171,6436137,829020049,255,5,8,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:02.192,6436238,16291998,19,14,255,2243,0,12,1601,
2025-02-27 05:42:02.435,6436098,15887478,33,11,12,3500,32,60,2147483647,
2025-02-27 05:42:02.441,6436226,15887478,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:02.428,6436238,15887478,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:02.444,6436096,829020130,11,6,255,42,48,96,2147483647,
2025-02-27 05:42:02.449,6436226,829020130,255,0,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:02.444,6436138,829020130,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:02.562,6436098,15887444,30,10,255,1543,32,60,2147483647,
2025-02-27 05:42:02.559,6436238,15887444,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:02.592,6436138,15886005,255,13,9,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:02.592,6436096,15886005,35,7,9,2247,32,60,2147483647,
2025-02-27 05:42:02.605,6436238,15886005,255,14,14,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:02.667,6436098,15887475,37,7,255,3315,0,24,2147483647,
2025-02-27 05:42:02.724,6436097,16291999,35,10,8,2407,80,96,2147483647,
2025-02-27 05:42:02.770,6436098,15887409,16,9,9,1092,48,60,2147483647,
2025-02-27 05:42:02.775,6436097,15887441,27,6,6,1042,64,84,2147483647,
2025-02-27 05:42:02.775,6436137,15887441,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:02.771,6436238,15887409,255,11,8,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:02.787,6436098,15872833,35,7,9,1997,2048,84,2147483647,
2025-02-27 05:42:02.791,6436096,16222942,29,12,7,2214,0,24,2147483647,
2025-02-27 05:42:02.792,6436136,16222942,255,7,6,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:02.803,6436097,15797706,16,11,8,1307,16,36,2147483647,
2025-02-27 05:42:02.821,6436098,16169551,39,8,7,2033,48,60,2147483647,
2025-02-27 05:42:02.816,6436238,16169551,255,14,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:02.899,6436096,15797478,36,7,6,2381,48,72,2147483647,
2025-02-27 05:42:02.899,6436136,15797478,255,4,3,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:02.913,6436097,15797713,15,12,10,2131,16,36,2147483647,
2025-02-27 05:42:02.916,6436137,829020222,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:02.916,6436097,829020222,29,3,255,971,80,108,2147483647,
2025-02-27 05:42:02.909,6436238,15797478,255,9,6,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:02.911,6436238,16222942,255,13,9,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:02.943,6436098,15797686,25,13,255,2218,32,72,2147483647,
2025-02-27 05:42:02.984,6436238,828964258,29,12,12,916,0,96,1320,
2025-02-27 05:42:03.000,6436098,16169562,36,12,10,2348,16,36,2147483647,
2025-02-27 05:42:02.994,6436238,16169562,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:03.040,6436098,16291933,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:03.040,6436238,16228853,31,9,9,2669,32,36,2367,
2025-02-27 05:42:03.053,6436226,16291933,255,11,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:03.040,6436238,16291933,33,15,15,3218,32,60,3318,
2025-02-27 05:42:03.079,6436096,16291993,27,9,8,1149,0,24,2147483647,
2025-02-27 05:42:03.090,6436096,16291986,28,12,9,1643,16,36,2147483647,
2025-02-27 05:42:03.098,6436226,16291986,255,12,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:03.085,6436238,16291986,255,8,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:03.101,6436098,829020130,9,11,255,362,80,96,2147483647,
2025-02-27 05:42:03.094,6436238,829020130,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:03.132,6436098,16291989,27,10,11,2007,16,60,2147483647,
2025-02-27 05:42:03.126,6436238,16291989,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:03.228,6436098,15797644,5,6,5,544,48,96,2147483647,
2025-02-27 05:42:03.260,6436097,15887482,32,14,255,2346,0,12,2147483647,
2025-02-27 05:42:03.384,6436238,828962054,38,15,15,2508,32,60,1782,
2025-02-27 05:42:03.499,6436098,829020220,15,8,255,1207,128,48,2147483647,
2025-02-27 05:42:03.536,6436097,15797693,39,11,255,2459,0,0,2147483647,
2025-02-27 05:42:03.570,6436096,16291412,39,6,7,2343,0,24,2147483647,
2025-02-27 05:42:03.595,6436097,15797700,30,9,7,1825,80,96,2147483647,
2025-02-27 05:42:03.610,6436226,829020131,30,9,255,2052,48,60,2515,
2025-02-27 05:42:03.612,6436238,16291412,255,9,9,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:03.626,6436238,16289896,30,15,15,2190,0,24,2168,
2025-02-27 05:42:03.653,6436098,829020221,8,6,4,1797,80,96,2147483647,
2025-02-27 05:42:03.706,6436096,829020219,26,6,9,659,64,96,2147483647,
2025-02-27 05:42:03.730,6436098,16291980,41,15,6,2291,32,36,2147483647,
2025-02-27 05:42:03.753,6436098,15887463,2,8,5,335,64,84,2147483647,
2025-02-27 05:42:03.766,6436097,15940648,39,13,9,2146,0,36,2147483647,
2025-02-27 05:42:03.813,6436238,15887477,29,13,255,2329,32,48,871,
2025-02-27 05:42:03.821,6436098,829020231,29,13,255,2632,64,72,2147483647,
2025-02-27 05:42:03.841,6436238,15940648,255,11,9,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:03.896,6436096,16169435,31,7,8,2421,16,24,2147483647,
2025-02-27 05:42:03.913,6436097,15797619,31,12,10,2045,16,48,2147483647,
2025-02-27 05:42:03.905,6436238,16169564,29,15,255,2924,0,24,1978,
2025-02-27 05:42:03.910,6436238,16169435,255,9,9,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:03.919,6436098,16291994,46,12,10,2201,16,36,2147483647,
2025-02-27 05:42:03.930,6436097,15797720,31,8,5,609,32,48,2147483647,
2025-02-27 05:42:03.950,6436097,16289530,29,8,5,2164,0,24,2147483647,
2025-02-27 05:42:03.950,6436098,829020232,31,9,255,1937,64,84,2147483647,
2025-02-27 05:42:03.951,6436137,16289530,255,9,6,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:03.973,6436098,16291973,33,7,6,2424,48,60,2147483647,
2025-02-27 05:42:03.982,6436226,16291973,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:03.969,6436238,16291973,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:03.990,6436097,15941948,13,11,8,1841,16,24,2147483647,
2025-02-27 05:42:03.990,6436137,15941948,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:04.014,6436238,15797709,28,7,255,2288,32,36,1339,
2025-02-27 05:42:04.028,6436098,15729487,31,7,10,2240,32,72,2147483647,
2025-02-27 05:42:04.033,6436096,16169530,35,7,4,2109,0,24,2147483647,
2025-02-27 05:42:04.026,6436238,16291967,28,13,13,1555,64,84,1281,
2025-02-27 05:42:04.044,6436226,16169530,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:04.031,6436238,16169530,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:04.140,6436098,16169562,33,12,10,2710,16,36,2147483647,
2025-02-27 05:42:04.146,6436226,16169562,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:04.133,6436238,16169562,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:04.158,6436097,16169488,39,13,6,2132,0,24,2147483647,
2025-02-27 05:42:04.187,6436097,16291960,9,12,14,564,32,108,2147483647,
2025-02-27 05:42:04.219,6436238,15941958,43,15,1,2504,16,48,1781,
2025-02-27 05:42:04.271,6436098,15797714,12,11,255,678,32,84,2147483647,
2025-02-27 05:42:04.288,6436098,15886417,44,10,9,2109,32,48,2147483647,
2025-02-27 05:42:04.292,6436096,15887483,14,11,10,1639,16,36,2147483647,
2025-02-27 05:42:04.298,6436226,15887483,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:04.285,6436238,15887483,255,11,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:04.400,6436238,15886646,24,15,10,2592,48,60,1598,
2025-02-27 05:42:04.424,6436098,16291581,28,13,9,2447,32,48,2147483647,
2025-02-27 05:42:04.441,6436238,15941979,19,13,255,2523,64,72,1992,
2025-02-27 05:42:04.491,6436096,829020233,1,6,255,-225,96,108,2147483647,
2025-02-27 05:42:04.497,6436226,829020233,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:04.484,6436238,829020233,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:04.500,6436098,829020214,12,9,255,1799,48,84,2147483647,
2025-02-27 05:42:04.502,6436097,829020077,25,10,11,1999,16,24,2147483647,
2025-02-27 05:42:04.502,6436096,15941972,28,10,255,2316,16,36,2147483647,
2025-02-27 05:42:04.509,6436226,15941972,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:04.507,6436098,829020226,9,7,255,1633,16,84,2147483647,
2025-02-27 05:42:04.516,6436097,15941980,36,14,11,3092,0,12,2147483647,
2025-02-27 05:42:04.516,6436098,15941959,56,15,255,2419,64,60,2147483647,
2025-02-27 05:42:04.581,6436226,15941960,255,8,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:04.568,6436238,15941960,31,10,10,1121,0,24,1257,
2025-02-27 05:42:04.578,6436098,15941508,41,9,8,2280,48,60,2147483647,
2025-02-27 05:42:04.578,6436138,15941508,255,10,12,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:04.642,6436096,15940019,25,8,8,973,0,24,2147483647,
2025-02-27 05:42:04.649,6436136,829020229,15,7,5,1414,128,168,2147483647,
2025-02-27 05:42:04.726,6436096,15818787,31,12,8,2558,16,48,2147483647,
2025-02-27 05:42:04.767,6436098,15887484,28,13,255,2900,64,72,2147483647,
2025-02-27 05:42:04.778,6436097,16168453,28,12,8,2033,16,24,2147483647,
2025-02-27 05:42:04.814,6436097,829020170,21,9,255,1793,32,72,2147483647,
2025-02-27 05:42:04.815,6436238,829020170,255,8,8,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:04.838,6436238,15887485,31,15,255,3316,32,48,3331,
2025-02-27 05:42:04.849,6436098,828960199,29,11,9,1841,0,24,2147483647,
2025-02-27 05:42:04.849,6436138,828960199,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:04.867,6436238,828960199,255,255,255,2147483647,4294967295,2147483647,2147483647,
2025-02-27 05:42:04.891,6436097,15797398,28,9,8,2393,16,48,2147483647,
