Datetime,Serving_Cell_Id, Call_Id, ta
2025-02-27 05:30:54.975,6436098,16291007,16,
2025-02-27 05:30:54.978,6436096,15940988,48,
2025-02-27 05:30:54.977,6436238,15886417,16,
2025-02-27 05:30:55.003,6436097,15796753,32,
2025-02-27 05:30:55.008,6436238,15796595,48,
2025-02-27 05:30:55.011,6436238,16168154,64,
2025-02-27 05:30:55.029,6436098,15818787,0,
2025-02-27 05:30:55.132,6436098,15884461,16,
2025-02-27 05:30:55.146,6436098,16291049,32,
2025-02-27 05:30:55.157,6436097,16291044,16,
2025-02-27 05:30:55.173,6436238,16291039,48,
2025-02-27 05:30:55.196,6436098,15796742,48,
2025-02-27 05:30:55.204,6436098,16168574,32,
2025-02-27 05:30:55.221,6436096,16168580,32,
2025-02-27 05:30:55.265,6436097,15941009,48,
2025-02-27 05:30:55.337,6436097,16168500,16,
2025-02-27 05:30:55.338,6436096,15796754,48,
2025-02-27 05:30:55.356,6436096,828964660,32,
2025-02-27 05:30:55.369,6436098,15886118,32,
2025-02-27 05:30:55.396,6436178,828964318,64,
2025-02-27 05:30:55.409,6436097,15886550,32,
2025-02-27 05:30:55.414,6436096,15940925,16,
2025-02-27 05:30:55.426,6436097,16168060,0,
2025-02-27 05:30:55.441,6436098,16291055,64,
2025-02-27 05:30:55.470,6436098,16291045,16,
2025-02-27 05:30:55.663,6436098,15940963,32,
2025-02-27 05:30:55.684,6436096,828964610,0,
2025-02-27 05:30:55.723,6436238,16291046,32,
2025-02-27 05:30:55.768,6436098,16290933,0,
2025-02-27 05:30:55.806,6436096,828963504,32,
2025-02-27 05:30:55.809,6436178,828964603,32,
2025-02-27 05:30:55.832,6436097,15796756,16,
2025-02-27 05:30:55.836,6436097,828964215,16,
2025-02-27 05:30:55.849,6436098,16168572,16,
2025-02-27 05:30:55.875,6436096,16291056,16,
2025-02-27 05:30:55.981,6436098,15941011,64,
2025-02-27 05:30:55.995,6436238,15940934,64,
2025-02-27 05:30:56.008,6436097,828964549,48,
2025-02-27 05:30:56.037,6436097,15940817,0,
2025-02-27 05:30:56.041,6436238,15940833,48,
2025-02-27 05:30:56.095,6436098,16290850,32,
2025-02-27 05:30:56.107,6436097,15737616,0,
2025-02-27 05:30:56.124,6436097,828964548,48,
2025-02-27 05:30:56.146,6436097,15796757,16,
2025-02-27 05:30:56.147,6436178,16168582,48,
2025-02-27 05:30:56.185,6436238,828963441,0,
2025-02-27 05:30:56.219,6436096,15940686,32,
2025-02-27 05:30:56.223,6436096,15796743,48,
2025-02-27 05:30:56.243,6436098,15796727,16,
2025-02-27 05:30:56.244,6436178,16291057,48,
2025-02-27 05:30:56.261,6436238,16291058,64,
2025-02-27 05:30:56.264,6436238,16290787,0,
2025-02-27 05:30:56.271,6436238,15886566,64,
2025-02-27 05:30:56.275,6436238,16291021,80,
2025-02-27 05:30:56.301,6436178,15729487,48,
2025-02-27 05:30:56.324,6436097,15886535,0,
2025-02-27 05:30:56.354,6436097,15886553,0,
2025-02-27 05:30:56.393,6436096,15941000,32,
