Datetime,Serving_Cell_Id, Call_Id, measurementId,rsrpRslt,rsrqRslt,nCellCount,pci_1,rsrp_1,rsrq_1,pci_2,rsrp_2,rsrq_2,pci_3,rsrp_3,rsrq_3,pci_4,rsrp_4,rsrq_4,pci_5,rsrp_5,rsrq_5,pci_6,rsrp_6,rsrq_6,pci_7,rsrp_7,rsrq_7,pci_8,rsrpv,rsrq_8
2025-02-27 05:58:27.898,6436097,829020790,8,29,19,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:27.918,6436098,16292917,8,36,17,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:27.938,6436097,16170637,8,64,23,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:27.958,6436096,16222942,9,67,23,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:27.998,6436097,16168453,8,56,23,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:28.058,6436096,16170710,8,52,14,1,389,47,1,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:28.098,6436097,16170716,8,47,22,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:28.228,6436097,16170272,8,67,24,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:28.418,6436097,16293258,8,67,29,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:28.478,6436096,16293252,10,46,18,3,9,41,8,10,39,2,388,39,5,,,,,,,,,,,,,,,,
2025-02-27 05:58:28.508,6436096,16293246,10,70,17,1,389,67,15,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:28.518,6436097,16289530,9,47,18,2,226,42,13,183,40,7,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:28.538,6436097,16170705,8,56,23,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:28.538,6436097,16170717,8,59,24,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:28.418,6436097,829021136,14,33,11,1,226,36,17,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:28.438,6436098,15943146,8,52,11,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:28.498,6436098,15943133,8,67,16,1,387,63,9,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:28.558,6436098,829021268,17,36,12,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:28.588,6436096,15943131,9,51,16,3,117,43,2,389,43,1,11,41,4,,,,,,,,,,,,,,,,
2025-02-27 05:58:28.588,6436096,15798832,9,51,11,2,10,53,12,389,46,0,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:28.598,6436098,829021270,21,41,14,1,387,37,5,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:28.658,6436098,15943084,8,47,11,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:28.678,6436098,15888695,8,47,7,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:28.778,6436096,15798827,8,47,17,2,11,42,5,241,42,5,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:28.778,6436098,15943143,8,53,14,1,387,46,0,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:28.868,6436137,829021217,21,28,11,2,363,24,2,156,24,2,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:28.898,6436098,15942991,12,64,14,1,387,62,15,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:29.178,6436228,829021283,22,40,18,2,253,37,11,108,35,8,,,,,,,,,,,,,,,,,,,
2025-02-27 05:58:29.198,6436096,829021050,1,47,16,1,389,43,5,,,,,,,,,,,,,,,,,,,,,,
