Datetime,Serving_Cell_Id, Call_Id, measurementId,rsrpRslt,rsrqRslt,nCellCount,pci_1,rsrp_1,rsrq_1,pci_2,rsrp_2,rsrq_2,pci_3,rsrp_3,rsrq_3,pci_4,rsrp_4,rsrq_4,pci_5,rsrp_5,rsrq_5,pci_6,rsrp_6,rsrq_6,pci_7,rsrp_7,rsrq_7,pci_8,rsrpv,rsrq_8
2025-02-27 05:32:13.445,6436238,828964768,2,36,21,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:13.445,6436098,15886666,8,60,23,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:13.465,6436098,15941119,8,47,20,1,388,43,11,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:13.465,6436098,15872833,5,52,16,3,252,46,4,225,43,0,183,35,0,,,,,,,,,,,,,,,,
2025-02-27 05:32:13.465,6436238,15941125,8,33,23,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:13.485,6436238,15941049,9,47,24,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:13.495,6436238,15940897,17,60,22,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:13.425,6436097,16289530,9,57,21,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:13.465,6436238,16290787,19,39,24,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:13.465,6436096,828964752,17,62,17,1,389,56,11,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:13.485,6436097,16168060,11,48,20,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:13.485,6436238,16291155,17,41,24,1,253,33,7,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:13.485,6436096,828964788,8,47,20,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:13.505,6436098,16168646,11,41,21,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:13.615,6436238,828962054,3,51,24,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:13.625,6436098,16291182,8,52,18,1,388,50,17,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:13.625,6436096,16291153,9,60,15,2,389,57,15,242,52,6,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:13.645,6436238,16102365,9,43,22,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:13.665,6436238,16168528,17,44,24,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:13.515,6436228,828964237,3,49,25,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:13.535,6436098,15796871,8,52,11,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:13.575,6436098,828964789,17,36,13,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:13.635,6436137,828964612,6,43,21,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:13.655,6436098,15941095,9,54,15,1,388,49,8,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:13.675,6436098,15884461,9,58,19,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:13.675,6436238,828964769,3,48,16,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:13.695,6436228,828964043,8,57,25,1,300,40,0,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:13.755,6436096,828964786,2,42,17,1,117,39,8,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:13.755,6436098,15941126,8,60,20,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:13.795,6436238,15941087,8,39,23,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:13.815,6436238,15885154,15,55,24,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:13.835,6436098,15886403,8,54,19,1,387,43,0,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:13.855,6436238,828964758,15,43,21,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:13.855,6436238,828964759,26,46,14,2,155,45,13,108,38,3,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:13.855,6436238,15886654,10,52,23,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:13.725,6436238,16167876,10,72,30,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:13.785,6436238,16291046,9,67,26,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:13.845,6436238,16167919,9,43,23,1,108,32,1,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:13.895,6436238,15886660,10,49,23,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:13.955,6436238,15796255,2,38,22,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:13.975,6436098,15796863,8,32,11,3,242,31,10,225,30,9,11,27,2,,,,,,,,,,,,,,,,
2025-02-27 05:32:13.975,6436097,15883322,9,57,23,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:13.975,6436136,828964706,21,30,12,4,104,31,11,151,27,7,302,25,0,152,24,0,,,,,,,,,,,,,
2025-02-27 05:32:13.975,6436098,15818787,11,72,17,1,387,69,11,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:13.995,6436228,15795556,9,57,21,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:13.995,6436238,15886498,11,59,22,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:14.075,6436098,828964791,19,36,8,2,11,36,6,117,35,6,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:14.095,6436238,15886417,10,56,26,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:13.885,6436098,828964780,8,55,16,2,225,52,9,390,48,3,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:13.905,6436238,16168679,10,58,22,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:13.905,6436098,828964657,18,45,13,4,242,44,13,338,40,6,241,40,4,111,39,2,,,,,,,,,,,,,
2025-02-27 05:32:13.925,6436238,16168687,10,36,26,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:13.925,6436238,16168695,8,34,21,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:13.945,6436097,16168686,8,47,15,2,44,44,8,394,41,3,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:14.065,6436238,16291182,10,47,24,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:14.085,6436096,828964752,17,59,15,2,389,56,9,98,54,5,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:14.165,6436096,828964574,1,35,13,2,31,31,4,389,28,0,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:14.165,6436238,16291184,8,61,22,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:14.265,6436096,16291176,8,48,19,2,389,42,9,241,40,6,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:14.285,6436098,16167169,9,53,13,2,338,52,9,387,50,5,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:14.185,6436238,15886633,10,37,23,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:14.195,6436098,828959225,9,55,14,1,387,56,19,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:14.215,6436178,828964682,21,41,15,2,442,38,8,79,37,7,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:14.215,6436238,15074519,10,59,27,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:14.235,6436098,15884458,9,64,18,1,387,65,15,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:14.315,6436098,828964711,24,46,9,3,11,47,11,387,46,17,117,43,3,,,,,,,,,,,,,,,,
2025-02-27 05:32:14.355,6436098,15941127,5,68,16,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:14.315,6436178,16168485,8,43,18,2,442,35,6,384,34,7,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:14.325,6436238,16290488,9,61,23,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:14.325,6436098,16291183,8,28,6,1,441,24,2,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:14.345,6436096,16291189,8,48,10,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:14.465,6436178,828964691,14,45,8,2,182,45,8,387,42,3,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:14.505,6436098,16166663,10,65,18,1,387,63,16,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:14.505,6436098,16168154,12,45,16,2,183,39,4,225,36,7,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:14.595,6436228,828964775,8,41,22,1,253,34,7,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:14.595,6436098,16290361,9,41,14,2,388,39,12,226,33,0,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:14.605,6436098,828964792,17,44,0,4,387,51,8,241,50,4,117,49,7,11,49,5,,,,,,,,,,,,,
2025-02-27 05:32:14.605,6436096,828964793,16,57,13,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:14.625,6436096,16168696,8,55,19,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:14.745,6436098,16168645,17,65,20,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:14.825,6436178,828964598,18,43,19,2,182,38,12,84,34,5,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:14.845,6436096,828964792,1,51,9,4,117,51,9,241,49,2,11,46,0,389,45,0,,,,,,,,,,,,,
2025-02-27 05:32:14.415,6436238,828963169,4,49,24,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:14.715,6436097,15941105,8,54,21,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:14.715,6436096,15885868,8,63,19,1,389,58,8,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:14.755,6436098,15886161,8,60,17,1,387,55,6,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:14.855,6436096,828964434,1,57,20,1,389,50,10,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:14.895,6436097,15941112,9,57,22,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:14.915,6436098,15886656,11,56,20,1,387,49,12,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:14.915,6436097,15796823,8,59,20,1,183,53,7,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:14.915,6436178,15796489,10,56,18,1,387,46,0,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:14.955,6436097,15796872,9,54,18,2,338,48,14,242,47,5,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:14.995,6436238,15941128,8,52,26,1,253,31,0,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:14.995,6436096,15940548,10,49,18,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:14.995,6436097,15886667,10,48,19,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:15.055,6436098,15796747,8,46,18,1,225,43,7,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:14.915,6436097,16168681,8,57,21,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:14.935,6436097,16291162,10,49,20,1,226,41,0,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:14.995,6436096,16222942,9,63,23,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:15.145,6436096,16168641,8,54,20,1,389,50,15,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:15.235,6436238,16291152,8,36,21,2,300,26,1,253,16,0,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:15.325,6436238,16291144,8,36,22,1,155,28,4,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:15.325,6436097,16168689,10,43,13,3,226,40,6,394,39,2,44,38,0,,,,,,,,,,,,,,,,
2025-02-27 05:32:15.355,6436097,16291190,8,59,16,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:15.415,6436238,16291191,8,45,24,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:15.155,6436097,828964732,27,51,14,2,338,50,13,226,43,4,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:15.175,6436238,15796865,8,41,19,1,108,36,10,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:15.215,6436096,15941106,8,55,19,2,389,46,3,11,45,7,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:15.255,6436096,15940686,9,42,17,2,11,41,10,441,36,1,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:15.415,6436238,828964782,14,37,20,1,300,38,20,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:15.555,6436098,15941091,10,54,15,3,338,54,12,10,53,6,242,51,3,,,,,,,,,,,,,,,,
2025-02-27 05:32:15.585,6436178,15886593,8,51,8,1,186,49,4,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:15.585,6436097,828964378,16,52,24,1,338,43,8,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:15.535,6436097,16290888,8,42,20,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:15.535,6436096,16168697,8,61,19,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:15.535,6436178,828962663,3,53,10,2,397,47,2,78,46,0,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:15.575,6436238,16228853,10,51,23,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:15.635,6436096,828963969,17,58,15,3,117,52,2,11,51,1,389,51,6,,,,,,,,,,,,,,,,
2025-02-27 05:32:15.665,6436097,16291185,10,43,19,3,272,42,5,9,39,1,226,37,3,,,,,,,,,,,,,,,,
2025-02-27 05:32:15.725,6436238,828955565,2,45,22,1,253,26,8,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:15.735,6436098,16289896,8,47,16,1,388,40,3,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:15.595,6436238,15886646,8,53,22,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:15.635,6436097,15796866,8,55,20,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:15.655,6436097,828964213,16,41,17,1,272,33,0,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:15.675,6436098,15886668,8,40,5,3,11,43,16,117,38,4,387,37,2,,,,,,,,,,,,,,,,
2025-02-27 05:32:15.735,6436238,15886241,8,48,24,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:15.755,6436098,828964597,2,59,5,1,387,54,1,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:15.755,6436096,15941129,9,47,5,3,11,51,13,117,47,3,241,46,3,,,,,,,,,,,,,,,,
2025-02-27 05:32:15.775,6436098,15886479,8,41,11,2,387,38,6,117,37,6,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:15.815,6436178,15941092,10,38,18,1,182,38,10,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:15.895,6436096,15796873,9,52,22,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:15.895,6436096,15940019,8,37,20,1,10,31,9,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:15.915,6436097,15941120,8,32,14,3,394,30,10,226,28,5,52,27,2,,,,,,,,,,,,,,,,
2025-02-27 05:32:15.915,6436096,828964734,16,46,13,3,11,41,5,389,41,5,117,40,2,,,,,,,,,,,,,,,,
2025-02-27 05:32:15.955,6436098,828964377,5,49,11,1,387,49,13,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:15.975,6436096,828964794,19,58,17,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:15.975,6436096,15941055,9,54,22,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:15.995,6436097,15886661,8,60,21,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:16.015,6436097,15886669,8,52,20,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:16.075,6436097,15941130,8,58,20,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:15.915,6436238,16168690,8,40,22,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:16.015,6436097,16291192,9,49,21,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:16.175,6436097,16168649,9,51,19,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:16.205,6436097,16168698,9,45,19,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:16.255,6436097,16291193,9,46,19,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:16.315,6436098,16289962,9,44,20,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:16.335,6436096,16291167,8,66,24,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:16.395,6436178,16168699,8,67,18,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:16.425,6436098,828964795,17,51,17,5,338,43,2,388,38,7,226,38,0,184,37,0,390,36,0,,,,,,,,,,
2025-02-27 05:32:16.435,6436097,828964624,9,48,10,2,183,48,8,389,47,7,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:16.125,6436098,828964751,30,56,14,1,338,56,14,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:16.175,6436098,828964658,9,39,13,2,242,34,10,338,34,10,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:16.195,6436096,828963922,20,44,13,3,117,39,9,11,37,5,389,34,0,,,,,,,,,,,,,,,,
2025-02-27 05:32:16.195,6436096,15886399,10,54,19,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:16.215,6436096,828964299,8,45,17,1,389,44,18,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:16.245,6436097,15941115,8,37,19,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:16.265,6436097,15886640,8,62,20,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:16.365,6436098,15886670,8,65,23,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:16.405,6436097,828964411,14,31,17,1,226,27,10,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:16.495,6436178,15796859,10,51,16,1,442,44,12,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:16.495,6436238,828964380,13,29,19,2,300,23,12,253,17,0,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:16.495,6436098,15796858,10,53,16,2,387,44,1,11,43,0,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:16.505,6436178,15796868,10,55,14,1,442,48,5,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:16.525,6436238,15796860,8,47,25,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:16.525,6436097,15941121,8,54,17,1,338,47,3,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:16.485,6436238,16168683,9,53,20,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:16.525,6436178,828964696,17,51,16,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:16.525,6436178,828964754,15,50,16,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:16.545,6436238,16291194,8,61,23,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:16.545,6436096,16291179,8,42,20,1,10,32,3,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:16.565,6436097,16291088,8,61,19,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:16.565,6436098,16288084,3,56,24,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:16.675,6436097,16166899,8,48,20,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:16.825,6436238,16168700,8,45,21,1,253,23,0,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:16.845,6436178,828964698,11,47,15,1,182,45,10,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:16.845,6436097,16168453,8,48,19,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:16.745,6436097,15796874,9,44,19,1,226,36,8,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:16.745,6436098,15796819,8,32,16,1,225,30,12,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:16.785,6436238,15796869,8,42,24,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:16.805,6436097,15796609,8,61,15,1,389,60,11,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:16.835,6436096,15886005,12,57,17,3,389,52,10,117,50,5,11,49,4,,,,,,,,,,,,,,,,
2025-02-27 05:32:16.845,6436097,15941083,9,47,21,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:16.885,6436097,828964636,16,29,12,3,272,29,10,221,27,7,9,24,4,,,,,,,,,,,,,,,,
2025-02-27 05:32:16.885,6436097,15886649,8,49,20,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:16.955,6436238,15796815,9,49,25,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:16.955,6436097,15941131,9,50,21,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:16.965,6436238,15886671,9,47,26,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:17.025,6436098,15886672,9,50,19,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:17.045,6436238,15796595,5,43,17,1,155,42,13,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:17.115,6436098,15886118,9,60,17,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:17.115,6436096,15941132,8,64,15,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:17.135,6436138,828964797,10,53,23,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:17.175,6436097,15940648,11,50,18,1,183,46,4,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:17.265,6436098,828964798,17,60,9,4,387,59,15,98,55,5,11,52,0,241,52,0,,,,,,,,,,,,,
2025-02-27 05:32:17.325,6436098,15941116,8,67,22,1,387,51,0,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:17.365,6436137,15941103,10,30,20,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:17.405,6436096,15796867,9,52,13,1,389,46,12,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:17.445,6436178,15796840,9,72,17,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:17.545,6436138,828964785,23,36,21,1,302,29,10,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:17.545,6436238,15940662,14,46,18,1,300,40,9,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:17.565,6436238,15886664,8,33,19,2,155,28,8,115,26,3,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:17.605,6436096,15940943,11,45,11,1,389,47,13,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:16.915,6436097,16291173,8,67,20,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:16.945,6436098,16291186,8,50,19,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:16.965,6436098,16291195,8,58,21,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:17.065,6436097,16168692,8,62,20,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:17.085,6436178,16168701,8,45,19,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:17.125,6436097,16290933,14,61,13,2,389,60,21,98,53,7,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:17.475,6436178,828964318,17,37,14,6,384,34,7,367,32,4,442,32,5,182,31,2,78,31,1,79,31,0,,,,,,,
2025-02-27 05:32:17.625,6436238,16168702,9,43,20,2,155,36,5,108,32,3,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:17.705,6436238,16291156,8,36,22,1,300,27,4,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:17.805,6436096,16166533,8,38,21,1,10,28,8,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:17.855,6436097,16291187,8,63,22,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:17.855,6436097,16291030,8,50,19,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:17.625,6436098,15940963,8,57,18,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:17.675,6436238,15794397,9,49,23,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:17.695,6436238,15941122,8,37,27,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:17.735,6436097,15940562,10,43,17,1,387,35,6,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:17.735,6436178,15886665,8,48,19,1,442,40,3,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:17.745,6436098,828962359,29,51,8,5,338,48,4,225,47,2,242,47,2,241,46,0,183,45,0,,,,,,,,,,
2025-02-27 05:32:17.765,6436097,15796185,9,41,17,1,52,37,5,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:17.785,6436097,15941123,8,51,21,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:17.805,6436096,15796849,10,52,20,3,117,46,14,231,46,10,389,41,1,,,,,,,,,,,,,,,,
2025-02-27 05:32:17.855,6436096,828964753,9,39,12,3,117,37,6,11,37,6,389,34,6,,,,,,,,,,,,,,,,
2025-02-27 05:32:17.905,6436097,15796872,9,47,15,3,338,43,12,225,40,6,226,40,6,,,,,,,,,,,,,,,,
2025-02-27 05:32:17.925,6436096,15940981,8,61,20,1,389,52,3,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:17.945,6436098,15886672,9,51,17,1,387,49,13,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:17.965,6436238,15886673,8,39,22,1,300,38,16,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:18.005,6436096,15794626,10,65,16,1,389,64,14,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:18.005,6436097,15940817,8,55,21,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:18.045,6436097,828964765,9,51,15,2,226,52,16,389,44,0,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:18.085,6436098,15886651,8,39,20,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:18.085,6436097,15737616,15,73,22,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:32:18.085,6436098,828964258,14,43,16,1,225,37,4,,,,,,,,,,,,,,,,,,,,,,
