Datetime,Serving_Cell_Id, Call_Id, measurementId,rsrpRslt,rsrqRslt,nCellCount,pci_1,rsrp_1,rsrq_1,pci_2,rsrp_2,rsrq_2,pci_3,rsrp_3,rsrq_3,pci_4,rsrp_4,rsrq_4,pci_5,rsrp_5,rsrq_5,pci_6,rsrp_6,rsrq_6,pci_7,rsrp_7,rsrq_7,pci_8,rsrpv,rsrq_8
2025-02-27 05:41:57.928,6436098,16169562,9,55,20,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:41:57.968,6436098,16291989,9,48,15,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:41:57.968,6436097,16291982,9,61,26,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:41:57.968,6436097,16289530,9,51,21,1,183,44,5,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:41:57.968,6436096,16169530,9,61,15,1,389,56,14,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:41:57.968,6436238,16228853,10,49,19,1,108,36,0,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:41:57.988,6436098,16169557,8,51,13,2,387,50,9,11,45,1,,,,,,,,,,,,,,,,,,,
2025-02-27 05:41:58.028,6436096,16291993,8,43,20,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:41:58.098,6436137,16291849,10,30,23,1,139,20,5,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:41:58.278,6436097,829020218,16,55,17,2,226,54,15,394,47,1,,,,,,,,,,,,,,,,,,,
2025-02-27 05:41:58.368,6436238,828962054,3,56,24,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:41:58.508,6436098,16291987,8,33,16,1,225,29,6,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:41:58.528,6436238,16289896,11,41,18,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:41:58.548,6436097,16168453,8,54,23,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:41:58.548,6436097,16169558,10,48,23,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:41:58.168,6436096,829020193,9,47,13,3,389,41,6,11,40,4,117,39,3,,,,,,,,,,,,,,,,
