Datetime,Serving_Cell_Id, Call_Id, ta
2025-02-27 05:30:54.948,6436097,15941001,16,
2025-02-27 05:30:54.956,6436097,16168553,0,
2025-02-27 05:30:55.011,6436098,15940980,32,
2025-02-27 05:30:55.033,6436178,16168578,80,
2025-02-27 05:30:55.054,6436098,16291038,32,
2025-02-27 05:30:55.190,6436096,15796303,48,
2025-02-27 05:30:55.455,6436096,15886564,0,
2025-02-27 05:30:55.549,6436097,15940829,32,
2025-02-27 05:30:55.549,6436238,15940662,48,
2025-02-27 05:30:55.563,6436097,15941010,0,
2025-02-27 05:30:55.576,6436178,15940999,48,
2025-02-27 05:30:55.654,6436097,16168581,16,
2025-02-27 05:30:55.690,6436238,15796755,32,
2025-02-27 05:30:55.728,6436238,828964665,64,
2025-02-27 05:30:55.757,6436238,15886551,48,
2025-02-27 05:30:55.813,6436097,15886458,0,
2025-02-27 05:30:55.874,6436097,16291030,0,
2025-02-27 05:30:55.937,6436096,15940981,0,
2025-02-27 05:30:55.964,6436098,15886565,16,
2025-02-27 05:30:56.022,6436098,828963198,48,
2025-02-27 05:30:56.170,6436097,15886552,16,
2025-02-27 05:30:56.180,6436098,16291047,16,
2025-02-27 05:30:56.234,6436238,828963725,16,
2025-02-27 05:30:56.360,6436098,16168561,48,
2025-02-27 05:30:56.464,6436097,828962127,80,
2025-02-27 05:30:56.472,6436097,16168562,16,
2025-02-27 05:30:56.506,6436097,15796758,16,
2025-02-27 05:30:56.534,6436097,828964446,32,
2025-02-27 05:30:56.695,6436178,828964598,64,
2025-02-27 05:30:56.720,6436098,15886555,48,
2025-02-27 05:30:56.727,6436096,16291024,0,
2025-02-27 05:30:56.753,6436137,828964612,96,
2025-02-27 05:30:56.757,6436096,15941012,16,
2025-02-27 05:30:56.759,6436238,16102365,64,
2025-02-27 05:30:56.819,6436097,15886418,80,
2025-02-27 05:30:56.854,6436096,16168410,16,
2025-02-27 05:30:56.969,6436098,15886403,0,
2025-02-27 05:30:57.004,6436098,16168583,48,
2025-02-27 05:30:57.184,6436238,16167876,0,
2025-02-27 05:30:57.254,6436238,15886452,64,
2025-02-27 05:30:57.350,6436098,828959225,48,
2025-02-27 05:30:57.429,6436178,16168485,0,
2025-02-27 05:30:57.597,6436097,15796760,16,
2025-02-27 05:30:57.790,6436096,15941003,0,
2025-02-27 05:30:57.819,6436238,16291031,16,
2025-02-27 05:30:57.836,6436096,15885868,32,
2025-02-27 05:30:57.892,6436098,15886161,0,
2025-02-27 05:30:58.004,6436098,828964667,64,
2025-02-27 05:30:58.111,6436098,15796747,32,
2025-02-27 05:30:58.238,6436138,828964398,112,
2025-02-27 05:30:58.240,6436238,15796748,16,
2025-02-27 05:30:58.285,6436097,15886559,16,
2025-02-27 05:30:58.288,6436096,16168576,16,
2025-02-27 05:30:58.348,6436238,828964380,0,
2025-02-27 05:30:58.368,6436098,15940943,48,
2025-02-27 05:30:58.372,6436098,16291051,64,
2025-02-27 05:30:58.415,6436097,16291043,0,
2025-02-27 05:30:58.414,6436238,16168569,64,
2025-02-27 05:30:58.543,6436097,15796761,80,
2025-02-27 05:30:58.661,6436097,16290888,16,
2025-02-27 05:30:58.741,6436238,828964664,0,
2025-02-27 05:30:58.755,6436096,15941017,16,
2025-02-27 05:30:58.791,6436096,15941006,16,
2025-02-27 05:30:58.804,6436098,16168528,32,
2025-02-27 05:30:58.842,6436136,828964659,144,
2025-02-27 05:30:58.852,6436098,828962359,32,
2025-02-27 05:30:59.110,6436098,16291008,32,
2025-02-27 05:30:59.123,6436238,15940897,32,
2025-02-27 05:30:59.156,6436098,15940985,48,
2025-02-27 05:30:59.178,6436238,15885154,32,
2025-02-27 05:30:59.249,6436097,15796752,16,
2025-02-27 05:30:59.344,6436238,828963169,16,
2025-02-27 05:30:59.351,6436238,15940971,32,
2025-02-27 05:30:59.359,6436178,16168579,48,
2025-02-27 05:30:59.507,6436097,16168428,0,
2025-02-27 05:30:59.617,6436097,15941020,224,
2025-02-27 05:30:59.675,6436098,15941008,16,
2025-02-27 05:30:59.791,6436097,16166899,16,
2025-02-27 05:30:59.858,6436098,16291065,48,
2025-02-27 05:30:59.868,6436097,15941001,16,
2025-02-27 05:30:59.921,6436096,15796489,48,
2025-02-27 05:30:59.928,6436097,15796609,0,
2025-02-27 05:30:59.954,6436178,16168578,80,
2025-02-27 05:31:00.077,6436097,16168553,0,
2025-02-27 05:31:00.311,6436096,15796303,48,
2025-02-27 05:31:00.375,6436096,15886564,0,
2025-02-27 05:31:00.454,6436096,16291067,16,
2025-02-27 05:31:00.483,6436097,15941010,0,
2025-02-27 05:31:00.511,6436097,15941021,0,
2025-02-27 05:31:00.574,6436097,16168581,0,
2025-02-27 05:31:00.611,6436238,15796755,32,
2025-02-27 05:31:00.669,6436097,15940829,32,
2025-02-27 05:31:00.670,6436238,15940662,48,
2025-02-27 05:31:00.696,6436178,15940999,48,
2025-02-27 05:31:00.752,6436238,15886576,48,
2025-02-27 05:31:00.763,6436178,15796766,16,
2025-02-27 05:31:00.884,6436098,15886565,16,
2025-02-27 05:31:00.934,6436097,15886458,0,
2025-02-27 05:31:00.994,6436097,16291030,0,
2025-02-27 05:31:01.057,6436096,15940981,0,
2025-02-27 05:31:01.142,6436098,828963198,48,
2025-02-27 05:31:01.280,6436098,16168561,48,
2025-02-27 05:31:01.290,6436097,15886552,16,
2025-02-27 05:31:01.300,6436098,16291047,16,
2025-02-27 05:31:01.355,6436238,828963725,16,
2025-02-27 05:31:01.426,6436097,15796758,16,
2025-02-27 05:31:01.585,6436097,828962127,80,
2025-02-27 05:31:01.655,6436097,828964446,32,
2025-02-27 05:31:01.677,6436096,15941012,16,
2025-02-27 05:31:01.788,6436097,16168581,0,
2025-02-27 05:31:01.815,6436178,828964598,64,
2025-02-27 05:31:01.841,6436098,15886555,48,
2025-02-27 05:31:01.873,6436137,828964612,96,
2025-02-27 05:31:01.880,6436238,16102365,64,
2025-02-27 05:31:01.924,6436098,16168583,32,
2025-02-27 05:31:01.940,6436097,15886418,80,
2025-02-27 05:31:01.974,6436096,16168410,16,
2025-02-27 05:31:02.089,6436098,15886403,0,
2025-02-27 05:31:02.196,6436238,15940999,64,
2025-02-27 05:31:02.276,6436098,15886577,16,
2025-02-27 05:31:02.305,6436238,16167876,0,
2025-02-27 05:31:02.375,6436238,15886452,64,
2025-02-27 05:31:02.470,6436098,828959225,48,
2025-02-27 05:31:02.517,6436097,15796760,16,
2025-02-27 05:31:02.549,6436178,16168485,0,
2025-02-27 05:31:02.755,6436238,15796769,32,
2025-02-27 05:31:02.910,6436096,15941003,0,
2025-02-27 05:31:02.924,6436098,828964667,64,
2025-02-27 05:31:02.940,6436238,16291031,16,
2025-02-27 05:31:02.956,6436096,15885868,16,
2025-02-27 05:31:03.012,6436098,15886161,0,
2025-02-27 05:31:03.224,6436178,15796303,64,
2025-02-27 05:31:03.231,6436098,15796747,32,
2025-02-27 05:31:03.354,6436178,15796489,48,
2025-02-27 05:31:03.358,6436138,828964398,112,
2025-02-27 05:31:03.363,6436178,15941012,16,
2025-02-27 05:31:03.361,6436238,15796748,16,
2025-02-27 05:31:03.408,6436096,16168576,16,
2025-02-27 05:31:03.463,6436097,15796761,80,
2025-02-27 05:31:03.469,6436238,828964380,0,
2025-02-27 05:31:03.488,6436098,15940943,48,
2025-02-27 05:31:03.535,6436238,16168569,64,
2025-02-27 05:31:03.670,6436238,16291072,48,
2025-02-27 05:31:03.675,6436096,15941017,16,
2025-02-27 05:31:03.781,6436097,16290888,16,
2025-02-27 05:31:03.924,6436098,16168528,48,
2025-02-27 05:31:03.962,6436136,828964659,144,
2025-02-27 05:31:03.972,6436098,828962359,32,
2025-02-27 05:31:04.230,6436098,16291008,32,
2025-02-27 05:31:04.244,6436238,15940897,32,
2025-02-27 05:31:04.277,6436098,15940985,48,
2025-02-27 05:31:04.299,6436238,15885154,32,
