Datetime,Serving_Cell_Id, Call_Id, plmnIdReserved,plmnId,mmeGroupId,mmeCode,mtmsi,mmeUeS1apId,enodebUeSiapId
2025-02-27 05:47:26.848,6436098,15798102,0,[B@37d28f02,32769,40,4170948186,184025116,226296,
2025-02-27 05:47:26.878,6436097,15942397,0,[B@15efda6c,32769,24,4282061226,133695512,945925,
2025-02-27 05:47:27.108,6436098,15942398,0,[B@6056232d,32769,8,3314576462,163645529,1006330,
2025-02-27 05:47:27.188,6436238,15942399,0,[B@33f2df51,32769,8,4077128270,163598509,673466,
2025-02-27 05:47:27.308,6436098,15798103,0,[B@107bfcb2,32769,8,3288374919,163653921,234105,
2025-02-27 05:47:27.411,6436138,829020606,0,[B@7bac686b,32769,16,4043743303,314617187,1389678,
2025-02-27 05:47:26.938,6436096,16292428,0,[B@2ab26378,32769,40,3773163671,137364029,2145618,
2025-02-27 05:47:27.168,6436098,16292429,0,[B@f9f3928,32769,16,3408556103,125833019,2173059,
2025-02-27 05:47:27.168,6436097,16169958,0,[B@404eca05,32769,16,3692206023,125883077,2773179,
2025-02-27 05:47:27.608,6436098,16292430,0,[B@58b91d57,32769,56,3582282261,546316204,2216509,
2025-02-27 05:47:27.788,6436097,16169959,0,[B@61a91c9b,32769,16,3692449505,125851147,2816348,
2025-02-27 05:47:27.678,6436098,15942400,0,[B@17092fff,32769,24,3917418677,301468070,681569,
2025-02-27 05:47:27.968,6436096,15798104,0,[B@2121d1f9,32769,8,3491684310,163584184,257451,
2025-02-27 05:47:28.248,6436098,16292431,0,[B@31e2232f,32769,56,4175594935,541068375,2252881,
2025-02-27 05:47:28.348,6436097,16169960,0,[B@1806bc4c,32769,24,4131712737,245370982,2848530,
2025-02-27 05:47:28.448,6436238,16292432,0,[B@462e1e64,32769,16,4095060170,125873121,2310251,
2025-02-27 05:47:28.448,6436238,16169961,0,[B@69afa141,32769,8,4069393488,163591384,2868145,
2025-02-27 05:47:26.786,6436097,829020605,0,[B@49f40c00,32769,8,3909811641,163612955,4294967295,
2025-02-27 05:47:28.528,6436097,15798105,0,[B@643d2dae,32769,8,4153437844,163660456,321310,
2025-02-27 05:47:29.388,6436098,15887902,0,[B@52d6d273,32769,16,3524781080,125874057,1446977,
2025-02-27 05:47:29.188,6436097,16292433,0,[B@4667c4c1,32769,16,3591224946,125857664,2014158,
2025-02-27 05:47:29.678,6436097,16169962,0,[B@2f9a4401,32769,40,3807645242,137364315,2925735,
2025-02-27 05:47:30.078,6436238,16292434,0,[B@22c75c01,32769,16,3240726979,125919320,2060588,
2025-02-27 05:47:30.198,6436096,16292435,0,[B@46e64760,32769,16,3759957850,125910808,2101702,
2025-02-27 05:47:30.258,6436136,16169963,0,[B@3e5fd2b1,32769,56,3617511648,544739504,2936889,
2025-02-27 05:47:29.978,6436136,15798106,0,[B@43982337,32769,56,4294967295,542120899,328030,
2025-02-27 05:47:30.208,6436096,15887903,0,[B@5b275811,32769,40,3553524584,276828081,1481152,
2025-02-27 05:47:30.348,6436098,15942401,0,[B@2f0ed952,32769,16,3609426573,125870418,723042,
2025-02-27 05:47:30.798,6436238,15887904,0,[B@6f044c58,32769,16,3556952974,125900481,1498856,
2025-02-27 05:47:30.988,6436098,15798107,0,[B@6d074b14,32769,40,3499142776,559943819,447,
2025-02-27 05:47:31.388,6436096,15887905,0,[B@c017175,32769,8,3707827702,163591139,1532487,
2025-02-27 05:47:31.750,6436097,829020607,0,[B@559cedee,32769,8,3615884719,125892090,1558570,
2025-02-27 05:47:31.628,6436096,16292436,0,[B@18371d89,32769,40,3586937347,605558017,2116144,
2025-02-27 05:47:31.668,6436096,16169964,0,[B@4f3faa70,32769,40,3434856275,279976813,2990944,
2025-02-27 05:47:32.148,6436098,15887906,0,[B@4832f03b,32769,24,4217903915,403185519,1631185,
2025-02-27 05:47:32.237,6436096,829020608,0,[B@7af3874e,32769,56,4253791115,541591854,1640126,
2025-02-27 05:47:32.295,6436098,829020609,0,[B@5a8816cc,32769,56,3415758792,339218593,1763,
2025-02-27 05:47:32.188,6436098,16292437,0,[B@68565bc7,32769,8,3389341402,163623482,2119530,
2025-02-27 05:47:32.708,6436238,16292438,0,[B@37baddde,32769,16,3969074188,125908675,2150631,
2025-02-27 05:47:32.778,6436097,16169965,0,[B@5115f590,32769,40,3415698290,904925046,2685241,
2025-02-27 05:47:32.458,6436238,15887907,0,[B@4b31a708,32769,40,3717007478,559941042,1342487,
2025-02-27 05:47:32.568,6436098,15798108,0,[B@11e355ca,32769,40,3337347595,559940275,4723,
2025-02-27 05:47:33.058,6436097,15887908,0,[B@70d63e05,32769,8,4186785617,163669866,1365591,
2025-02-27 05:47:33.036,6436096,829020610,0,[B@e11ecfa,32769,16,3876771769,46207117,2220724,
2025-02-27 05:47:33.290,6436098,829020612,0,[B@485e13d7,32769,40,3367820809,116918852,1411997,
2025-02-27 05:47:33.288,6436098,829020611,0,[B@43984213,32769,24,4230758295,54003502,36879,
2025-02-27 05:47:33.420,6436098,829020613,0,[B@2ff7a73,32769,56,3723312538,338692106,2720216,
2025-02-27 05:47:33.628,6436097,16292439,0,[B@38830ea,32769,8,3927639179,163609877,2233915,
2025-02-27 05:47:33.708,6436097,16169966,0,[B@3b705be7,32769,24,4012621077,187695995,2755960,
2025-02-27 05:47:33.636,6436098,829020614,0,[B@3a790e40,32769,56,3721618373,341314869,725001,
2025-02-27 05:47:34.128,6436097,15798109,0,[B@43acd79e,32769,16,4245850463,125868218,50345,
2025-02-27 05:47:34.188,6436098,15887909,0,[B@1e1b061,32769,40,3892171870,605559388,1477304,
2025-02-27 05:47:34.250,6436098,829020615,0,[B@38f77cd9,32769,56,3266232229,344462285,55645,
2025-02-27 05:47:34.388,6436098,15942402,0,[B@4a8e6e89,32769,40,3703934543,277351521,747546,
2025-02-27 05:47:34.228,6436098,16169967,0,[B@6fbb4061,32769,56,3834122292,546311796,2825237,
2025-02-27 05:47:34.638,6436096,16292440,0,[B@63d5874f,32769,40,4243719343,907025886,2267647,
2025-02-27 05:47:34.748,6436097,15798110,0,[B@60c73e58,32769,16,3793420844,125844472,103549,
2025-02-27 05:47:34.678,6436098,829020616,0,[B@5984feef,32769,8,3507087455,285221719,1484894,
2025-02-27 05:47:34.763,6436098,829020617,0,[B@6c0905f6,32769,8,3650116485,285219360,777106,
2025-02-27 05:47:34.888,6436096,15887910,0,[B@23a918c7,32769,56,3919409901,544216515,1500566,
2025-02-27 05:47:35.108,6436098,15798111,0,[B@7a45d714,32769,56,3572251284,545784035,150423,
2025-02-27 05:47:34.977,6436098,829020618,0,[B@4483d35,32769,16,3526103731,46220556,2867340,
2025-02-27 05:47:35.328,6436098,15887911,0,[B@204abeff,32769,16,3271888632,125875783,1543119,
2025-02-27 05:47:35.408,6436098,15942403,0,[B@4b4ee511,32769,16,4186525637,125850474,799611,
2025-02-27 05:47:35.448,6436096,16169968,0,[B@1f67761b,32769,56,4207011088,541596710,2913212,
2025-02-27 05:47:35.568,6436096,16292441,0,[B@5a034157,32769,56,3820176151,546313964,2338207,
2025-02-27 05:47:36.228,6436098,15942404,0,[B@2f4ba1ae,32769,56,3270162070,543690159,825930,
2025-02-27 05:47:36.488,6436137,15798112,0,[B@1391af3b,32769,40,3251522002,562564606,197588,
2025-02-27 05:47:36.508,6436097,15887912,0,[B@3762c4fc,32769,16,4212369811,125926782,1546607,
2025-02-27 05:47:36.328,6436098,16169969,0,[B@77ab22be,32769,8,4178817410,163660448,2930853,
2025-02-27 05:47:36.538,6436097,16292442,0,[B@59fbb34,32769,16,3851702784,125870136,2014280,
2025-02-27 05:47:36.808,6436238,15942405,0,[B@1b6924cb,32769,8,3817879057,163664756,839203,
2025-02-27 05:47:37.076,6436097,829020619,0,[B@3a8d467e,32769,8,3633847454,306239044,266265,
2025-02-27 05:47:37.208,6436096,15942406,0,[B@141d3d43,32769,8,4294967295,163629103,887841,
2025-02-27 05:47:37.369,6436098,829020620,0,[B@6ca372ef,32769,56,4294967295,568335965,894802,
2025-02-27 05:47:37.718,6436098,16292443,0,[B@3ebe4ccc,32769,40,3637408242,558367766,2054684,
2025-02-27 05:47:37.708,6436098,15798113,0,[B@6ed043d3,32769,16,3524781080,125902115,311431,
2025-02-27 05:47:38.148,6436098,15798114,0,[B@135a8c6f,32769,40,3235047170,559421338,854,
2025-02-27 05:47:38.328,6436096,15942407,0,[B@6419a0e1,32769,8,3374070595,163654354,943520,
2025-02-27 05:47:38.408,6436238,15942408,0,[B@280d4882,32769,8,3407188560,163614357,672795,
2025-02-27 05:47:38.558,6436096,16169970,0,[B@44af588b,32769,24,3613797267,83365511,3002380,
2025-02-27 05:47:38.638,6436097,16292444,0,[B@3d19d85,32769,16,3960329587,125899264,2094006,
2025-02-27 05:47:38.368,6436238,15798115,0,[B@2ae62bb6,32769,16,4294967295,125839275,12116,
2025-02-27 05:47:38.968,6436098,15887913,0,[B@68ed3f30,32769,16,3424215256,125923821,1552434,
2025-02-27 05:47:39.588,6436098,15942409,0,[B@56b859a6,32769,24,3344595984,30938669,684764,
2025-02-27 05:47:39.288,6436238,16169971,0,[B@590adb41,32769,40,4125701433,559939874,2684677,
2025-02-27 05:47:39.568,6436096,16169972,0,[B@42aae04d,32769,8,4144525990,163670196,2685877,
2025-02-27 05:47:39.608,6436238,15942410,0,[B@43bf5397,32769,40,4294352608,139462645,724767,
2025-02-27 05:47:40.198,6436097,16169973,0,[B@575e572f,32769,24,3289793332,133699402,2687490,
2025-02-27 05:47:40.418,6436098,16292445,0,[B@58015e56,32769,8,3573687653,163605271,2132093,
2025-02-27 05:47:40.808,6436096,15887914,0,[B@4d3c6593,32769,8,3491095665,163585899,1574175,
2025-02-27 05:47:40.828,6436097,15798116,0,[B@7426a448,32769,40,3807645242,279973190,65105,
2025-02-27 05:47:40.848,6436097,15942411,0,[B@516462cc,32769,24,3346935954,30934160,737694,
2025-02-27 05:47:40.858,6436098,16169974,0,[B@3456558,32769,8,3927367225,163660942,2752491,
2025-02-27 05:47:40.866,6436096,829020621,0,[B@2dfb885e,32769,24,3793897744,432541068,2208984,
2025-02-27 05:47:41.068,6436097,16292446,0,[B@6cbe7d4d,32769,40,3304491451,559940938,2243298,
2025-02-27 05:47:41.168,6436098,16169975,0,[B@1e3e1014,32769,16,4294967295,125895539,2768256,
2025-02-27 05:47:41.208,6436097,15798117,0,[B@3679d92e,32769,40,3367583215,184029905,122442,
2025-02-27 05:47:41.228,6436136,15887915,0,[B@47b11ec7,32769,56,3268047029,546310832,1604151,
2025-02-27 05:47:41.428,6436096,15942412,0,[B@58fa5769,32769,40,3434856275,559942325,806139,
2025-02-27 05:47:41.508,6436098,16169976,0,[B@36aa52d2,32769,40,3900997973,419959419,2823109,
2025-02-27 05:47:41.828,6436096,15798118,0,[B@4ee25d80,32769,40,4020520304,559422154,130775,
2025-02-27 05:47:42.081,6436096,829020622,0,[B@16a35bd,32769,24,4230758295,54003502,2299852,
2025-02-27 05:47:42.148,6436096,16292447,0,[B@ba17be6,32769,8,4061394995,163597954,2015400,
2025-02-27 05:47:42.338,6436238,16292448,0,[B@6f798482,32769,16,3389971068,125878678,2071458,
2025-02-27 05:47:42.340,6436097,829020624,0,[B@332bcab0,32769,24,4233730246,388504856,196592,
2025-02-27 05:47:42.335,6436098,829020623,0,[B@633cc6b5,32769,40,3668135812,359144984,1676267,
2025-02-27 05:47:42.768,6436097,15798119,0,[B@6342ff7f,32769,40,4156599446,276825278,259397,
2025-02-27 05:47:42.968,6436238,15798120,0,[B@403c3a01,32769,16,3977752397,125838964,288158,
2025-02-27 05:47:43.098,6436096,16292449,0,[B@2daf06fc,32769,16,3590637629,125877018,2132407,
2025-02-27 05:47:43.178,6436096,829020625,0,[B@28237492,32769,16,3526103731,46220556,1344456,
2025-02-27 05:47:43.328,6436097,15887916,0,[B@5ceecfee,32769,40,3721666104,904925356,1365653,
2025-02-27 05:47:43.308,6436098,829020626,0,[B@7da31a40,32769,24,3812340423,6130,2145193,
2025-02-27 05:47:43.525,6436097,829020627,0,[B@28ee7bee,32769,16,4086831110,167868874,2883764,
2025-02-27 05:47:44.248,6436238,16292450,0,[B@1b5a1d85,32769,24,3307843806,245374741,2155837,
2025-02-27 05:47:44.288,6436098,16292451,0,[B@31e130bf,32769,24,3631302689,82843216,2216914,
2025-02-27 05:47:44.508,6436098,16169977,0,[B@54755dd9,32769,8,3416809185,163600968,2915379,
2025-02-27 05:47:43.998,6436097,15798121,0,[B@f1f7db2,32769,40,4241006582,139462718,319664,
2025-02-27 05:47:44.508,6436098,15887917,0,[B@4462efe1,32769,56,4093417999,541072508,1431809,
2025-02-27 05:47:44.808,6436098,15942413,0,[B@7c3e4b1a,32769,56,3721618373,545785195,857717,
2025-02-27 05:47:45.338,6436098,15887918,0,[B@2db4ad1,32769,16,4186525637,125916192,1480320,
2025-02-27 05:47:45.118,6436097,16169978,0,[B@765d55d5,32769,16,3793420844,125875651,2991994,
2025-02-27 05:47:45.528,6436238,16169979,0,[B@2513a118,32769,16,3540725800,125920919,2684717,
2025-02-27 05:47:45.588,6436097,16292452,0,[B@2bfb583b,32769,16,4213128770,125833941,2274236,
2025-02-27 05:47:46.218,6436098,16169980,0,[B@73ae0257,32769,24,4217903915,82841822,2732586,
2025-02-27 05:47:46.528,6436097,16292453,0,[B@6fc1020a,32769,16,3869053978,125890128,2313912,
2025-02-27 05:47:46.348,6436098,15887919,0,[B@5762658b,32769,16,3408556103,125908070,1491003,
2025-02-27 05:47:46.368,6436098,15798122,0,[B@2629d5dc,32769,16,3858833555,125861329,335524,
2025-02-27 05:47:46.488,6436096,829020629,0,[B@2596d7f4,32769,56,3922541624,337122008,2424,
2025-02-27 05:47:46.718,6436238,16169981,0,[B@42a0501e,32769,24,3307843806,354949172,2737225,
2025-02-27 05:47:45.684,6436097,829020628,0,[B@6aa3bfc,32769,8,3909811641,163612955,1547825,
2025-02-27 05:47:46.988,6436096,15942414,0,[B@6e4599c0,32769,16,3759957850,125923161,866285,
2025-02-27 05:47:47.158,6436238,15798123,0,[B@7dffda8b,32769,40,4271765990,562564679,4234,
2025-02-27 05:47:47.188,6436098,15798124,0,[B@3d1f558a,32769,16,4068755313,125868765,74133,
2025-02-27 05:47:47.298,6436096,16292454,0,[B@6abdec0e,32769,8,3491684310,163647520,2319053,
2025-02-27 05:47:47.298,6436238,16292455,0,[B@28f4f300,32769,8,3817879057,163610212,2015384,
2025-02-27 05:47:47.628,6436098,15887920,0,[B@2b5c4f17,32769,16,4229539529,125874673,1591128,
2025-02-27 05:47:47.708,6436096,15942415,0,[B@6ca8fcf3,32769,8,4294967295,163610993,907163,
2025-02-27 05:47:48.398,6436238,16292456,0,[B@69f0b0f4,32769,16,4095060170,125835990,2034124,
2025-02-27 05:47:48.508,6436098,16292457,0,[B@66933239,32769,16,3323801541,125926255,2067189,
2025-02-27 05:47:48.768,6436096,15798125,0,[B@2f7efd0b,32769,56,3820176151,543164077,130051,
