Datetime,Serving_Cell_Id, Call_Id, ulRetransErrorNumber,ulCrcInitTransTotalNumber,dlRetransErrorNumber,dlCode0InitTransTotalNumber,dlCode1InitTransTotalNumber,ulRbUsedNumber,dlRbUsedNumber,dlWidebandCqiCode0,dlWidebandCqiCode1,rankIndication
2025-02-27 05:58:33.105,6436098,15943132,0,162,0,348,0,3376,17379,5,4,0,
2025-02-27 05:58:33.185,6436238,15943143,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,9,255,0,
2025-02-27 05:58:33.325,6436238,16292742,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,15,15,1,
2025-02-27 05:58:33.362,6436097,829021228,1,914,0,395,0,11121,17149,7,255,0,
2025-02-27 05:58:33.448,6436098,829021292,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,8,255,0,
2025-02-27 05:58:33.455,6436238,16170722,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,9,9,1,
2025-02-27 05:58:33.705,6436098,15798839,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,10,9,1,
2025-02-27 05:58:33.693,6436238,15798839,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,255,
2025-02-27 05:58:34.065,6436228,829021282,0,45,6,90,63,900,9202,10,10,255,
2025-02-27 05:58:34.222,6436228,829021283,0,5,0,9,0,8,136,8,255,255,
2025-02-27 05:58:34.241,6436097,15798840,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,15,255,0,
2025-02-27 05:58:34.376,6436228,829021284,0,40,0,10,8,85,168,15,15,255,
2025-02-27 05:58:34.421,6436098,15798498,0,54,0,135,5,595,4474,11,7,0,
2025-02-27 05:58:34.447,6436096,828959225,0,526,0,98,0,268,5944,6,6,0,
2025-02-27 05:58:34.545,6436098,16170712,0,10,0,5,0,35,11,6,255,0,
2025-02-27 05:58:34.624,6436096,15943131,0,13,0,13,0,467,92,6,7,0,
2025-02-27 05:58:34.624,6436136,15943131,4294967295,4294967295,0,0,0,4294967295,0,255,255,255,
2025-02-27 05:58:34.763,6436098,829021096,0,47,0,42,1,936,727,5,2,0,
2025-02-27 05:58:34.896,6436098,16170726,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,13,255,0,
2025-02-27 05:58:34.984,6436097,15943144,0,513,0,15,0,353,26,13,255,0,
2025-02-27 05:58:35.039,6436098,16170416,0,140,0,323,197,335,913,9,6,1,
2025-02-27 05:58:35.092,6436098,15888597,0,121,0,449,0,1165,17969,10,4,0,
2025-02-27 05:58:35.417,6436238,829021275,0,155,0,636,203,2587,70881,13,8,255,
2025-02-27 05:58:35.484,6436238,829021276,0,21,0,24,24,52,77,15,15,255,
2025-02-27 05:58:35.509,6436098,15798839,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,5,7,3,
2025-02-27 05:58:35.497,6436238,15798839,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,255,
2025-02-27 05:58:35.497,6436228,15798839,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,255,
2025-02-27 05:58:35.562,6436098,15888642,0,8,0,6,0,6,14,12,0,0,
2025-02-27 05:58:35.614,6436097,16293248,2,538,0,115,112,383,6625,11,10,1,
2025-02-27 05:58:35.677,6436098,16293259,0,21,0,27,0,384,233,6,255,0,
2025-02-27 05:58:35.790,6436178,16293257,4294967295,4294967295,0,0,0,4294967295,0,255,255,255,
2025-02-27 05:58:35.790,6436098,16293257,0,15,0,4,1,3,24,10,14,1,
2025-02-27 05:58:35.779,6436228,16293257,4294967295,4294967295,0,0,0,4294967295,0,255,255,255,
2025-02-27 05:58:35.804,6436097,15798808,0,59,0,105,103,199,2836,15,8,1,
2025-02-27 05:58:35.953,6436097,16170593,0,545,0,139,134,488,4836,9,11,1,
2025-02-27 05:58:36.007,6436098,16170713,0,15,0,13,13,111,28,11,10,1,
2025-02-27 05:58:36.104,6436098,15943140,0,4,0,2,1,0,4,15,13,1,
2025-02-27 05:58:36.250,6436098,15943097,0,154,0,434,434,664,9429,10,12,1,
2025-02-27 05:58:36.337,6436098,829021264,0,97,0,162,168,2058,4866,9,9,1,
2025-02-27 05:58:36.482,6436096,829021122,1,651,0,483,0,6621,27153,6,6,0,
2025-02-27 05:58:36.493,6436097,15943149,0,462,0,27,0,844,162,6,255,0,
2025-02-27 05:58:36.524,6436178,829021280,0,519,0,53,0,100,2034,8,0,0,
2025-02-27 05:58:36.671,6436097,16293208,0,513,0,5,0,18,36,10,9,0,
2025-02-27 05:58:36.879,6436098,15888685,0,23,0,17,0,693,52,12,9,0,
2025-02-27 05:58:36.990,6436096,16293243,0,487,0,16,0,24,62,5,255,0,
2025-02-27 05:58:37.126,6436098,15798837,0,38,0,54,36,673,173,10,11,1,
2025-02-27 05:58:37.177,6436097,15943151,0,485,0,2,1,0,4,14,9,0,
2025-02-27 05:58:37.241,6436097,16293089,0,635,0,670,368,1140,9797,7,8,1,
2025-02-27 05:58:37.241,6436137,16293089,0,12,0,27,26,42,368,14,12,1,
2025-02-27 05:58:37.389,6436098,829021179,0,208,0,2695,176,12815,236060,5,4,0,
2025-02-27 05:58:37.403,6436098,15798725,0,34,0,21,4,320,47,11,3,0,
2025-02-27 05:58:37.467,6436098,15888707,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,12,255,0,
2025-02-27 05:58:37.540,6436097,16293053,0,542,0,126,0,429,320,10,15,0,
2025-02-27 05:58:37.561,6436098,16102365,0,139,0,188,0,498,588,11,9,0,
2025-02-27 05:58:37.653,6436238,829021281,0,71,4,160,18,1205,17049,12,12,255,
2025-02-27 05:58:37.713,6436097,15888696,0,490,0,5,3,0,16,11,12,1,
2025-02-27 05:58:37.702,6436238,15888696,4294967295,4294967295,0,0,0,4294967295,0,255,255,255,
2025-02-27 05:58:37.832,6436097,15798844,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,12,255,0,
2025-02-27 05:58:37.902,6436098,829021291,0,8,0,8,2,0,28,6,5,0,
2025-02-27 05:58:38.106,6436238,15943143,1,44,0,89,9,496,4865,13,13,255,
2025-02-27 05:58:38.225,6436098,15943132,0,213,0,587,0,3637,27095,6,4,0,
2025-02-27 05:58:38.246,6436238,16292742,2,230,0,284,284,753,4708,13,13,1,
2025-02-27 05:58:38.319,6436097,16293266,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,13,10,1,
2025-02-27 05:58:38.368,6436098,829021292,0,7,0,8,0,180,21,7,255,0,
2025-02-27 05:58:38.376,6436238,16170722,0,4,0,6,3,10,20,14,14,255,
2025-02-27 05:58:38.482,6436097,829021228,2,623,0,259,0,3724,12282,6,255,0,
2025-02-27 05:58:38.499,6436098,15798845,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,14,255,0,
2025-02-27 05:58:38.487,6436228,15798845,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,255,
2025-02-27 05:58:38.635,6436098,16170730,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,8,8,1,
2025-02-27 05:58:38.623,6436228,16170730,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,255,
2025-02-27 05:58:39.161,6436097,15798840,0,498,0,12,1,90,32,10,9,1,
2025-02-27 05:58:39.186,6436228,829021282,0,49,0,167,75,816,16880,11,255,0,
2025-02-27 05:58:39.497,6436228,829021284,0,62,0,21,20,1180,110,15,15,255,
2025-02-27 05:58:39.541,6436098,15798498,0,29,0,82,0,303,3257,14,7,0,
2025-02-27 05:58:39.567,6436096,828959225,0,529,0,88,2,346,6472,7,4,0,
2025-02-27 05:58:39.665,6436098,16170712,0,8,0,5,0,17,9,6,255,0,
2025-02-27 05:58:39.724,6436098,15888709,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,12,12,1,
2025-02-27 05:58:39.744,6436096,15943131,0,17,0,19,0,299,143,6,7,0,
2025-02-27 05:58:39.744,6436136,15943131,4294967295,4294967295,0,0,0,4294967295,0,255,255,255,
2025-02-27 05:58:39.816,6436098,16170726,0,8,0,8,1,0,28,7,11,1,
2025-02-27 05:58:39.883,6436098,829021096,0,54,0,164,5,424,9231,5,2,0,
2025-02-27 05:58:40.104,6436097,15943144,0,508,0,2,0,0,4,13,255,0,
2025-02-27 05:58:40.159,6436098,16170416,0,143,0,347,218,427,1201,13,8,0,
2025-02-27 05:58:40.212,6436098,15888597,0,144,0,505,81,3685,21974,11,7,0,
2025-02-27 05:58:40.225,6436097,16293266,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,13,15,1,
2025-02-27 05:58:40.213,6436228,16293266,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,255,
2025-02-27 05:58:40.213,6436238,16293266,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,255,
2025-02-27 05:58:40.247,6436098,15888710,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,7,255,0,
2025-02-27 05:58:40.429,6436098,15798839,0,4,0,4,4,0,12,9,9,1,
2025-02-27 05:58:40.418,6436238,15798839,4294967295,4294967295,0,0,0,4294967295,0,255,255,255,
2025-02-27 05:58:40.418,6436228,15798839,4294967295,4294967295,0,0,0,4294967295,0,255,255,255,
2025-02-27 05:58:40.538,6436238,829021275,0,50,0,210,58,529,19112,12,12,255,
2025-02-27 05:58:40.605,6436238,829021276,0,17,0,16,16,44,69,15,15,255,
2025-02-27 05:58:40.682,6436098,15888642,0,7,0,4,0,0,12,12,0,0,
2025-02-27 05:58:40.734,6436097,16293248,0,608,0,522,525,1216,37685,11,9,1,
2025-02-27 05:58:40.910,6436098,16293257,0,10,0,5,1,0,16,13,8,0,
2025-02-27 05:58:40.910,6436178,16293257,4294967295,4294967295,0,0,0,4294967295,0,255,255,255,
2025-02-27 05:58:40.900,6436228,16293257,4294967295,4294967295,0,0,0,4294967295,0,255,255,255,
2025-02-27 05:58:40.924,6436097,15798808,0,42,0,62,57,320,2282,15,6,1,
2025-02-27 05:58:41.073,6436097,16170593,0,541,0,126,143,258,4190,8,10,1,
2025-02-27 05:58:41.370,6436098,15943097,0,222,0,536,514,1066,11563,10,12,1,
2025-02-27 05:58:41.457,6436098,829021264,0,17,0,18,18,358,57,11,11,1,
2025-02-27 05:58:41.592,6436178,15798845,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,255,
2025-02-27 05:58:41.592,6436098,15798845,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,10,255,0,
2025-02-27 05:58:41.580,6436228,15798845,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,255,
2025-02-27 05:58:41.602,6436096,829021122,0,637,0,528,0,5122,31970,5,4,0,
2025-02-27 05:58:41.644,6436178,829021280,0,522,0,66,0,142,2652,8,0,0,
2025-02-27 05:58:41.720,6436097,15798849,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,6,255,0,
2025-02-27 05:58:41.791,6436097,16293208,0,511,0,4,0,18,5,6,9,1,
2025-02-27 05:58:41.999,6436098,15888685,0,27,0,27,0,1058,139,11,9,0,
2025-02-27 05:58:42.110,6436096,16293243,0,501,0,4,0,0,12,4,255,0,
2025-02-27 05:58:42.246,6436098,15798837,0,7,0,8,1,14,17,13,12,1,
2025-02-27 05:58:42.361,6436137,16293089,0,24,0,173,150,45,2493,13,12,0,
2025-02-27 05:58:42.361,6436097,16293089,0,562,0,692,494,1055,8457,6,8,1,
2025-02-27 05:58:42.387,6436098,15888707,0,2,0,2,0,0,4,14,255,0,
2025-02-27 05:58:42.509,6436098,829021179,2,264,2,2907,0,15072,271248,6,4,0,
2025-02-27 05:58:42.523,6436098,15798725,0,50,0,39,9,510,145,10,9,0,
2025-02-27 05:58:42.660,6436097,16293053,0,529,0,93,0,240,206,10,15,0,
2025-02-27 05:58:42.681,6436098,16102365,0,104,0,159,0,344,726,11,9,0,
2025-02-27 05:58:42.752,6436097,15798844,0,488,0,5,3,4,14,10,8,0,
2025-02-27 05:58:42.774,6436238,829021281,0,37,1,83,78,1293,8632,12,12,255,
2025-02-27 05:58:43.065,6436238,15943132,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4,4,1,
2025-02-27 05:58:43.159,6436097,16170736,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,13,255,0,
2025-02-27 05:58:43.227,6436238,15943143,1,18,2,23,24,41,179,13,13,255,
2025-02-27 05:58:43.367,6436238,16292742,1,44,0,51,51,375,551,14,14,1,
2025-02-27 05:58:43.483,6436098,16170737,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,13,255,0,
2025-02-27 05:58:43.488,6436098,829021292,0,7,0,6,0,244,21,7,255,0,
2025-02-27 05:58:43.555,6436098,16170730,0,8,0,8,8,354,15,8,8,1,
2025-02-27 05:58:43.544,6436228,16170730,4294967295,4294967295,0,0,0,4294967295,0,255,255,255,
2025-02-27 05:58:43.602,6436097,829021228,0,568,0,117,0,2021,6583,8,255,0,
2025-02-27 05:58:44.307,6436228,829021282,0,38,0,147,77,652,15304,11,11,255,
2025-02-27 05:58:44.618,6436228,829021284,0,51,0,10,10,1650,44,15,15,255,
2025-02-27 05:58:44.644,6436098,15888709,0,30,0,37,36,228,108,13,9,0,
2025-02-27 05:58:44.661,6436098,15798498,0,30,0,30,0,537,100,15,7,0,
2025-02-27 05:58:44.666,6436098,15888715,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,9,255,0,
2025-02-27 05:58:44.687,6436096,828959225,0,517,0,83,43,194,6803,8,4,0,
2025-02-27 05:58:44.864,6436096,15943131,0,10,0,9,0,195,49,6,7,0,
2025-02-27 05:58:44.864,6436136,15943131,4294967295,4294967295,0,0,0,4294967295,0,255,255,255,
2025-02-27 05:58:45.003,6436098,829021096,0,77,0,277,3,926,17721,6,6,0,
2025-02-27 05:58:45.145,6436097,16293266,0,70,0,12,9,14,28,7,11,1,
2025-02-27 05:58:45.134,6436228,16293266,4294967295,4294967295,0,0,0,4294967295,0,255,255,255,
2025-02-27 05:58:45.134,6436238,16293266,4294967295,4294967295,0,0,0,4294967295,0,255,255,255,
2025-02-27 05:58:45.279,6436098,16170416,0,132,0,329,130,359,838,10,7,1,
2025-02-27 05:58:45.292,6436098,15888716,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,9,13,1,
2025-02-27 05:58:45.332,6436098,15888597,0,86,0,267,3,880,9184,11,5,0,
2025-02-27 05:58:45.659,6436238,829021275,0,9,0,37,37,94,3048,13,13,255,
2025-02-27 05:58:45.726,6436238,829021276,0,52,0,44,45,278,652,12,12,255,
2025-02-27 05:58:45.854,6436097,16293248,2,554,0,260,241,470,19410,10,11,1,
2025-02-27 05:58:46.030,6436178,16293257,4294967295,4294967295,0,0,0,4294967295,0,255,255,255,
2025-02-27 05:58:46.030,6436098,16293257,0,21,2,39,24,124,166,13,10,0,
2025-02-27 05:58:46.021,6436228,16293257,4294967295,4294967295,0,0,0,4294967295,0,255,255,255,
2025-02-27 05:58:46.044,6436097,15798808,0,6,0,2,2,0,4,15,8,1,
2025-02-27 05:58:46.145,6436098,15798853,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,11,11,1,
2025-02-27 05:58:46.193,6436097,16170593,0,543,0,114,114,460,4734,8,10,1,
2025-02-27 05:58:46.287,6436096,829021305,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,9,6,1,
2025-02-27 05:58:46.287,6436136,829021305,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,255,
2025-02-27 05:58:46.490,6436098,15943097,0,207,0,533,523,885,7967,11,12,1,
2025-02-27 05:58:46.512,6436178,15798845,4294967295,4294967295,0,0,0,4294967295,0,255,255,255,
2025-02-27 05:58:46.512,6436098,15798845,0,10,0,7,0,18,14,9,255,0,
2025-02-27 05:58:46.501,6436228,15798845,4294967295,4294967295,0,0,0,4294967295,0,255,255,255,
2025-02-27 05:58:46.577,6436098,829021264,0,143,3,342,337,1804,7149,12,11,1,
2025-02-27 05:58:46.640,6436097,15798849,0,462,0,3,0,0,8,6,255,0,
2025-02-27 05:58:46.722,6436096,829021122,1,570,0,276,55,2725,18641,2,2,1,
2025-02-27 05:58:46.759,6436097,15888717,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,14,12,1,
2025-02-27 05:58:46.764,6436178,829021280,0,522,0,71,0,134,2563,8,0,0,
2025-02-27 05:58:46.911,6436097,16293208,0,518,0,66,30,1048,4284,10,6,0,
2025-02-27 05:58:47.069,6436098,16170741,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,13,255,0,
2025-02-27 05:58:47.119,6436098,15888685,0,13,0,7,0,10,16,11,9,0,
2025-02-27 05:58:47.366,6436098,15798837,0,9,0,7,7,7,26,10,12,1,
2025-02-27 05:58:47.481,6436097,16293089,0,569,0,606,283,1067,10046,11,6,0,
2025-02-27 05:58:47.481,6436137,16293089,0,23,0,117,106,40,1546,13,11,1,
2025-02-27 05:58:47.629,6436098,829021179,4,262,2,3011,53,17142,278641,6,5,0,
2025-02-27 05:58:47.643,6436098,15798725,0,53,0,29,1,571,111,11,7,0,
2025-02-27 05:58:47.780,6436097,16293053,0,535,0,106,0,302,235,10,15,0,
2025-02-27 05:58:47.801,6436098,16102365,0,131,0,199,6,491,789,11,8,0,
2025-02-27 05:58:47.986,6436238,15943132,0,25,0,53,9,586,3216,6,6,255,
2025-02-27 05:58:48.079,6436097,16170736,0,499,0,2,0,0,4,13,255,0,
2025-02-27 05:58:48.348,6436238,15943143,0,3,0,4,4,11,12,12,12,255,
2025-02-27 05:58:48.403,6436098,16170737,0,14,0,19,3,332,306,13,10,0,
2025-02-27 05:58:48.488,6436238,16292742,0,43,0,48,48,171,303,13,13,1,
2025-02-27 05:58:48.722,6436097,829021228,0,562,0,61,0,1355,3800,7,255,0,
2025-02-27 05:58:49.428,6436228,829021282,1,30,0,31,31,1366,896,12,12,255,
2025-02-27 05:58:49.586,6436098,15888715,0,9,0,4,0,23,10,6,255,0,
2025-02-27 05:58:49.739,6436228,829021284,0,31,0,38,38,430,2316,13,13,255,
2025-02-27 05:58:49.764,6436098,15888709,0,3,0,2,1,0,4,13,10,0,
2025-02-27 05:58:49.781,6436098,15798498,0,7,0,4,1,0,12,10,6,0,
2025-02-27 05:58:49.807,6436096,828959225,0,576,0,99,70,313,7146,7,5,0,
2025-02-27 05:58:49.867,6436097,15888717,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,14,12,1,
2025-02-27 05:58:49.856,6436238,15888717,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,255,
2025-02-27 05:58:49.984,6436096,15943131,0,17,0,20,0,303,154,6,5,0,
2025-02-27 05:58:49.984,6436136,15943131,4294967295,4294967295,0,0,0,4294967295,0,255,255,255,
2025-02-27 05:58:50.123,6436098,829021096,1,87,3,331,21,2967,29344,5,4,0,
2025-02-27 05:58:50.212,6436098,15888716,0,11,0,12,2,56,21,12,15,0,
2025-02-27 05:58:50.265,6436097,16293266,0,42,0,65,59,262,230,9,11,1,
2025-02-27 05:58:50.255,6436228,16293266,4294967295,4294967295,0,0,0,4294967295,0,255,255,255,
2025-02-27 05:58:50.255,6436238,16293266,4294967295,4294967295,0,0,0,4294967295,0,255,255,255,
2025-02-27 05:58:50.286,6436096,16170745,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4,255,0,
2025-02-27 05:58:50.399,6436098,16170416,0,140,0,321,234,496,909,9,8,1,
2025-02-27 05:58:50.452,6436098,15888597,0,26,0,78,8,246,3643,9,6,0,
2025-02-27 05:58:50.780,6436238,829021275,0,46,0,82,82,309,3773,12,12,255,
2025-02-27 05:58:50.858,6436098,15798856,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,11,8,1,
2025-02-27 05:58:50.847,6436238,829021276,0,40,0,40,40,182,272,15,15,255,
2025-02-27 05:58:50.974,6436097,16293248,0,592,0,8,8,7,20,11,10,1,
2025-02-27 05:58:51.065,6436098,15798853,0,11,0,12,12,308,164,11,11,1,
2025-02-27 05:58:51.150,6436178,16293257,4294967295,4294967295,0,0,0,4294967295,0,255,255,255,
2025-02-27 05:58:51.150,6436098,16293257,0,11,0,6,1,2,14,12,9,0,
2025-02-27 05:58:51.142,6436228,16293257,4294967295,4294967295,0,0,0,4294967295,0,255,255,255,
2025-02-27 05:58:51.164,6436097,15798808,0,49,0,77,68,196,3069,15,6,1,
2025-02-27 05:58:51.313,6436097,16170593,0,665,0,153,146,936,5118,9,12,1,
2025-02-27 05:58:51.610,6436098,15943097,0,144,0,422,417,590,8266,10,11,1,
2025-02-27 05:58:51.632,6436178,15798845,4294967295,4294967295,0,0,0,4294967295,0,255,255,255,
2025-02-27 05:58:51.632,6436098,15798845,0,6,0,4,0,0,12,9,255,0,
2025-02-27 05:58:51.622,6436228,15798845,4294967295,4294967295,0,0,0,4294967295,0,255,255,255,
2025-02-27 05:58:51.697,6436098,829021264,0,30,0,75,73,701,1361,9,9,1,
2025-02-27 05:58:51.760,6436097,15798849,0,542,0,14,0,114,50,6,255,0,
2025-02-27 05:58:51.842,6436096,829021122,0,614,0,175,4,1371,9890,1,3,1,
2025-02-27 05:58:51.884,6436178,829021280,0,625,0,61,0,145,2615,8,0,0,
2025-02-27 05:58:51.989,6436098,16170741,0,5,0,3,0,81,12,13,255,0,
2025-02-27 05:58:52.031,6436097,16293208,0,614,0,5,5,30,10,8,7,1,
2025-02-27 05:58:52.124,6436097,15943166,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,13,255,0,
2025-02-27 05:58:52.239,6436098,15888685,0,21,0,25,0,428,197,11,9,0,
2025-02-27 05:58:52.486,6436098,15798837,0,16,0,13,6,16,36,13,8,0,
2025-02-27 05:58:52.601,6436137,16293089,0,24,0,90,82,38,1206,13,11,1,
