Datetime,Serving_Cell_Id, Call_Id, eRabCount,eRabThroughputStatList[0].eRabId,eRabThroughputStatList[0].qci,eRabThroughputStatList[0].ulDataVolume,eRabThroughputStatList[0].dlDataVolume,eRabThroughputStatList[1].eRabId,eRabThroughputStatList[1].qci,eRabThroughputStatList[1].ulDataVolume,eRabThroughputStatList[1].dlDataVolume,eRabThroughputStatList[2].eRabId,eRabThroughputStatList[2].qci,eRabThroughputStatList[2].ulDataVolume,eRabThroughputStatList[2].dlDataVolume,eRabThroughputStatList[3].eRabId,eRabThroughputStatList[3].qci,eRabThroughputStatList[3].ulDataVolume,eRabThroughputStatList[3].dlDataVolume,eRabThroughputStatList[4].eRabId,eRabThroughputStatList[4].qci,eRabThroughputStatList[4].ulDataVolume,eRabThroughputStatList[4].dlDataVolume,eRabThroughputStatList[5].eRabId,eRabThroughputStatList[5].qci,eRabThroughputStatList[5].ulDataVolume,eRabThroughputStatList[5].dlDataVolume,eRabThroughputStatList[6].eRabId,eRabThroughputStatList[6].qci,eRabThroughputStatList[6].ulDataVolume,eRabThroughputStatList[6].dlDataVolume,eRabThroughputStatList[7].eRabId,eRabThroughputStatList[7].qci,eRabThroughputStatList[7].ulDataVolume,eRabThroughputStatList[7].dlDataVolume
2025-02-27 05:36:31.609,6436097,16291244,3,5,9,35536,293847,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:31.610,6436098,16291566,2,5,9,0,96,6,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:31.760,6436096,829019823,2,5,9,0,0,6,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:31.899,6436097,16169058,3,5,9,0,0,6,8,0,0,7,5,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:32.441,6436098,16169091,2,5,9,0,0,6,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:32.867,6436226,16169103,2,5,8,19888,749880,6,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:32.871,6436098,15941507,3,5,9,0,0,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:33.036,6436098,16291547,2,5,8,333,327,6,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:33.149,6436098,16169074,1,5,8,4827,250159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:33.185,6436098,16168748,3,5,9,196,168,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:33.185,6436238,16169104,2,5,8,626,531,6,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:33.257,6436238,15886921,3,5,9,22361,22041,6,5,0,0,7,8,0,40,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:33.396,6436238,15796989,3,5,9,17910,204418,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:33.556,6436098,16291569,2,5,9,0,216,6,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:33.550,6436238,16291569,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:33.606,6436226,829019787,3,5,9,4574,366,6,5,0,0,7,8,0,1237,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:33.625,6436097,15887011,2,5,9,1236,190,6,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:33.677,6436096,829019818,3,5,9,186,104,6,8,0,0,7,5,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:33.696,6436226,829019799,3,5,9,2469,2586,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:33.711,6436098,828964598,3,5,9,0,0,7,5,0,0,6,1,9719,5637,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:33.772,6436097,828964380,3,5,9,74709,727014,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:33.816,6436098,16291570,3,6,5,0,0,5,8,0,0,8,9,382,635,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:33.827,6436098,16168693,3,5,9,122,78,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:33.842,6436096,15797241,2,5,8,98,126,6,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:34.236,6436097,15941519,1,5,9,502,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:34.385,6436097,828962127,4,5,9,8475,2190,6,5,0,0,7,8,0,2206,8,7,0,0,,,,,,,,,,,,,,,,,
2025-02-27 05:36:34.487,6436096,828959225,3,5,9,15424,119138,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:34.580,6436238,15940897,3,5,9,11909,357856,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:34.676,6436137,828964612,2,5,8,230,248,6,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:34.784,6436098,15941414,3,5,9,78448,710847,6,8,0,608,7,5,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:34.872,6436238,15885154,3,5,9,126208,0,6,5,0,0,7,8,0,632566,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:34.889,6436098,15886403,3,5,9,41900,38049,6,8,0,15277,7,7,0,7486,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:35.520,6436238,829019619,3,5,9,25064,38392,7,5,0,0,6,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:35.572,6436098,15887016,2,5,8,0,421,6,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:35.946,6436238,15886998,3,5,9,0,0,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:36.032,6436098,15796747,2,5,9,7850,536,6,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:36.028,6436238,16102365,3,5,9,11579,19210,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:36.100,6436096,15886992,2,5,8,9485,28796,6,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:36.345,6436137,16291559,3,5,9,29502,595147,6,8,0,0,7,5,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:36.387,6436238,828963725,3,5,9,14431,103732,6,5,0,0,7,8,0,12658,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:36.573,6436096,829019813,2,5,8,10586,657197,6,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:36.729,6436097,16291244,3,5,9,103599,46628,6,5,0,0,7,8,0,13453,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:37.019,6436097,16169058,3,5,9,172,168,6,8,0,0,7,5,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:37.481,6436138,829019832,3,5,9,0,0,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:37.795,6436098,16169109,3,5,9,308,490,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:37.931,6436097,15941527,3,5,9,0,0,6,5,0,0,7,8,0,516,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:38.116,6436098,829019834,2,5,9,0,0,6,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:38.156,6436098,16291547,2,5,8,106,76,6,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:38.305,6436098,16168748,3,5,9,237,288,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:38.378,6436238,15886921,3,5,9,43039,340775,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:38.430,6436238,829019821,3,5,9,12364,11706,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:38.517,6436238,15796989,3,5,9,12384,184580,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:38.590,6436238,829019823,2,5,9,0,96,6,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:38.624,6436238,15797247,2,5,9,564,9381,6,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:38.727,6436226,829019787,3,5,9,193,78,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:38.797,6436096,829019818,3,5,9,1695,412,6,8,0,52,7,5,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:38.817,6436226,829019799,3,5,9,522,567,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:38.831,6436098,828964598,3,5,9,0,0,7,5,0,0,6,1,6165,7084,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:38.892,6436097,828964380,3,5,9,94090,750798,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:38.936,6436098,16291570,3,6,5,0,0,5,8,0,200,8,9,148,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:38.947,6436098,16168693,3,5,9,122,78,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:39.356,6436097,15941519,2,5,9,66339,575552,6,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:39.505,6436097,828962127,4,5,9,1456,1506,6,5,0,0,7,8,0,0,8,7,0,0,,,,,,,,,,,,,,,,,
2025-02-27 05:36:39.607,6436096,828959225,3,5,9,8593,97239,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:39.701,6436238,15940897,3,5,9,4984,244384,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:39.796,6436137,828964612,2,5,8,570,486,6,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:39.904,6436098,15941414,3,5,9,81149,698171,6,8,0,256,7,5,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:39.921,6436098,15887024,3,5,9,3673,2883,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:39.993,6436238,15885154,3,5,9,69999,0,6,5,0,0,7,8,0,625571,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:40.009,6436098,15886403,3,5,9,39031,5785,6,8,0,94839,7,7,0,7451,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:40.078,6436096,15941530,3,5,9,14008,9812,6,5,0,0,7,8,0,1038,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:40.078,6436096,16291578,2,5,9,0,0,7,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:40.097,6436096,16169114,3,5,9,0,0,6,8,0,0,7,5,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:40.158,6436096,829019837,2,5,9,150,0,6,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:40.152,6436238,829019837,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:40.165,6436226,829019837,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:40.341,6436097,829019838,3,5,9,5838,1319,7,8,0,0,6,5,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:40.641,6436238,829019619,3,5,9,18021,130193,7,5,0,0,6,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:40.692,6436098,15887016,2,5,8,54,768,6,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:41.152,6436098,15796747,2,5,9,13779,640,6,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:41.149,6436238,16102365,3,5,9,2677,20035,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:41.220,6436096,15886992,2,5,8,8437,26143,6,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:41.465,6436137,16291559,3,5,9,8045,165230,6,8,0,0,7,5,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:41.508,6436238,828963725,3,5,9,14387,109418,6,5,0,0,7,8,0,10631,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:41.849,6436097,16291244,3,5,9,262750,128824,6,5,0,0,7,8,0,31389,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:42.139,6436097,16169058,3,5,9,4671,0,6,8,0,286993,7,5,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:42.915,6436098,16169109,3,5,9,0,0,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:42.962,6436098,15887026,1,5,8,4666,219970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:42.986,6436097,16291582,2,5,9,1046,1009,6,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:43.051,6436097,15941527,3,5,9,0,0,6,5,0,0,7,8,0,78,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:43.276,6436098,16291547,2,5,8,42,104,6,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:43.301,6436098,15887027,3,5,9,97988,134608,6,5,0,0,7,8,0,12662,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:43.425,6436098,16168748,3,5,9,3039,2592,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:43.499,6436238,15886921,3,5,9,5300,2208,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:43.531,6436098,15941533,2,5,9,36122,88472,6,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:43.551,6436238,829019821,3,5,9,3842,988,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:43.610,6436226,15887028,3,5,9,278,182,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:43.638,6436238,15796989,3,5,9,14296,164356,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:43.848,6436226,829019787,3,5,9,360,426,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:43.917,6436096,829019818,3,5,9,61756,28654,6,8,0,0,7,5,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:43.938,6436226,829019799,3,5,9,148,227,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:43.951,6436098,828964598,3,5,9,0,0,7,5,0,0,6,1,6379,5472,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:44.012,6436097,828964380,3,5,9,77125,700740,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:44.067,6436098,16168693,3,5,9,122,78,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:44.360,6436096,15887030,2,5,9,202,60,6,5,2200,892,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:44.456,6436097,15797255,1,5,9,263,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:44.476,6436097,15941519,2,5,9,68706,246299,6,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:44.625,6436097,828962127,4,5,9,8336,1385,6,5,0,0,7,8,0,0,8,7,0,0,,,,,,,,,,,,,,,,,
2025-02-27 05:36:44.727,6436096,828959225,3,5,9,8511,96151,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:44.822,6436238,15940897,3,5,9,25046,446112,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:44.916,6436137,828964612,2,5,8,30234,14310,6,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:45.024,6436098,15941414,3,5,9,110340,701930,6,8,0,96,7,5,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:45.041,6436098,15887024,3,5,9,0,0,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:45.114,6436238,15885154,3,5,9,62320,0,6,5,0,0,7,8,0,642259,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:45.129,6436098,15886403,3,5,9,16427,1927,6,8,0,8751,7,7,0,9999,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:45.198,6436096,15941530,3,5,9,25281,19008,6,5,0,0,7,8,0,166,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:45.278,6436096,829019837,2,5,9,0,0,6,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:45.273,6436238,829019837,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:45.286,6436226,829019837,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:45.362,6436096,16169119,2,5,8,2162,590,6,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:45.461,6436097,829019838,3,5,9,1380,814,7,8,0,0,6,5,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:45.762,6436238,829019619,3,5,9,6111,88491,7,5,0,0,6,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:46.272,6436098,15796747,2,5,9,11759,1176,6,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:46.270,6436238,16102365,3,5,9,1145,17439,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:46.340,6436096,15886992,2,5,8,1753,970,6,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:46.585,6436137,16291559,3,5,9,23644,260879,6,8,0,0,7,5,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:46.580,6436238,15797259,2,5,9,182,0,6,8,0,88,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:46.629,6436238,828963725,3,5,9,6082,156800,6,5,0,0,7,8,0,368,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:46.969,6436097,16291244,3,5,9,19354,1716,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:47.258,6436098,16291584,2,5,9,7301,326379,6,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:47.242,6436238,16291584,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:47.259,6436097,16169058,3,5,9,0,0,6,8,0,0,7,5,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:48.050,6436097,16169124,2,5,8,100863,3982693,6,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:48.171,6436097,15941527,3,5,9,0,0,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:48.253,6436098,829019844,3,5,9,0,0,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:48.257,6436098,829019843,2,5,9,0,0,7,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:48.396,6436098,16291547,2,5,8,261,211,6,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:48.413,6436098,829019845,3,5,9,0,0,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:48.421,6436098,15887027,3,5,9,33459,191428,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:48.545,6436098,16168748,3,5,9,237,288,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:48.610,6436238,15886921,3,5,9,22038,368503,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:48.651,6436098,15941533,2,5,9,40798,37290,6,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:48.662,6436238,829019821,3,5,9,1146,2222,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:48.749,6436238,15796989,3,5,9,24929,245879,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:48.968,6436226,829019787,3,5,9,0,0,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:49.037,6436096,829019818,3,5,9,10070,6999,6,8,0,52,7,5,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:49.058,6436226,829019799,3,5,9,2784,1802,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:49.071,6436098,828964598,3,5,9,0,0,7,5,0,0,6,1,8570,6295,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:49.132,6436097,828964380,3,5,9,90018,720404,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:49.124,6436238,16169126,2,5,8,495,364,6,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:49.187,6436098,16168693,3,5,9,269,169,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:49.468,6436096,16169127,2,5,8,57261,72492,6,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:49.475,6436226,16169127,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:49.596,6436097,15941519,2,5,9,61973,724331,6,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:49.745,6436097,828962127,4,5,9,6099,1322,6,5,0,0,7,8,0,0,8,7,0,0,,,,,,,,,,,,,,,,,
2025-02-27 05:36:49.811,6436098,15941539,2,5,9,0,142,6,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:49.847,6436096,828959225,3,5,9,11632,100743,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:49.933,6436238,15940897,3,5,9,9062,198175,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:50.036,6436137,828964612,2,5,8,376,825,6,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:50.144,6436098,15941414,3,5,9,167579,701557,6,8,0,0,7,5,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:50.225,6436238,15885154,3,5,9,64415,0,6,5,0,0,7,8,0,517599,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:50.249,6436098,15886403,3,5,9,9709,271,6,8,0,5151,7,7,0,10819,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:50.318,6436096,15941530,3,5,9,2411,754,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:36:50.482,6436096,16169119,2,5,8,136,128,6,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
