Datetime,Serving_Cell_Id, Call_Id, eRabCount,eRabThroughputStatList[0].eRabId,eRabThroughputStatList[0].qci,eRabThroughputStatList[0].ulDataVolume,eRabThroughputStatList[0].dlDataVolume,eRabThroughputStatList[1].eRabId,eRabThroughputStatList[1].qci,eRabThroughputStatList[1].ulDataVolume,eRabThroughputStatList[1].dlDataVolume,eRabThroughputStatList[2].eRabId,eRabThroughputStatList[2].qci,eRabThroughputStatList[2].ulDataVolume,eRabThroughputStatList[2].dlDataVolume,eRabThroughputStatList[3].eRabId,eRabThroughputStatList[3].qci,eRabThroughputStatList[3].ulDataVolume,eRabThroughputStatList[3].dlDataVolume,eRabThroughputStatList[4].eRabId,eRabThroughputStatList[4].qci,eRabThroughputStatList[4].ulDataVolume,eRabThroughputStatList[4].dlDataVolume,eRabThroughputStatList[5].eRabId,eRabThroughputStatList[5].qci,eRabThroughputStatList[5].ulDataVolume,eRabThroughputStatList[5].dlDataVolume,eRabThroughputStatList[6].eRabId,eRabThroughputStatList[6].qci,eRabThroughputStatList[6].ulDataVolume,eRabThroughputStatList[6].dlDataVolume,eRabThroughputStatList[7].eRabId,eRabThroughputStatList[7].qci,eRabThroughputStatList[7].ulDataVolume,eRabThroughputStatList[7].dlDataVolume
2025-02-27 05:30:58.790,6436096,15941006,4,5,9,252,257,6,5,0,0,7,8,0,0,8,7,0,0,,,,,,,,,,,,,,,,,
2025-02-27 05:30:58.786,6436238,15941006,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:30:58.804,6436098,16168528,3,5,9,10292,273,6,5,0,0,7,8,0,40,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:30:58.842,6436136,828964659,3,5,9,351,172,6,5,0,0,7,8,0,960,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:30:58.845,6436178,828962359,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:30:58.852,6436098,828962359,2,5,9,15668,1994,6,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:30:59.110,6436098,16291008,3,5,9,6026,97949,6,8,0,0,7,7,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:30:59.110,6436238,16291008,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:30:59.122,6436238,15940897,2,5,9,45749,726508,6,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:30:59.156,6436098,15940985,3,5,9,1115,912,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:30:59.177,6436238,15885154,3,5,9,3265,0,6,5,0,0,7,8,0,9101,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:30:59.248,6436097,15796752,3,5,9,253,180,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:30:59.343,6436238,828963169,3,5,9,22883,372144,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:30:59.350,6436238,15940971,1,5,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:30:59.359,6436178,16168579,2,5,8,281,539,6,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:30:59.507,6436097,16168428,3,5,9,11216,41032,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:30:59.675,6436098,15941008,2,5,9,14193,158595,6,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:30:59.787,6436097,16166899,3,5,9,45576,536091,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:30:59.868,6436097,15941001,3,5,9,0,0,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:30:59.864,6436238,15941001,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:30:59.920,6436096,15796489,3,5,9,16741,245555,6,5,0,0,7,8,0,230363,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:30:59.927,6436097,15796609,2,5,9,23516,253749,6,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:30:59.953,6436178,16168578,3,5,9,376,0,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:30:59.953,6436098,16168578,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:00.076,6436097,16168553,3,5,9,3163,0,6,5,0,0,7,8,0,395820,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:00.310,6436096,15796303,3,5,9,31701,426056,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:00.375,6436096,15886564,2,5,8,1676,2064,6,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:00.483,6436097,15941010,2,5,9,1632,1687,6,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:00.574,6436097,16168581,3,5,9,5257,14425,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:00.610,6436238,15796755,3,5,9,8536,29342,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:00.669,6436097,15940829,3,5,9,1720,191,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:00.669,6436238,15940662,2,5,8,6321,332322,6,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:00.696,6436178,15940999,3,5,9,0,0,6,8,0,0,7,5,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:00.884,6436098,15886565,3,6,5,0,0,5,8,0,192,8,9,481,279,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:00.934,6436097,15886458,3,5,9,16847,0,6,8,0,340152,7,5,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:00.994,6436097,16291030,3,5,9,68439,748747,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:01.057,6436096,15940981,2,5,8,64,55,6,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:01.141,6436098,828963198,4,5,9,76473,754559,6,5,0,0,7,8,0,598,8,7,0,0,,,,,,,,,,,,,,,,,
2025-02-27 05:31:01.280,6436098,16168561,2,5,9,0,0,6,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:01.280,6436178,16168561,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:01.276,6436238,16168561,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:01.290,6436097,15886552,2,5,9,0,0,6,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:01.300,6436098,16291047,3,5,9,901,609,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:01.354,6436238,828963725,3,5,9,16644,321696,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:01.426,6436097,15796758,3,5,9,2294,0,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:01.584,6436097,828962127,4,5,9,28510,11812,6,5,0,0,7,8,0,5075,8,7,0,0,,,,,,,,,,,,,,,,,
2025-02-27 05:31:01.655,6436097,828964446,3,5,9,4199,228,6,8,0,0,7,5,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:01.677,6436096,15941012,1,5,8,103,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:01.815,6436178,828964598,3,5,9,0,0,7,5,0,0,6,1,1519,796,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:01.840,6436098,15886555,1,5,8,646,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:01.873,6436137,828964612,2,5,8,262980,301083,6,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:01.879,6436238,16102365,3,5,9,1484,6040,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:01.924,6436098,16168583,3,5,9,492,0,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:01.939,6436097,15886418,3,5,9,57597,583143,6,8,0,0,7,5,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:01.974,6436096,16168410,2,5,9,384,288,6,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:02.088,6436098,15886403,2,5,9,6684,2312521,6,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:02.304,6436238,16167876,2,5,9,79810,854763,7,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:02.374,6436238,15886452,3,5,9,1638,45519,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:02.469,6436098,828959225,3,5,9,11872,102936,6,5,0,0,7,8,0,111,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:02.517,6436097,15796760,2,5,9,3260,9973,7,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:02.549,6436178,16168485,2,5,9,2765,52,6,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:02.909,6436096,15941003,2,5,9,0,0,6,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:02.924,6436098,828964667,3,5,9,8424,3310,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:02.939,6436238,16291031,2,5,8,0,0,6,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:02.956,6436096,15885868,3,5,9,19502,152,6,5,0,0,7,8,0,852838,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:03.011,6436098,15886161,3,5,9,65326,600560,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:03.230,6436098,15796747,2,5,9,383,195,6,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:03.357,6436138,828964398,3,5,9,63345,109389,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:03.360,6436238,15796748,2,5,8,1142,0,6,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:03.407,6436096,16168576,2,5,9,0,0,6,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:03.463,6436097,15796761,2,5,8,626,249,6,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:03.468,6436238,828964380,3,5,9,1276,0,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:03.488,6436098,15940943,3,5,9,0,0,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:03.534,6436238,16168569,2,5,9,315,437,6,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:03.671,6436238,15941017,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:03.675,6436096,15941017,2,5,8,9945,5405,6,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:03.780,6436097,16290888,2,5,9,19388,452833,6,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:03.924,6436098,16168528,3,5,9,4845,14538,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:03.962,6436136,828964659,3,5,9,1305,169,6,5,0,0,7,8,0,8800,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:03.965,6436178,828962359,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:03.972,6436098,828962359,2,5,9,22743,1235,6,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:04.230,6436098,16291008,3,5,9,400,189,6,8,0,0,7,7,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:04.231,6436238,16291008,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:04.243,6436238,15940897,2,5,9,41427,755359,6,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:04.276,6436098,15940985,3,5,9,374,327,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:04.298,6436238,15885154,3,5,9,2618,0,6,5,0,0,7,8,0,3692,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:04.464,6436238,828963169,3,5,9,453,390,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:04.537,6436097,15941020,2,5,9,1096,1046,6,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:04.627,6436097,16168428,3,5,9,0,73,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:04.778,6436098,16291065,3,5,9,517,189,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:04.795,6436098,15941008,2,5,9,5283,23500,6,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:04.907,6436097,16166899,3,5,9,84921,763590,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:04.988,6436097,15941001,3,5,9,138,0,6,5,0,0,7,8,0,219,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:04.985,6436238,15941001,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:05.047,6436097,15796609,2,5,9,4290,110400,6,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:05.073,6436178,16168578,3,5,9,0,0,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:05.073,6436098,16168578,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:05.196,6436097,16168553,3,5,9,918,0,6,5,0,0,7,8,0,358684,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:05.374,6436096,16291067,3,5,9,620,0,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:05.431,6436097,15941021,2,5,9,0,88,6,5,7123,5455,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:05.672,6436238,15886576,2,5,9,5493,224,6,8,0,4459,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:05.683,6436178,15796766,2,5,9,177,183,6,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:05.731,6436238,15796755,3,5,9,0,216,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:05.789,6436097,15940829,3,5,9,78,52,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:05.790,6436238,15940662,2,5,8,7627,299687,6,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:06.004,6436098,15886565,3,6,5,0,0,5,8,0,0,8,9,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:06.054,6436097,15886458,3,5,9,2663,0,6,8,0,459,7,5,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:06.114,6436097,16291030,3,5,9,67852,715675,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:06.177,6436096,15940981,2,5,8,180,216,6,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:06.261,6436098,828963198,4,5,9,62770,592779,6,5,0,0,7,8,0,100,8,7,0,0,,,,,,,,,,,,,,,,,
2025-02-27 05:31:06.420,6436098,16291047,3,5,9,0,0,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:06.475,6436238,828963725,3,5,9,10946,306656,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:06.704,6436097,828962127,4,5,9,98726,1623,6,5,0,0,7,8,0,178149,8,7,0,0,,,,,,,,,,,,,,,,,
2025-02-27 05:31:06.775,6436097,828964446,3,5,9,14083,1725,6,8,0,0,7,5,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:06.935,6436178,828964598,3,5,9,0,0,7,5,0,0,6,1,639,628,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:06.960,6436098,15886555,1,5,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:06.993,6436137,828964612,2,5,8,208104,314298,6,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:07.000,6436238,16102365,3,5,9,1405,16608,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:07.044,6436098,16168583,3,5,9,6744,60,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:07.059,6436097,15886418,3,5,9,25029,445791,6,8,0,0,7,5,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:07.094,6436096,16168410,2,5,9,4651,5638,6,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:07.116,6436238,15940999,3,5,9,0,0,6,8,0,0,7,5,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:07.208,6436098,15886403,2,5,9,7815,2910806,6,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:07.425,6436238,16167876,2,5,9,92968,717982,7,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:07.495,6436238,15886452,2,5,9,0,0,6,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:07.589,6436098,828959225,3,5,9,11045,97571,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:07.637,6436097,15796760,2,5,9,74,105,7,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:07.669,6436178,16168485,2,5,9,2791,748,6,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:07.675,6436238,15796769,1,5,8,6611,273876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:08.029,6436096,15941003,2,5,9,74,0,6,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:08.076,6436096,15885868,3,5,9,23517,1100,6,5,0,0,7,8,0,720655,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:08.131,6436098,15886161,3,5,9,10842,227524,6,5,0,0,7,8,0,135,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:08.144,6436178,15796303,3,5,9,58765,405239,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:08.274,6436178,15796489,3,5,9,22243,989,6,5,0,0,7,8,0,959381,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:08.350,6436098,15796747,2,5,9,97182,738996,6,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:08.477,6436138,828964398,3,5,9,64557,129583,6,5,0,0,7,8,0,0,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:31:08.481,6436238,15796748,2,5,8,566,0,6,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
