Datetime,Serving_Cell_Id, Call_Id, measurementId,rsrpRslt,rsrqRslt,nCellCount,pci_1,rsrp_1,rsrq_1,pci_2,rsrp_2,rsrq_2,pci_3,rsrp_3,rsrq_3,pci_4,rsrp_4,rsrq_4,pci_5,rsrp_5,rsrq_5,pci_6,rsrp_6,rsrq_6,pci_7,rsrp_7,rsrq_7,pci_8,rsrpv,rsrq_8
2025-02-27 05:49:03.218,6436178,829020725,23,56,18,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:03.238,6436096,15798167,9,60,13,1,389,56,16,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:03.238,6436098,15797832,8,39,18,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:03.238,6436098,15942498,8,57,21,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:03.258,6436098,15886005,13,63,12,1,387,56,7,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:03.258,6436096,829020724,19,52,13,3,11,50,11,241,45,0,117,45,0,,,,,,,,,,,,,,,,
2025-02-27 05:49:03.278,6436178,15888015,17,62,20,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:03.278,6436098,15798187,12,61,14,1,387,58,14,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:03.298,6436098,15888019,9,39,15,1,387,36,8,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:03.318,6436098,15798192,8,28,7,2,441,25,3,388,21,0,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:03.338,6436238,829020718,22,39,16,1,307,40,20,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:02.938,6436098,16170022,12,36,17,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:02.988,6436097,16292553,8,52,24,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:03.028,6436238,16292545,10,47,22,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:03.088,6436097,16170061,10,37,22,1,226,31,4,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:03.218,6436098,16292562,8,32,0,6,225,35,4,242,32,0,11,32,0,117,28,0,98,28,0,375,28,0,,,,,,,
2025-02-27 05:49:03.218,6436097,16169952,8,42,22,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:03.298,6436238,16292554,8,53,26,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:03.338,6436098,16170055,8,53,16,1,387,48,8,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:03.358,6436098,15942362,8,70,16,1,387,68,8,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:03.378,6436098,15887891,9,61,16,1,388,59,16,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:03.378,6436096,15942377,8,39,10,1,11,35,7,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:03.478,6436238,829020504,3,64,26,1,307,47,0,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:03.538,6436178,15798153,10,52,10,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:03.598,6436238,15798193,9,37,21,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:03.638,6436098,15794397,12,63,21,2,183,52,7,225,52,1,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:03.638,6436238,15888012,11,33,20,1,155,26,10,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:03.658,6436097,829020628,16,40,17,2,272,37,13,9,34,4,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:03.718,6436228,829020726,21,48,26,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:03.778,6436247,15798198,10,35,15,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:03.778,6436178,15942501,10,39,19,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:03.798,6436238,15887956,10,44,20,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:03.818,6436097,15942508,8,66,20,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:03.838,6436228,15942125,9,50,21,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:03.858,6436228,829019643,2,45,25,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:03.858,6436238,15942502,10,49,23,1,155,40,7,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:03.858,6436178,15798201,8,36,11,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:03.378,6436098,16170045,8,57,21,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:03.378,6436178,16169975,11,34,5,3,442,38,15,367,34,6,387,31,1,,,,,,,,,,,,,,,,
2025-02-27 05:49:03.558,6436098,16169936,10,60,18,1,387,53,4,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:03.578,6436096,829020706,17,61,5,4,241,61,9,11,60,2,117,60,1,389,59,3,,,,,,,,,,,,,
2025-02-27 05:49:03.678,6436098,16292563,8,42,20,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:03.718,6436097,829020049,9,41,18,2,9,34,7,272,33,4,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:03.838,6436238,16170012,10,61,22,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:03.878,6436238,829020719,16,45,21,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:03.938,6436098,829020671,9,42,14,2,225,40,12,183,34,1,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:03.998,6436228,15887474,10,43,22,2,155,31,6,253,30,0,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:04.018,6436097,15940648,11,59,21,1,338,54,13,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:04.058,6436097,829020559,14,32,17,1,226,30,11,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:04.058,6436228,15888008,8,54,22,1,155,46,9,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:04.098,6436096,829020453,1,51,18,1,389,46,5,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:04.148,6436098,15886403,15,57,21,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:04.188,6436098,15942329,9,54,16,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:04.208,6436178,829020587,2,62,24,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:04.228,6436098,15729487,12,47,21,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:04.308,6436237,829020707,9,41,25,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:04.328,6436098,15942509,8,45,20,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:04.368,6436238,15797458,9,40,18,1,108,34,8,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:03.918,6436097,16170041,9,55,21,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:03.928,6436178,16169896,17,49,21,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:04.018,6436096,829020715,14,55,14,4,389,54,8,11,52,5,98,52,3,117,47,0,,,,,,,,,,,,,
2025-02-27 05:49:04.068,6436178,829020685,22,30,15,1,182,26,9,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:04.088,6436097,16168453,8,56,22,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:04.148,6436097,16289530,9,52,20,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:04.168,6436178,16169976,10,43,8,1,182,46,13,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:04.248,6436096,16292555,8,48,18,1,11,42,10,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:04.328,6436238,16292540,12,42,26,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:04.488,6436178,16169647,10,33,8,5,182,32,7,384,30,5,84,30,2,79,29,3,442,28,0,,,,,,,,,,
2025-02-27 05:49:04.488,6436238,829020650,10,43,19,1,253,25,0,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:04.508,6436097,16169943,8,59,22,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:04.508,6436096,16292534,9,53,22,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:04.508,6436237,829020669,1,53,28,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:04.528,6436098,16292556,10,52,19,1,442,48,5,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:04.568,6436098,829020511,14,36,9,1,225,28,9,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:04.568,6436097,829019646,16,40,18,1,226,34,17,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:04.568,6436238,16292557,8,61,25,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:04.388,6436096,15798194,8,54,18,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:04.388,6436097,829020727,14,49,14,2,336,47,16,226,44,4,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:04.388,6436097,829020624,14,39,19,1,226,34,9,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:04.428,6436238,15797715,17,41,24,1,155,33,2,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:04.508,6436097,15942474,8,50,21,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:04.508,6436096,15798167,9,60,16,1,389,56,15,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:04.568,6436098,15886738,9,35,12,2,225,29,7,11,27,4,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:04.588,6436237,829020718,1,44,22,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:04.608,6436247,15942510,8,51,26,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:04.628,6436228,15941773,9,46,22,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:04.628,6436238,15942346,9,32,22,1,307,24,11,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:04.628,6436096,15940019,8,41,21,1,10,33,4,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:04.668,6436096,15798181,10,56,20,1,389,47,9,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:04.728,6436238,15798195,9,28,22,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:04.748,6436097,15942470,8,55,22,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:04.748,6436178,829020720,15,52,7,4,387,48,6,182,48,4,442,47,3,367,42,0,,,,,,,,,,,,,
2025-02-27 05:49:04.768,6436098,15888013,8,40,15,1,387,35,6,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:04.848,6436238,15942511,8,71,25,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:04.888,6436096,15888020,8,65,12,1,11,62,6,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:04.638,6436097,16292564,8,61,24,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:04.738,6436097,829020692,1,59,21,1,387,53,6,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:04.778,6436098,16292539,8,67,20,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:04.788,6436178,829020626,2,50,17,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:04.868,6436098,16166663,10,68,17,1,387,64,18,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:04.868,6436097,16292492,8,62,23,1,387,54,6,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:04.948,6436238,15887907,8,37,16,1,155,26,1,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:04.968,6436098,15887860,8,57,18,3,387,50,6,388,49,4,338,47,0,,,,,,,,,,,,,,,,
2025-02-27 05:49:05.048,6436238,15888014,8,51,21,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:05.068,6436098,15942512,8,58,24,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:05.068,6436098,15798202,8,41,19,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:05.108,6436096,15888021,8,47,16,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:04.908,6436178,16288084,9,42,20,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:04.928,6436238,16292565,8,44,20,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:04.948,6436096,16291412,8,57,20,1,389,51,12,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:05.038,6436096,16170066,8,49,16,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:05.088,6436178,829020709,12,52,18,2,182,48,10,414,38,0,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:05.148,6436098,16170056,9,39,13,1,388,39,17,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:05.168,6436137,829020710,27,39,14,1,25,37,13,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:05.188,6436096,829020728,19,54,15,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:05.188,6436238,16102365,9,39,22,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:05.208,6436097,16292558,8,49,22,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:05.128,6436238,829020440,23,62,23,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:05.158,6436098,15872833,5,52,15,2,252,45,1,225,44,0,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:05.158,6436096,15818787,10,75,19,1,389,71,10,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:05.188,6436238,15887689,8,48,17,1,155,42,4,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:05.288,6436237,829020713,1,56,25,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:05.328,6436228,15886921,9,39,21,1,382,35,14,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:05.468,6436096,15942513,6,69,18,1,389,67,12,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:05.528,6436098,15888022,9,57,20,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:05.528,6436096,15942286,8,47,21,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:05.558,6436097,15798203,8,48,19,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:05.558,6436098,15798196,8,31,14,1,225,33,18,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:05.208,6436097,16292566,9,49,23,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:05.308,6436096,16292567,9,73,20,1,389,73,12,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:05.388,6436097,16170058,8,47,22,1,389,35,2,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:05.468,6436098,16169577,8,37,20,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:05.528,6436097,16170067,8,57,26,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:05.648,6436238,16170039,13,44,22,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:05.698,6436098,829020680,18,51,17,4,338,49,17,225,43,1,226,42,0,388,41,0,,,,,,,,,,,,,
2025-02-27 05:49:05.768,6436098,829020598,8,39,11,3,11,39,10,117,37,6,225,35,2,,,,,,,,,,,,,,,,
2025-02-27 05:49:05.768,6436238,16292031,9,37,23,2,253,26,0,307,23,0,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:05.788,6436098,16292431,8,54,19,2,225,46,5,387,46,4,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:05.818,6436098,829020613,17,43,16,1,225,38,8,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:05.818,6436096,16292559,8,49,20,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:05.848,6436098,16292286,8,52,14,1,387,51,10,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:05.878,6436096,16170062,9,48,11,4,389,44,6,241,43,4,394,43,2,117,42,2,,,,,,,,,,,,,
2025-02-27 05:49:05.558,6436096,15942420,8,54,15,3,11,56,21,389,50,10,117,47,2,,,,,,,,,,,,,,,,
2025-02-27 05:49:05.648,6436096,829020729,8,52,14,2,389,45,11,11,45,9,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:05.678,6436138,15942477,18,60,28,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:05.678,6436096,828964597,12,64,20,1,389,53,0,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:05.688,6436098,15884458,9,66,17,1,387,65,15,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:05.808,6436097,15888011,9,50,18,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:05.948,6436098,15942495,5,68,17,1,388,62,7,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:05.968,6436096,15888023,8,42,19,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:05.898,6436096,16169832,11,61,24,1,389,50,0,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:05.978,6436097,829020711,30,30,23,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:05.978,6436098,16170063,8,46,17,2,387,44,12,11,39,2,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:05.998,6436098,16292458,8,71,15,1,387,70,15,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:06.118,6436097,16292568,9,70,22,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:06.278,6436098,16170068,8,64,18,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:06.438,6436096,16222942,9,60,19,2,389,53,7,388,52,5,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:06.558,6436098,16170042,8,51,23,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:06.128,6436097,15887942,9,51,23,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:06.128,6436097,15942514,8,63,25,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:06.148,6436096,15942451,12,46,15,1,389,49,18,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:06.288,6436098,15888019,9,40,18,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:06.288,6436097,829020694,21,55,22,1,387,46,5,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:06.368,6436098,828960199,7,47,16,2,388,48,16,387,42,4,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:06.388,6436098,15942503,8,32,16,1,225,28,7,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:06.468,6436096,15888000,8,78,18,1,389,73,11,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:06.488,6436098,15798158,8,48,19,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:06.608,6436096,15888024,9,55,13,1,389,47,5,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:06.608,6436097,15798204,9,46,12,3,394,42,3,44,42,2,272,41,6,,,,,,,,,,,,,,,,
2025-02-27 05:49:06.648,6436238,829020507,7,39,18,2,155,34,9,253,33,7,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:06.668,6436098,15798197,8,42,16,2,11,37,2,387,37,7,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:06.688,6436098,15888016,8,50,19,2,388,45,9,387,45,9,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:06.708,6436238,15942504,8,62,23,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:06.728,6436098,829020464,15,44,7,4,225,43,4,241,43,4,242,43,4,11,41,0,,,,,,,,,,,,,
2025-02-27 05:49:06.748,6436097,15942209,9,47,16,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:06.748,6436098,15941508,10,66,21,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:06.798,6436097,15797830,9,39,16,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:06.798,6436096,829020723,21,63,14,2,389,61,9,117,54,0,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:06.668,6436138,829020730,19,53,20,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:06.688,6436238,16170069,9,43,25,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:06.768,6436098,16170035,8,37,14,3,387,36,13,11,36,12,117,32,4,,,,,,,,,,,,,,,,
2025-02-27 05:49:06.768,6436097,16292560,8,50,19,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:06.778,6436098,16292541,8,50,11,1,11,48,12,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:06.808,6436137,15887981,19,32,22,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:06.908,6436096,15074519,15,67,19,1,389,61,19,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:06.928,6436238,15888025,8,48,20,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:07.028,6436096,829020721,19,53,15,2,11,49,12,389,46,5,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:07.078,6436178,829020648,17,59,20,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:07.078,6436238,15887995,8,53,23,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:07.098,6436098,15884461,9,57,17,1,10,52,7,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:07.108,6436238,15798205,8,53,24,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:06.958,6436238,828963441,10,36,21,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:07.038,6436097,16170064,8,64,21,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:07.088,6436097,16292568,9,71,21,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:07.088,6436098,16292569,8,44,23,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:07.278,6436097,16292487,10,51,20,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:07.418,6436097,828962127,23,38,13,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:07.128,6436096,829019789,1,54,17,1,389,51,14,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:07.208,6436096,15797938,9,53,15,1,389,46,15,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:07.228,6436096,829020217,18,47,15,1,11,40,5,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:07.248,6436098,15798061,15,44,12,2,225,44,12,11,39,2,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:07.268,6436098,15942451,10,47,16,1,387,45,15,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:07.268,6436096,15942506,8,64,16,1,389,63,12,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:07.308,6436096,828959225,8,56,18,1,389,51,7,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:07.408,6436178,829020651,16,57,23,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:07.408,6436096,15888003,8,55,13,3,389,52,11,11,52,2,241,47,0,,,,,,,,,,,,,,,,
2025-02-27 05:49:07.408,6436096,15794626,9,62,14,2,389,59,11,11,54,2,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:07.408,6436097,15942505,8,60,22,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:07.428,6436098,15888017,8,62,19,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:07.448,6436098,829020675,19,43,12,3,225,43,8,242,41,4,11,39,2,,,,,,,,,,,,,,,,
2025-02-27 05:49:07.538,6436178,829020652,17,54,21,1,442,46,5,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:07.538,6436238,15942507,8,35,24,1,155,30,11,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:07.488,6436178,16292570,8,46,3,1,384,53,21,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:07.568,6436097,829020731,16,44,16,2,226,39,10,9,37,5,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:07.598,6436096,16170070,9,54,21,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:07.688,6436096,829020632,18,60,19,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:07.708,6436096,16169994,9,56,16,1,389,51,6,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:07.788,6436238,829020472,5,43,17,1,155,43,15,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:07.798,6436097,16292561,8,35,19,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:07.818,6436098,16292504,8,60,14,3,387,58,8,11,56,5,117,56,7,,,,,,,,,,,,,,,,
2025-02-27 05:49:07.728,6436096,15798206,9,38,13,3,389,37,9,117,35,6,11,35,5,,,,,,,,,,,,,,,,
2025-02-27 05:49:07.728,6436096,15888026,8,46,16,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:07.748,6436097,15941948,10,52,21,4,226,40,4,394,40,4,338,35,0,98,33,0,,,,,,,,,,,,,
2025-02-27 05:49:07.768,6436098,15798160,8,51,15,1,387,49,13,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:07.768,6436238,829020697,8,43,21,2,75,36,6,184,33,15,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:07.808,6436238,829020633,17,41,14,2,155,41,14,108,38,7,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:07.928,6436097,15942515,8,61,19,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:08.008,6436097,15942411,8,65,21,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:08.028,6436097,829020290,16,49,22,0,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:08.048,6436098,15888018,8,34,8,3,11,32,7,225,30,4,242,28,0,,,,,,,,,,,,,,,,
2025-02-27 05:49:08.068,6436097,15942471,9,38,13,3,226,35,13,9,33,9,404,31,0,,,,,,,,,,,,,,,,
2025-02-27 05:49:08.088,6436098,15942451,10,43,11,1,387,42,19,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:07.918,6436228,829020667,20,29,14,1,155,28,14,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:07.918,6436098,16170071,8,61,11,1,387,59,11,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:49:07.928,6436178,829020717,10,44,16,1,384,46,20,,,,,,,,,,,,,,,,,,,,,,
