Datetime,Serving_Cell_Id, Call_Id, ulDataVolumePerUe,ulDataVolumeLastTtiPerUe,ulDataTransmissionTimePerUe,dlDataVolumePerUe,dlDataVolumeLastTtiPerUe,dlDataTransmissionTimePerUe,eRabCount,eRabThroughputStatList[0].eRabId,eRabThroughputStatList[0].qci,eRabThroughputStatList[0].ulDataVolumePerERab,eRabThroughputStatList[0].ulDataTransmissionTimePerERab,eRabThroughputStatList[0].dlDataVolumePerERab,eRabThroughputStatList[0].dlDataTransmissionTimePerERab,eRabThroughputStatList[1].eRabId,eRabThroughputStatList[1].qci,eRabThroughputStatList[1].ulDataVolumePerERab,eRabThroughputStatList[1].ulDataTransmissionTimePerERab,eRabThroughputStatList[1].dlDataVolumePerERab,eRabThroughputStatList[1].dlDataTransmissionTimePerERab,eRabThroughputStatList[2].eRabId,eRabThroughputStatList[2].qci,eRabThroughputStatList[2].ulDataVolumePerERab,eRabThroughputStatList[2].ulDataTransmissionTimePerERab,eRabThroughputStatList[2].dlDataVolumePerERab,eRabThroughputStatList[2].dlDataTransmissionTimePerERab,eRabThroughputStatList[3].eRabId,eRabThroughputStatList[3].qci,eRabThroughputStatList[3].ulDataVolumePerERab,eRabThroughputStatList[3].ulDataTransmissionTimePerERab,eRabThroughputStatList[3].dlDataVolumePerERab,eRabThroughputStatList[3].dlDataTransmissionTimePerERab,eRabThroughputStatList[4].eRabId,eRabThroughputStatList[4].qci,eRabThroughputStatList[4].ulDataVolumePerERab,eRabThroughputStatList[4].ulDataTransmissionTimePerERab,eRabThroughputStatList[4].dlDataVolumePerERab,eRabThroughputStatList[4].dlDataTransmissionTimePerERab,eRabThroughputStatList[5].eRabId,eRabThroughputStatList[5].qci,eRabThroughputStatList[5].ulDataVolumePerERab,eRabThroughputStatList[5].ulDataTransmissionTimePerERab,eRabThroughputStatList[5].dlDataVolumePerERab,eRabThroughputStatList[5].dlDataTransmissionTimePerERab,eRabThroughputStatList[6].eRabId,eRabThroughputStatList[6].qci,eRabThroughputStatList[6].ulDataVolumePerERab,eRabThroughputStatList[6].ulDataTransmissionTimePerERab,eRabThroughputStatList[6].dlDataVolumePerERab,eRabThroughputStatList[6].dlDataTransmissionTimePerERab,eRabThroughputStatList[7].eRabId,eRabThroughputStatList[7].qci,eRabThroughputStatList[7].ulDataVolumePerERab,eRabThroughputStatList[7].ulDataTransmissionTimePerERab,eRabThroughputStatList[7].dlDataVolumePerERab,eRabThroughputStatList[7].dlDataTransmissionTimePerERab
2025-02-27 05:42:04.918,6436096,15941872,0,19704,12,0,1550,0,2,5,8,3460,27,0,0,6,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:42:04.938,6436226,15941872,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:42:05.088,6436097,15887221,0,123192,104,108302,320995,78,3,5,9,29658,170,108302,78,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:42:05.204,6436096,16169421,0,786104,435,973,46301,15,2,5,9,464542,570,973,15,6,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:42:05.226,6436097,829020207,0,268184,141,271846,425508,638,3,5,9,55439,403,271846,638,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:42:05.569,6436096,16169494,0,99104,21,1458,3893,1,2,5,9,16794,51,1458,1,6,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:42:05.821,6436238,15941974,0,11504,8,2830,5129,52,3,5,9,2064,18,100,2,6,5,0,0,0,0,7,8,0,0,2730,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:42:06.035,6436098,15797715,0,430640,95,58040,119481,124,3,5,9,100220,195,31578,99,7,5,0,0,0,0,6,8,0,0,26462,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:42:06.105,6436098,15941533,0,97296,3,4,6319,5,3,5,9,195,3,4,5,6,5,0,0,0,0,7,1,11870,260,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:42:06.129,6436238,15886921,0,72264,79,189679,246715,513,3,5,9,27233,124,189679,513,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:42:06.233,6436098,15887449,0,89864,11,273926,74271,570,2,5,9,13355,53,273926,570,7,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:42:06.568,6436098,15797712,0,176656,12,317001,128325,112,1,5,8,36751,42,317001,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:42:06.646,6436098,16169431,0,86088,8,0,621,0,2,5,9,16925,28,0,0,6,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:42:06.962,6436098,15941955,0,0,0,0,0,0,3,5,9,0,0,0,0,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:42:07.005,6436097,15887473,0,1792,1,0,410,0,3,5,9,391,4,0,0,6,8,0,0,0,0,7,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:42:07.009,6436097,16169566,0,73128,22,10017,14424,6,2,5,8,20589,47,10017,6,6,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:42:07.200,6436097,828962127,0,17736,9,0,3391,0,3,5,9,2731,74,0,0,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:42:07.254,6436098,15941938,0,0,0,0,0,0,2,5,9,0,0,0,0,6,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:42:07.251,6436238,15941938,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:42:07.269,6436096,15797719,0,2104,0,0,366,0,1,5,8,263,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:42:07.302,6436096,828959225,0,65416,10,132620,25073,139,2,5,9,11534,29,132620,139,6,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:42:07.351,6436097,15941976,0,888,2,0,208,0,2,5,9,210,7,0,0,6,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:42:07.554,6436096,16169549,0,23440,2,0,8761,0,2,5,8,2994,40,0,0,6,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:42:07.704,6436098,15886403,0,40536,8,221,20350,10,3,5,9,6341,91,0,0,6,8,0,0,102,6,7,7,0,0,119,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:42:07.881,6436097,16169567,292,40,4,0,432,0,3,5,9,332,5,0,0,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:42:08.169,6436098,829020230,0,25504,2,0,3106,0,3,5,9,3504,8,0,0,6,5,0,1,0,0,7,8,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:42:08.226,6436138,829020070,204338,58776,1067,373038,42016,810,3,5,9,263114,1130,373038,810,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:42:08.252,6436137,16291849,0,0,0,0,0,0,3,5,9,0,0,0,0,6,8,0,0,0,0,7,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:42:08.350,6436226,829020168,0,4720,2,0,538,0,2,5,9,726,9,0,0,6,5,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:42:08.560,6436096,15887476,0,592,0,77,202,1,3,5,9,74,1,77,1,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:42:08.557,6436238,15941978,0,1952,2,0,288,0,2,5,8,374,6,0,0,6,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:42:08.650,6436098,16291987,0,3328,2,0,408,0,3,5,9,588,7,0,0,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:42:08.892,6436097,15887480,0,11368,6,0,6566,0,3,5,9,2277,19,0,0,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:42:08.885,6436238,15887480,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:42:08.900,6436238,16102365,0,41672,23,357299,82400,243,3,5,9,12591,57,2067,89,6,5,0,0,0,0,7,8,0,0,355232,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:42:09.014,6436097,16291914,0,0,0,0,0,0,3,5,9,0,0,0,0,6,8,0,0,0,0,7,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:42:09.070,6436098,16291742,0,26264,6,133692,15596,76,3,5,9,6209,19,133692,76,6,8,0,0,0,0,7,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:42:09.146,6436238,829019968,0,157152,212,472125,331844,1770,3,5,9,63956,302,472125,1770,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:42:09.180,6436098,15887469,0,0,0,0,0,0,2,6,5,0,0,0,0,8,9,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:42:09.244,6436098,829020036,0,78080,27,285325,27159,453,2,5,9,25481,47,285325,453,6,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:42:09.300,6436097,16169539,0,9936,3,0,1246,0,3,5,9,1735,16,0,0,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:42:09.502,6436238,15797458,0,9592,3,0,1344,0,3,5,9,1397,7,0,0,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:42:09.690,6436098,15797579,0,21880,2,9244,35011,161,2,5,8,3195,33,9244,161,6,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:42:09.829,6436137,15941977,0,0,0,0,0,0,2,5,9,0,0,0,0,6,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:42:09.829,6436097,15941977,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:42:09.984,6436098,15941773,0,164416,179,44825,659978,331,3,5,9,51210,286,44825,331,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:42:09.989,6436098,15885154,0,397728,70,84040,609612,42,3,5,9,72858,179,0,0,6,5,0,0,0,0,7,8,0,0,84040,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:42:10.038,6436096,15941872,0,82704,34,4264,23656,20,2,5,8,20625,65,4264,20,6,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:42:10.059,6436226,15941872,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:42:10.208,6436097,15887221,0,83576,74,167013,198458,172,3,5,9,22940,118,167013,172,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:42:10.213,6436098,15797722,0,13176,5,4088,2424,1,3,5,9,2541,13,0,0,6,5,0,0,0,0,7,8,0,0,4088,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:42:10.324,6436096,16169421,151377,315720,479,716,45946,5,2,5,9,467097,612,716,5,6,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:42:10.346,6436097,829020207,0,251520,161,178806,578922,309,3,5,9,61971,423,178806,309,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:42:10.689,6436096,16169494,0,12272,0,0,104,0,2,5,9,1534,7,0,0,6,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:42:10.760,6436097,15941981,0,21848,38,0,7076,0,2,5,9,18603,54,0,0,6,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27 05:42:10.842,6436098,16292000,0,30832,6,0,3294,0,3,5,9,8546,18,0,0,6,5,0,0,0,0,7,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
