Datetime,Serving_Cell_Id, Call_Id, ta
2025-02-27 05:47:27.122,6436096,15942286,16,
2025-02-27 05:47:27.128,6436238,15887894,64,
2025-02-27 05:47:27.146,6436097,16169943,0,
2025-02-27 05:47:27.151,6436098,15942329,48,
2025-02-27 05:47:27.191,6436096,16292428,64,
2025-02-27 05:47:27.204,6436096,15940019,0,
2025-02-27 05:47:27.236,6436098,16169936,0,
2025-02-27 05:47:27.287,6436096,829020217,48,
2025-02-27 05:47:27.288,6436096,15818787,16,
2025-02-27 05:47:27.289,6436096,15797938,32,
2025-02-27 05:47:27.331,6436238,16169725,48,
2025-02-27 05:47:27.340,6436097,16168453,0,
2025-02-27 05:47:27.390,6436098,15942398,64,
2025-02-27 05:47:27.408,6436098,16292429,64,
2025-02-27 05:47:27.409,6436098,15942388,64,
2025-02-27 05:47:27.431,6436097,16292416,16,
2025-02-27 05:47:27.538,6436098,15942316,0,
2025-02-27 05:47:27.541,6436098,15798103,64,
2025-02-27 05:47:27.563,6436238,16292392,0,
2025-02-27 05:47:27.564,6436096,15887895,0,
2025-02-27 05:47:27.639,6436098,15886005,32,
2025-02-27 05:47:27.699,6436238,15887896,32,
2025-02-27 05:47:27.702,6436138,829020606,160,
2025-02-27 05:47:27.715,6436098,16292239,32,
2025-02-27 05:47:27.751,6436096,829020568,64,
2025-02-27 05:47:27.766,6436238,15942125,32,
2025-02-27 05:47:27.757,6436096,828964597,0,
2025-02-27 05:47:27.796,6436238,15798096,32,
2025-02-27 05:47:27.835,6436098,16292420,48,
2025-02-27 05:47:27.840,6436098,16292430,32,
2025-02-27 05:47:27.847,6436097,15798097,16,
2025-02-27 05:47:27.852,6436098,16169951,32,
2025-02-27 05:47:27.855,6436098,16288084,16,
2025-02-27 05:47:27.878,6436097,829020428,64,
2025-02-27 05:47:27.895,6436098,15942400,16,
2025-02-27 05:47:27.897,6436097,16292393,16,
2025-02-27 05:47:28.023,6436097,16169959,16,
2025-02-27 05:47:28.055,6436098,16169577,0,
2025-02-27 05:47:28.079,6436096,15887861,32,
2025-02-27 05:47:28.180,6436238,16292417,48,
2025-02-27 05:47:28.206,6436098,15884458,16,
2025-02-27 05:47:28.243,6436238,15798098,48,
2025-02-27 05:47:28.305,6436096,15798104,32,
2025-02-27 05:47:28.369,6436098,15798099,48,
2025-02-27 05:47:28.462,6436238,829019941,48,
2025-02-27 05:47:28.468,6436098,15941508,32,
2025-02-27 05:47:28.562,6436098,16292431,64,
2025-02-27 05:47:28.565,6436097,16169960,16,
2025-02-27 05:47:28.638,6436098,829020478,16,
2025-02-27 05:47:28.640,6436097,16292419,0,
2025-02-27 05:47:28.668,6436238,15887803,48,
2025-02-27 05:47:28.707,6436238,16169961,48,
2025-02-27 05:47:28.728,6436098,15942009,0,
2025-02-27 05:47:28.791,6436238,15798087,16,
2025-02-27 05:47:28.797,6436098,15798086,48,
2025-02-27 05:47:28.864,6436097,15798105,144,
2025-02-27 05:47:28.872,6436096,16292424,32,
2025-02-27 05:47:28.875,6436096,15942365,64,
2025-02-27 05:47:28.926,6436097,16292200,0,
2025-02-27 05:47:28.962,6436098,15940963,32,
2025-02-27 05:47:29.065,6436238,16292425,48,
2025-02-27 05:47:29.061,6436098,16169647,80,
2025-02-27 05:47:29.077,6436238,16292432,32,
2025-02-27 05:47:29.083,6436238,829019643,16,
2025-02-27 05:47:29.078,6436098,15886738,32,
2025-02-27 05:47:29.092,6436096,15887897,32,
2025-02-27 05:47:29.117,6436097,15797830,64,
2025-02-27 05:47:29.250,6436098,16292336,16,
2025-02-27 05:47:29.251,6436098,829020581,64,
2025-02-27 05:47:29.317,6436238,15942393,0,
2025-02-27 05:47:29.318,6436097,15942394,16,
2025-02-27 05:47:29.395,6436098,16290850,0,
2025-02-27 05:47:29.407,6436098,15794397,32,
2025-02-27 05:47:29.421,6436096,15794626,0,
2025-02-27 05:47:29.483,6436238,15887474,0,
2025-02-27 05:47:29.488,6436097,16292433,80,
2025-02-27 05:47:29.494,6436096,829019789,0,
2025-02-27 05:47:29.525,6436096,15074519,16,
2025-02-27 05:47:29.555,6436238,829020532,64,
2025-02-27 05:47:29.554,6436098,16169907,32,
2025-02-27 05:47:29.623,6436097,15798092,16,
2025-02-27 05:47:29.648,6436097,829019646,48,
2025-02-27 05:47:29.675,6436238,828963441,0,
2025-02-27 05:47:29.854,6436097,829020049,16,
2025-02-27 05:47:29.854,6436096,829020582,48,
2025-02-27 05:47:29.864,6436098,15798061,64,
2025-02-27 05:47:29.885,6436097,16169962,0,
2025-02-27 05:47:29.896,6436097,15887858,16,
2025-02-27 05:47:29.909,6436097,829020575,0,
2025-02-27 05:47:29.914,6436098,16166663,0,
2025-02-27 05:47:29.915,6436096,829020595,32,
2025-02-27 05:47:29.917,6436098,16292427,48,
2025-02-27 05:47:29.969,6436238,16169954,48,
2025-02-27 05:47:29.972,6436098,15884461,0,
2025-02-27 05:47:29.983,6436096,15798101,0,
2025-02-27 05:47:29.991,6436097,16169955,80,
2025-02-27 05:47:30.004,6436238,15887898,192,
2025-02-27 05:47:30.051,6436097,15887851,0,
2025-02-27 05:47:30.051,6436096,829020587,16,
2025-02-27 05:47:30.056,6436098,16169945,32,
2025-02-27 05:47:30.115,6436096,15887899,48,
2025-02-27 05:47:30.146,6436098,16292397,48,
2025-02-27 05:47:30.164,6436238,829020440,32,
2025-02-27 05:47:30.290,6436097,15797959,0,
