Datetime,Serving_Cell_Id, Call_Id, ulRetransErrorNumber,ulCrcInitTransTotalNumber,dlRetransErrorNumber,dlCode0InitTransTotalNumber,dlCode1InitTransTotalNumber,ulRbUsedNumber,dlRbUsedNumber,dlWidebandCqiCode0,dlWidebandCqiCode1,rankIndication
2025-02-27 05:47:30.058,6436238,15941773,2,290,0,512,511,826,7223,13,13,1,
2025-02-27 05:47:30.160,6436098,16292426,0,8,0,6,0,90,19,8,255,0,
2025-02-27 05:47:30.232,6436098,16292370,0,76,0,151,90,651,4511,12,10,1,
2025-02-27 05:47:30.255,6436238,15797715,0,235,0,68,0,409,358,15,255,255,
2025-02-27 05:47:30.345,6436098,15798094,0,12,0,11,4,13,40,9,7,0,
2025-02-27 05:47:30.454,6436098,15887886,0,35,0,23,0,1974,123,14,255,0,
2025-02-27 05:47:30.615,6436098,829020504,0,50,0,68,0,448,1284,14,12,0,
2025-02-27 05:47:30.629,6436098,15942401,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,9,255,0,
2025-02-27 05:47:30.641,6436238,15942401,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,255,
2025-02-27 05:47:30.790,6436138,829020070,8,1711,0,1045,0,31064,24223,6,3,0,
2025-02-27 05:47:30.807,6436098,829020604,0,3,0,2,0,0,4,11,6,0,
2025-02-27 05:47:30.945,6436096,15942031,0,559,0,3,0,0,8,11,8,0,
2025-02-27 05:47:30.982,6436097,16169952,0,757,0,497,0,10023,10673,13,255,0,
2025-02-27 05:47:31.126,6436098,15942362,0,9,0,13,0,12,36,10,9,0,
2025-02-27 05:47:31.128,6436096,16292209,0,579,0,9,1,31,55,6,3,0,
2025-02-27 05:47:31.170,6436096,15942377,0,614,0,82,0,3458,3941,7,255,0,
2025-02-27 05:47:31.395,6436098,15942396,0,11,0,9,0,0,32,6,255,0,
2025-02-27 05:47:31.397,6436097,15942342,0,694,0,630,0,1480,11776,11,4,0,
2025-02-27 05:47:31.418,6436238,15942342,4294967295,4294967295,0,71,0,4294967295,3379,6,6,0,
2025-02-27 05:47:31.643,6436097,15887774,0,25,0,26,20,451,232,15,7,1,
2025-02-27 05:47:31.871,6436098,15886403,0,144,0,353,273,492,1386,9,8,1,
2025-02-27 05:47:31.872,6436096,829020453,0,622,0,160,0,468,11412,6,6,0,
2025-02-27 05:47:31.988,6436136,829020432,0,40,0,282,0,692,6334,9,2,0,
2025-02-27 05:47:32.141,6436238,15797458,1,40,0,33,33,241,115,8,8,255,
2025-02-27 05:47:32.138,6436097,15942391,0,614,0,2,0,0,4,14,13,0,
2025-02-27 05:47:32.280,6436098,16169896,0,13,0,13,3,22,28,10,6,0,
2025-02-27 05:47:32.356,6436238,15942399,1,25,0,31,0,168,255,15,10,0,
2025-02-27 05:47:32.379,6436098,15887906,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,12,255,0,
2025-02-27 05:47:32.406,6436098,16292437,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,9,255,0,
2025-02-27 05:47:32.735,6436098,15887860,0,169,0,435,148,1147,18556,10,6,0,
2025-02-27 05:47:32.751,6436238,15886921,1,69,2,78,78,101,1519,15,15,1,
2025-02-27 05:47:32.770,6436097,15887221,0,660,0,75,70,228,3676,9,9,1,
2025-02-27 05:47:32.948,6436238,15887689,0,350,0,575,570,1101,19765,15,15,255,
2025-02-27 05:47:32.956,6436238,16292438,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,14,255,255,
2025-02-27 05:47:33.024,6436098,16169953,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,14,0,0,
2025-02-27 05:47:33.316,6436097,16292423,0,689,0,128,115,2317,1617,9,11,1,
2025-02-27 05:47:33.440,6436097,16292307,24,1730,2,550,45,7748,37290,4,4,1,
2025-02-27 05:47:33.476,6436098,829020598,0,154,0,689,110,8793,43254,6,3,0,
2025-02-27 05:47:33.542,6436098,829020611,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,1,3,1,
2025-02-27 05:47:33.600,6436098,16292286,0,13,0,35,0,544,1783,10,3,0,
2025-02-27 05:47:33.729,6436098,829020591,0,34,0,47,7,343,1659,4,5,1,
2025-02-27 05:47:33.834,6436097,16292439,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,5,6,1,
2025-02-27 05:47:33.839,6436096,16169950,0,612,0,8,0,12,40,11,7,0,
2025-02-27 05:47:33.975,6436096,15942383,0,601,0,4,0,4,19,9,6,0,
2025-02-27 05:47:34.214,6436138,829020600,0,14,0,11,0,0,22,7,255,0,
2025-02-27 05:47:34.336,6436098,16102365,0,93,0,196,174,1819,4118,7,9,1,
2025-02-27 05:47:34.394,6436238,829020507,0,43,2,73,71,168,7228,13,13,255,
2025-02-27 05:47:34.440,6436098,829020464,0,81,0,549,0,2840,52083,6,3,0,
2025-02-27 05:47:34.638,6436098,15942402,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,9,255,0,
2025-02-27 05:47:34.736,6436098,15887902,0,26,0,27,27,196,127,12,10,1,
2025-02-27 05:47:34.749,6436238,15887902,4294967295,4294967295,0,0,0,4294967295,0,255,255,255,
2025-02-27 05:47:34.829,6436238,15798067,0,4,0,4,4,6,6,14,14,1,
2025-02-27 05:47:34.885,6436097,828962127,0,667,0,91,0,261,257,5,2,1,
2025-02-27 05:47:34.902,6436098,15798075,0,8,0,3,1,0,8,11,6,0,
2025-02-27 05:47:34.965,6436098,829020616,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,5,255,0,
2025-02-27 05:47:34.984,6436096,828959225,0,624,0,87,73,310,4604,7,5,0,
2025-02-27 05:47:35.019,6436098,829020617,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4,255,0,
2025-02-27 05:47:35.179,6436238,15941773,3,297,1,526,527,789,7008,13,13,1,
2025-02-27 05:47:35.219,6436098,829020618,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4,255,0,
2025-02-27 05:47:35.280,6436098,16292426,0,8,0,6,0,63,18,7,255,0,
2025-02-27 05:47:35.352,6436098,16292370,0,75,0,142,94,864,5069,8,5,1,
2025-02-27 05:47:35.376,6436238,15797715,0,244,0,176,0,469,1249,14,255,255,
2025-02-27 05:47:35.439,6436096,829020616,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,7,255,0,
2025-02-27 05:47:35.454,6436096,829020617,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4,3,1,
2025-02-27 05:47:35.549,6436098,15942401,0,17,0,16,0,0,56,9,255,0,
2025-02-27 05:47:35.562,6436238,15942401,4294967295,4294967295,0,0,0,4294967295,0,255,255,255,
2025-02-27 05:47:35.571,6436098,15887911,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,9,255,0,
2025-02-27 05:47:35.574,6436098,15887886,0,39,0,50,0,1427,425,11,255,0,
2025-02-27 05:47:35.735,6436098,829020504,0,17,0,11,0,114,26,11,9,0,
2025-02-27 05:47:35.754,6436096,829020618,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,3,3,1,
2025-02-27 05:47:35.910,6436138,829020070,5,1603,0,757,0,27570,16922,5,3,0,
2025-02-27 05:47:36.065,6436096,15942031,0,597,0,7,0,17,18,12,7,0,
2025-02-27 05:47:36.102,6436097,16169952,0,644,0,7,0,155,20,14,255,0,
2025-02-27 05:47:36.145,6436138,16169953,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,255,
2025-02-27 05:47:36.145,6436098,16169953,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,15,9,0,
2025-02-27 05:47:36.246,6436098,15942362,0,12,0,11,3,8,39,11,9,0,
2025-02-27 05:47:36.248,6436096,16292209,0,661,0,103,0,1924,7820,6,5,1,
2025-02-27 05:47:36.290,6436096,15942377,0,776,0,778,0,9564,55211,7,255,0,
2025-02-27 05:47:36.517,6436097,15942342,0,718,0,642,0,1040,9126,9,6,0,
2025-02-27 05:47:36.539,6436238,15942342,4294967295,4294967295,0,222,0,4294967295,12229,6,6,1,
2025-02-27 05:47:36.728,6436097,15887912,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,7,4,0,
2025-02-27 05:47:36.763,6436097,15887774,0,44,0,123,99,444,3182,15,7,1,
2025-02-27 05:47:36.991,6436098,15886403,0,153,0,349,285,378,1711,11,6,0,
2025-02-27 05:47:36.992,6436096,829020453,0,659,0,188,3,398,11703,8,5,0,
2025-02-27 05:47:37.108,6436136,829020432,0,75,1,499,0,1235,11967,8,2,0,
2025-02-27 05:47:37.262,6436238,15797458,0,24,0,22,22,98,184,9,9,255,
2025-02-27 05:47:37.299,6436098,15887906,0,7,0,3,0,73,9,12,5,0,
2025-02-27 05:47:37.326,6436098,16292437,0,14,0,3,1,0,10,9,6,0,
2025-02-27 05:47:37.400,6436098,16169896,0,31,0,26,5,120,54,10,7,0,
2025-02-27 05:47:37.477,6436238,15942399,0,36,0,60,50,186,2167,15,15,255,
2025-02-27 05:47:37.855,6436098,15887860,0,200,0,541,88,1536,23913,11,6,0,
2025-02-27 05:47:37.872,6436238,15886921,1,81,2,110,110,296,2032,15,15,1,
2025-02-27 05:47:37.877,6436238,16292438,0,41,0,68,0,313,505,14,255,0,
2025-02-27 05:47:37.890,6436097,15887221,0,648,0,56,53,644,2465,9,9,1,
2025-02-27 05:47:37.954,6436098,16292443,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,11,255,0,
2025-02-27 05:47:38.069,6436238,15887689,0,330,0,570,562,1099,19733,14,14,255,
2025-02-27 05:47:38.115,6436098,15798113,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,12,9,1,
2025-02-27 05:47:38.127,6436238,15798113,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,255,
2025-02-27 05:47:38.436,6436097,16292423,0,620,0,4,4,2,8,9,11,1,
2025-02-27 05:47:38.462,6436098,829020611,0,12,0,8,2,4,40,5,5,0,
2025-02-27 05:47:38.554,6436096,15942407,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,13,255,0,
2025-02-27 05:47:38.560,6436097,16292307,11,1518,0,850,173,6554,62784,6,4,0,
2025-02-27 05:47:38.596,6436098,829020598,0,180,0,746,28,9872,42161,6,4,0,
2025-02-27 05:47:38.720,6436098,16292286,0,18,0,51,0,318,2616,10,3,0,
2025-02-27 05:47:38.754,6436097,16292439,0,102,0,34,18,149,745,8,6,0,
2025-02-27 05:47:38.785,6436096,16169970,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,10,255,0,
2025-02-27 05:47:38.849,6436098,829020591,0,8,0,5,3,0,16,6,4,0,
2025-02-27 05:47:38.865,6436097,16292444,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,7,255,0,
2025-02-27 05:47:39.095,6436096,15942383,0,595,0,3,0,2,28,12,9,0,
2025-02-27 05:47:39.186,6436098,15887913,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,6,5,1,
2025-02-27 05:47:39.334,6436138,829020600,0,12,0,14,0,44,62,7,255,0,
2025-02-27 05:47:39.456,6436098,16102365,0,79,0,182,161,1095,5748,7,9,1,
2025-02-27 05:47:39.515,6436238,829020507,0,16,0,16,9,40,85,14,6,255,
2025-02-27 05:47:39.558,6436098,15942402,0,8,0,7,2,58,45,11,8,0,
2025-02-27 05:47:39.560,6436098,829020464,0,38,0,6,0,96,21,5,3,0,
2025-02-27 05:47:39.950,6436238,15798067,1,75,2,94,94,1180,2064,12,12,1,
2025-02-27 05:47:40.005,6436097,828962127,0,613,0,94,0,271,300,8,3,0,
2025-02-27 05:47:40.103,6436096,828959225,0,597,0,102,27,305,6793,5,8,1,
2025-02-27 05:47:40.300,6436238,15941773,2,294,0,490,491,777,7022,13,13,1,
2025-02-27 05:47:40.359,6436096,829020616,0,517,0,5,1,0,28,6,4,0,
2025-02-27 05:47:40.374,6436096,829020617,0,511,0,24,1,24,248,5,4,0,
2025-02-27 05:47:40.472,6436098,16292370,0,21,0,28,32,43,2184,15,11,0,
2025-02-27 05:47:40.497,6436238,15797715,0,263,0,126,0,493,1216,15,255,255,
2025-02-27 05:47:40.491,6436098,15887911,0,11,0,11,0,12,26,14,9,0,
2025-02-27 05:47:40.694,6436098,15887886,0,4,0,2,0,0,4,13,255,0,
2025-02-27 05:47:40.855,6436098,829020504,0,49,0,64,0,478,1118,14,9,0,
2025-02-27 05:47:41.018,6436096,15887914,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,5,2,0,
2025-02-27 05:47:41.030,6436138,829020070,7,1582,0,1022,40,27480,23999,6,3,0,
2025-02-27 05:47:41.064,6436138,16169953,4294967295,4294967295,0,0,0,4294967295,0,255,255,255,
2025-02-27 05:47:41.065,6436098,16169953,0,5,0,5,0,0,12,13,9,0,
2025-02-27 05:47:41.185,6436096,15942031,0,544,0,4,0,0,12,11,8,0,
2025-02-27 05:47:41.222,6436097,16169952,0,674,0,481,0,8060,12179,13,255,0,
2025-02-27 05:47:41.285,6436097,16292446,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,15,255,0,
2025-02-27 05:47:41.366,6436098,15942362,0,13,0,13,6,10,35,10,9,0,
2025-02-27 05:47:41.367,6436096,16292209,0,554,0,109,46,453,6897,5,5,0,
2025-02-27 05:47:41.410,6436096,15942377,0,557,0,786,0,2359,63789,6,255,0,
2025-02-27 05:47:41.428,6436097,15798117,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,14,13,1,
2025-02-27 05:47:41.637,6436097,15942342,0,627,0,601,0,1414,12608,12,6,0,
2025-02-27 05:47:41.648,6436097,15887912,0,495,0,11,1,18,60,6,4,0,
2025-02-27 05:47:41.660,6436238,15942342,4294967295,4294967295,0,71,15,4294967295,3323,6,6,0,
2025-02-27 05:47:41.662,6436096,15942407,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,12,9,0,
2025-02-27 05:47:41.675,6436238,15942407,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,255,
2025-02-27 05:47:41.784,6436098,15887914,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,8,255,0,
2025-02-27 05:47:41.882,6436097,15887774,0,4,0,2,2,0,4,13,5,1,
2025-02-27 05:47:42.110,6436098,15886403,0,152,0,393,207,490,1822,13,8,0,
2025-02-27 05:47:42.111,6436096,829020453,0,555,0,177,62,702,10702,12,7,0,
2025-02-27 05:47:42.227,6436136,829020432,0,32,0,204,0,1152,4990,9,0,0,
2025-02-27 05:47:42.320,6436096,829020622,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,6,255,0,
2025-02-27 05:47:42.383,6436238,15797458,0,18,0,9,3,123,22,14,8,255,
2025-02-27 05:47:42.375,6436096,16292447,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,11,255,0,
2025-02-27 05:47:42.519,6436098,16169896,0,15,0,11,1,51,21,11,8,0,
2025-02-27 05:47:42.598,6436238,15942399,2,223,0,410,387,562,7402,15,15,255,
2025-02-27 05:47:42.873,6436098,16292443,0,11,0,10,1,176,38,10,6,0,
2025-02-27 05:47:42.974,6436098,15887860,0,184,0,572,0,1239,28856,6,6,0,
2025-02-27 05:47:42.993,6436238,15886921,0,25,0,8,8,14,13,15,15,1,
2025-02-27 05:47:42.998,6436238,16292438,0,2,0,3,0,3,4,15,255,0,
2025-02-27 05:47:43.009,6436097,15887221,0,501,0,33,31,255,1770,10,10,1,
2025-02-27 05:47:43.034,6436098,15798113,0,26,0,39,39,252,140,8,7,1,
2025-02-27 05:47:43.048,6436238,15798113,4294967295,4294967295,0,0,0,4294967295,0,255,255,255,
2025-02-27 05:47:43.190,6436238,15887689,2,330,4,547,462,1035,22093,14,15,255,
2025-02-27 05:47:43.377,6436238,16102365,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,13,255,0,
2025-02-27 05:47:43.425,6436096,829020625,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,7,255,0,
2025-02-27 05:47:43.552,6436097,15887916,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,14,11,1,
2025-02-27 05:47:43.679,6436097,16292307,34,1562,0,745,0,7075,52374,6,4,0,
2025-02-27 05:47:43.704,6436096,16169970,0,470,0,2,0,2,12,11,5,0,
2025-02-27 05:47:43.715,6436098,829020598,0,185,0,813,0,6206,51399,5,4,0,
2025-02-27 05:47:43.784,6436097,16292444,0,484,0,4,0,90,9,11,7,0,
2025-02-27 05:47:43.819,6436097,829020627,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,2,255,0,
2025-02-27 05:47:43.839,6436098,16292286,0,11,0,40,0,376,2507,12,3,0,
2025-02-27 05:47:43.873,6436097,16292439,0,8,0,7,0,0,28,8,6,0,
2025-02-27 05:47:44.105,6436098,15887913,0,8,0,9,2,4,30,10,6,0,
2025-02-27 05:47:44.214,6436096,15942383,0,500,0,11,0,14,168,12,5,0,
2025-02-27 05:47:44.453,6436138,829020600,0,7,0,6,0,0,10,7,255,0,
2025-02-27 05:47:44.501,6436097,15798117,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,12,13,1,
2025-02-27 05:47:44.514,6436238,15798117,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,255,255,255,
2025-02-27 05:47:44.636,6436238,829020507,1,39,6,117,66,232,9338,13,13,255,
2025-02-27 05:47:44.677,6436098,15942402,0,6,0,3,0,0,4,10,8,0,
2025-02-27 05:47:44.679,6436098,829020464,0,35,0,20,0,523,97,5,3,0,
2025-02-27 05:47:44.736,6436098,16169977,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,10,255,0,
2025-02-27 05:47:45.071,6436238,15798067,1,41,0,28,28,390,203,13,13,1,
2025-02-27 05:47:45.124,6436097,828962127,0,544,0,110,0,330,340,9,3,0,
2025-02-27 05:47:45.223,6436096,828959225,0,524,0,100,4,327,5493,6,7,1,
2025-02-27 05:47:45.421,6436238,15941773,2,283,0,524,524,736,7662,13,13,1,
2025-02-27 05:47:45.493,6436096,829020617,0,471,0,32,0,39,1159,6,4,0,
2025-02-27 05:47:45.618,6436238,15797715,0,255,0,168,0,495,2086,15,255,255,
2025-02-27 05:47:45.610,6436098,15887911,0,7,0,3,0,0,8,11,9,0,
2025-02-27 05:47:45.974,6436098,829020504,0,50,0,74,13,302,1305,9,9,0,
2025-02-27 05:47:46.149,6436138,829020070,7,1779,1,813,0,34562,16702,6,6,0,
2025-02-27 05:47:46.205,6436097,16292446,0,495,0,12,4,268,30,14,11,0,
2025-02-27 05:47:46.341,6436097,16169952,0,584,0,317,0,5718,9357,14,255,0,
2025-02-27 05:47:46.453,6436098,16169980,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,10,9,1,
2025-02-27 05:47:46.485,6436098,15942362,0,8,0,10,1,8,24,12,11,0,
2025-02-27 05:47:46.487,6436096,16292209,0,507,0,24,12,1003,339,5,6,0,
2025-02-27 05:47:46.529,6436096,15942377,2,652,0,815,0,12610,54066,8,255,0,
2025-02-27 05:47:46.582,6436096,15942407,0,487,0,5,0,4,21,12,3,0,
2025-02-27 05:47:46.596,6436238,15942407,4294967295,4294967295,0,0,0,4294967295,0,255,255,255,
2025-02-27 05:47:46.703,6436098,15887914,0,17,0,57,0,57,3383,7,255,0,
2025-02-27 05:47:46.756,6436097,15942342,0,513,0,39,0,57,592,11,6,0,
2025-02-27 05:47:46.767,6436097,15887912,0,510,0,19,3,34,163,5,2,1,
2025-02-27 05:47:46.781,6436238,15942342,4294967295,4294967295,0,1,0,4294967295,40,6,6,0,
2025-02-27 05:47:47.230,6436098,15886403,0,152,0,388,106,345,1132,9,7,1,
2025-02-27 05:47:47.231,6436096,829020453,0,520,0,179,0,304,12214,8,7,1,
2025-02-27 05:47:47.240,6436096,829020622,0,412,0,3,0,0,12,6,255,0,
2025-02-27 05:47:47.295,6436096,16292447,0,473,0,8,0,15,25,9,255,0,
2025-02-27 05:47:47.347,6436136,829020432,0,120,0,472,0,2252,9431,11,0,0,
2025-02-27 05:47:47.421,6436098,15798124,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,11,10,1,
2025-02-27 05:47:47.493,6436238,15797458,2,133,14,246,200,1733,7314,11,11,255,
2025-02-27 05:47:47.639,6436098,16169896,0,11,0,8,5,15,27,7,7,1,
2025-02-27 05:47:47.708,6436238,15942399,1,223,0,382,362,497,6823,15,15,255,
2025-02-27 05:47:47.857,6436098,15887920,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,13,12,1,
2025-02-27 05:47:48.094,6436098,15887860,0,94,0,260,0,617,12933,6,6,0,
2025-02-27 05:47:48.103,6436238,15886921,0,117,0,188,188,311,2913,15,15,1,
2025-02-27 05:47:48.129,6436097,15887221,0,512,0,31,28,154,1813,9,9,1,
2025-02-27 05:47:48.154,6436098,15798113,0,16,0,20,19,51,72,9,6,2,
2025-02-27 05:47:48.158,6436238,15798113,4294967295,4294967295,0,0,0,4294967295,0,255,255,255,
2025-02-27 05:47:48.287,6436238,16102365,0,91,0,220,151,265,5269,15,15,255,
2025-02-27 05:47:48.300,6436238,15887689,1,262,2,687,127,840,35196,14,14,255,
2025-02-27 05:47:48.472,6436097,15887916,0,75,0,33,6,34,816,15,12,1,
2025-02-27 05:47:48.799,6436097,16292307,7,1315,0,520,24,5853,34279,3,3,1,
2025-02-27 05:47:48.824,6436096,16169970,0,492,0,11,0,17,60,10,5,0,
2025-02-27 05:47:48.835,6436098,829020598,3,263,0,675,10,4887,46264,5,4,0,
2025-02-27 05:47:48.959,6436098,16292286,0,14,0,52,0,135,2838,7,4,1,
2025-02-27 05:47:49.225,6436098,15887913,0,7,0,7,0,6,28,6,6,0,
2025-02-27 05:47:49.331,6436098,16292458,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,9,6,1,
2025-02-27 05:47:49.334,6436096,15942383,0,475,0,8,0,10,88,9,6,1,
2025-02-27 05:47:49.644,6436138,15887922,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,5,255,0,
2025-02-27 05:47:49.656,6436098,16169977,0,7,0,3,0,0,4,9,255,0,
2025-02-27 05:47:49.746,6436238,829020507,0,9,0,11,7,22,66,14,6,255,
2025-02-27 05:47:49.797,6436098,15942402,0,8,0,7,0,47,15,10,8,0,
2025-02-27 05:47:49.799,6436098,829020464,0,32,0,42,0,741,1913,5,3,0,
2025-02-27 05:47:50.181,6436238,15798067,0,177,0,204,194,1233,3727,15,15,255,
2025-02-27 05:47:50.244,6436097,828962127,0,538,0,87,0,249,212,8,3,0,
2025-02-27 05:47:50.343,6436096,828959225,0,516,0,77,26,523,4919,10,6,0,
2025-02-27 05:47:50.477,6436096,15887923,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,8,255,0,
2025-02-27 05:47:50.531,6436238,15941773,1,299,2,518,519,757,7217,13,13,1,
2025-02-27 05:47:50.728,6436238,15797715,0,252,0,135,0,445,956,15,255,255,
2025-02-27 05:47:51.094,6436098,829020504,0,112,0,201,116,742,4886,7,9,1,
2025-02-27 05:47:51.269,6436138,829020070,1,1366,0,1003,0,20755,22538,5,6,0,
2025-02-27 05:47:51.325,6436097,16292446,0,512,0,4,0,100,6,15,11,0,
2025-02-27 05:47:51.336,6436097,16169983,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,13,11,1,
2025-02-27 05:47:51.373,6436098,16169980,0,6,0,5,4,6,15,6,10,1,
2025-02-27 05:47:51.462,6436097,16169952,0,533,0,19,0,843,59,13,255,0,
2025-02-27 05:47:51.606,6436098,15942362,0,10,0,11,0,10,26,11,8,0,
2025-02-27 05:47:51.607,6436096,16292209,0,510,0,47,0,1711,566,6,6,0,
2025-02-27 05:47:51.650,6436096,15942377,1,728,0,827,0,16197,54435,7,255,0,
2025-02-27 05:47:51.703,6436096,15942407,0,512,0,7,0,12,15,10,2,0,
2025-02-27 05:47:51.706,6436238,15942407,4294967295,4294967295,0,0,0,4294967295,0,255,255,255,
2025-02-27 05:47:51.808,6436098,15887924,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,4294967295,10,255,0,
2025-02-27 05:47:51.877,6436097,15942342,0,513,0,12,0,35,36,12,6,0,
2025-02-27 05:47:51.888,6436097,15887912,0,479,0,22,0,137,121,6,4,0,
2025-02-27 05:47:51.891,6436238,15942342,4294967295,4294967295,0,0,0,4294967295,0,6,6,0,
